name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category
TITLE_CAPITALIZED,"31239187, 33129577",pHLA3D,0.9984779,phla3d,0.9984779,,0.9984779,2,http://www.phla3d.com.br,200,United States,"(37.7621,-122.3971)",,2019-06-22,"Laboratory of Immunogenetics and Molecular Biology, Federal University of Piauí, Teresina, PI, Brazil.; Laboratory of Immunogenetics and Molecular Biology, Federal University of Piauí, Teresina, PI, Brazil.","Claudio Demes da Mata Sousa L, Coelho AGB, Costa JMS, Gilberto Borges Coelho A, Jamil Hadad do Monte S, Marroquim MSC, Martins Ramos R, Matheus Sousa Costa J, Melo Santos de Serpa Brandão R, Menezes Teles E Oliveira D, Miranda Pereira E, Ramos RM, Socorro da Silva A, Sérgio Coelho Marroquim M, Teles E Oliveira DM, Vanildo de Sousa Lima A, da Mata Sousa LCD, da Silva AS, das Chagas Alves Lima F, de Serpa Brandão RMS, de Sousa Lima AV, do Monte SJH",,Universidade Federal do Piauí,106.0,"Andorra, Brazil",phla3d,ok,"pHLA3D: An online database of predicted three-dimensional structures of HLA molecules. | pHLA3D: Updating the database of predicted three-dimensional structures of HLA with HLA-DR, HLA-DQ and HLA-DP molecules.",2010-2022,,,,
TITLE_CAPITALIZED,"30052798, 30052798",zfRegeneration,0.9963969,,0.9963969,zfregeneration,0.9963969,2,http://www.zfregeneration.org,200,United Kingdom,"(51.5085,-0.1257)",,2019-02-01,"Independent Researcher, Boxbergring 107, Heidelberg, Germany.; Independent Researcher, Boxbergring 107, Heidelberg, Germany.","Nieto-Arellano R, Sánchez-Iranzo H",,,40.0,Germany,zfregeneration,ok,zfRegeneration: a database for gene expression profiling during regeneration. | zfRegeneration: a database for gene expression profiling during regeneration.,2010-2022,,,,
CAPITALIZED,"22908213, 33221922",UCSC,0.79967725,ucsc,0.79967725,,0.79967725,2,http://genome.ucsc.edu,200,United States,"(37.3541,-121.9552)",,2012-08-20,"Center for Biomolecular Science and Engineering, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95064, USA. kuhn@soe.ucsc.edu; Genomics Institute, University of California Santa Cruz, Santa Cruz, CA 95064, USA.","Barber GP, Benet-Pagès A, Casper J, Clawson H, Diekhans M, Fernandes JD, Fyfe AC, Haeussler M, Haussler D, Hinrichs AS, Kent WJ, Kuhn RM, Lee BT, Lee CM, Maulding ND, Nassar LR, Navarro Gonzalez J, Powell CC, Raney BJ, Rosenbloom KR, Schmelter D, Speir ML, Zweig AS","090100, 1U41HG010972, 2017-171531, 2018-194093, 2020-0000000026, 5R01HG008742, 5R01HG010329, 5U41HG002371, 5U41HG007234, GC1R-06673-C, P01HG5062, P41HG002371, R00RG2456, R01 HG008742, R01 HG010329, RC2HD064525, U01 HG010971, U01 MH114825, U01DE20057, U01ES017154, U01HG004695, U01MH114825, U41 HG002371, U41 HG007234, U41 HG010972, U41HG004269, U41HG004568","California Institute for Regenerative Medicine, Center for Information Technology Research in the Interest of Society, Howard Hughes Medical Institute, NHGRI NIH HHS, NICHD NIH HHS, NIDCR NIH HHS, NIEHS NIH HHS, NIMH NIH HHS, National Human Genome Research Institute, National Institutes of Health, Silicon Valley Community Foundation, UCSC Baskin Endowed Chair Funds, University of California Office of the President Emergency",1125.0,"Andorra, United States",ucsc,ok,The UCSC genome browser and associated tools. | The UCSC Genome Browser database: 2021 update.,2010-2022,,,,
TITLE_CAPITALIZED,"24271396, 30976793",EMBL-EBI,0.99455833,embl-ebi,0.99455833,,0.99455833,2,http://www.ebi.ac.uk,200,United Kingdom,"(51.8797,-0.4175)",,2013-11-23,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.; European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.","Apweiler R, Basutkar P, Bergman MT, Birney E, Brooksbank C, Buso N, Finn RD, Gur T, Lee J, Lopez R, Madeira F, Madhusoodanan N, Park YM, Potter SC, Thornton J, Tivey ARN",654039,"European Molecular Biology Laboratory, Wellcome Trust",3010.0,United Kingdom,embl-ebi,ok,The European Bioinformatics Institute's data resources 2014. | The EMBL-EBI search and sequence analysis tools APIs in 2019.,2010-2022,,,,
CAPITALIZED,"27899670, 30445434",GWAS,0.87147605,gwas,0.87147605,,0.87147605,2,http://www.ebi.ac.uk/gwas/,200,United Kingdom,"(51.8797,-0.4175)",,2016-11-29,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.; European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.","Amode R, Bowler E, Buniello A, Burdett T, Cerezo M, Cunningham F, Flicek P, Gil L, Guillen JA, Hall P, Harris LW, Hastings E, Hayhurst J, Hindorff L, Hindorff LA, Junkins H, MacArthur J, MacArthur JAL, Malangone C, McMahon A, Milano A, Morales J, Mountjoy E, Parkinson H, Pendlington ZM, Riat HS, Sollis E, Suveges D, Trevanion SJ, Vrousgou O, Welter D, Whetzel PL","U41 HG006104, U41 HG007823, U41-HG007823, U54 HG004028","NHGRI NIH HHS, National Institutes of Health, Wellcome Trust",4558.0,United Kingdom,gwas,ok,"The new NHGRI-EBI Catalog of published genome-wide association studies (GWAS Catalog). | The NHGRI-EBI GWAS Catalog of published genome-wide association studies, targeted arrays and summary statistics 2019.",2010-2022,,,,
"CAPITALIZED,DISAMBIGUATED,QC_FIX_HIGH","25685613, 27899642",UCSC,0.7818854,csc,0.7818854,,0.7818854,2,http://genome.ucsc.edu/ebolaPortal/,200,United States,"(37.3541,-121.9552)",,2014-11-07,"CBSE, University of California Santa Cruz, Santa Cruz, California, USA.; Genomics Institute, University of California Santa Cruz, Santa Cruz, CA 95064, USA cath@ucsc.edu.","Barber GP, Casper J, Clawson H, Diekhans M, Eisenhart C, Fischer CM, Fujita PA, Gibson D, Gonzalez JN, Guruvadoo L, Haeussler M, Haussler D, Heitner S, Hinrichs AS, Karolchik D, Kent WJ, Kuhn RM, Lee BT, Lee CM, Nejad P, Raney BJ, Rosenbloom KR, Speir ML, Tyner C, Villarreal C, Vivian J, Zweig AS","090100, U24 HG002371, U41 HG002371, U54 HG007990","Howard Hughes Medical Institute, NHGRI NIH HHS",260.0,United States,csc,ok,The UCSC Ebola Genome Portal. | The UCSC Genome Browser database: 2017 update.,2010-2022,,,,
"DISAMBIGUATED,SMART_CAPITALIZED,QC_FIX_HIGH","24574175, 25159016, 26227301, 25407602, 26351202",LC-MS,0.6883858,,0.6883858,proteomexchange,0.6883858,5,http://proteomecentral.proteomexchange.org/dataset/PXD000363,200,United States,"(47.6062,-122.3321)",,2014-05-01,"Department of Molecular Biology and Immunology, University of North Texas Health Science Center, Fort Worth, TX, USA.; Departments of Biomedical Sciences, Medical Research Center, Seoul National University College of Medicine, Seoul, Korea; Biomedical Engineering, Medical Research Center, Seoul National University College of Medicine, Seoul, Korea; Institute of Medical & Biological Engineering, Medical Research Center, Seoul National University College of Medicine, Seoul, Korea.; Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, ON, Canada.; Biozentrum, University of Basel, Basel, Switzerland; Laboratory of Systems Biology and Genetics, Institute of Bioengineering, School of Life Sciences, Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland.; Department of Clinical and Experimental Medicine, Cell Biology, Faculty of Medicine and Health Sciences, Linköping University, Linköping, Sweden.","Ahrné E, Apraiz I, Campos A, Cristobal S, Deplancke B, Domonkos I, Emili A, Foltz K, Garcia-Vedrenne AE, Gombos Z, Guo H, Hamelin R, Han D, Isserlin R, Jin J, Kim K, Kim Y, Kis M, Kuzmanov U, Lugowski A, Ma H, Miao Y, Moniatte M, Morada A, Prokai L, Simicevic J, Sun A, Talamantes T, Ughy B, Wan C, Yu J, da Fonseca RR","#10045352, 00007370, 2011-0030740, BK-0031, OTKA K82052, TAMOP 4.2.2.A-11/1/KONV-2012-0047","European Union Seventh Framework Program, Industrial Strategic Technology Development Program, Korea), Korean government [MISP], Marie Curie International Reintegration, Ministry of Knowledge Economy (MKE, National Research Foundation of Korea, Ontario Research Fund, Swiss National Science Foundation, Villum Fonden, Welch Foundation",62.0,"Andorra, Canada, Sweden, Switzerland, United States",proteomexchange,ok,"Label-free LC-MS/MS identification of phosphatidylglycerol-regulated proteins in Synechocystis sp. PCC6803. | Integrated approach using multistep enzyme digestion, TiO2 enrichment, and database search for in-depth phosphoproteomic profiling. | Phosphoproteomic network analysis in the sea urchin Strongylocentrotus purpuratus reveals new candidates in egg activation. | A mammalian transcription factor-specific peptide repository for targeted proteomics. | Shotgun analysis of the marine mussel Mytilus edulis hemolymph proteome and mapping the innate immunity elements.",2010-2022,,,,
POPULATED_FROM_URL,"29067135, 30088220",braingraph,0.0,,0.0,,0.0,2,http://braingraph.org,200,France,"(48.9751,8.1785)",,2017-06-20,"PIT Bioinformatics Group, Eötvös University, Budapest, 1117 Hungary.; PIT Bioinformatics Group, Eötvös University, H-1117, Budapest, Hungary. szalkai@pitgroup.org.","Grolmusz V, Kerepesi C, Szalkai B, Varga B","LP2012-19/2012, NKFI-126472, U54 MH091657","Emberi Eroforrások Minisztériuma, Magyar Tudományos Akadémia, NIMH NIH HHS, Nemzeti Kutatási és Technológiai Hivatal",32.0,Hungary,,ok,The braingraph.org database of high resolution structural connectomes and the brain graph tools. | Mapping correlations of psychological and structural connectome properties of the dataset of the human connectome project with the maximum spanning tree method.,2010-2022,,,,
CAPITALIZED,"23161693, 29140435",HMDB,0.9975249,hmdb,0.9975249,,0.9975249,2,http://www.hmdb.ca,200,Canada,"(45.3134,-73.8725)",,2012-11-17,"Department of Computing Science, University of Alberta, Edmonton, AB, Canada T6G 2E8. david.wishart@ualberta.ca; Department of Biological Sciences University of Alberta, Edmonton, AB T6G 2E9, Canada.","Allen F, Arndt D, Assempour N, Aziat F, Badran H, Berjanskii M, Bjorndahl T, Bouatra S, Djoumbou Y, Dong E, Eisner R, Feunang YD, Grant J, Greiner R, Guo AC, Jewison T, Johnson D, Karu N, Knox C, Li C, Liang K, Liang Y, Liu P, Liu Y, Lo E, Manach C, Mandal R, Marcu A, Neveu V, Perez-Pineiro R, Pon A, Sajed T, Sayeeda Z, Scalbert A, Serra-Cayuela A, Sinelnikov I, Singhal S, Vázquez-Fresno R, Wilson M, Wishart DS, Xia J, Yallou F",001,"Canadian Institutes of Health Research, World Health Organization",4405.0,Canada,hmdb,ok,HMDB 3.0--The Human Metabolome Database in 2013. | HMDB 4.0: the human metabolome database for 2018.,2010-2022,,,,
"CAPITALIZED,TITLE_CAPITALIZED","22013161, 24304894, 26673713, 30496479, 33219674",canSAR,0.9986829,cansar,0.9986829,,0.9986829,5,http://cansar.icr.ac.uk,200,United States,"(37.7621,-122.3971)",,2011-10-19,"Cancer Research UK Cancer Therapeutics Unit, Institute of Cancer Research, Haddow Laboratories, Belmont, Surrey SM2 5NG, UK.; Cancer Research UK Cancer Therapeutics Unit, The Institute of Cancer Research, London, SM2 5NG, UK.; Cancer Research UK Cancer Therapeutics Unit, The Institute of Cancer Research, London, SM2 5NG, UK.; Department of Data Science, The Institute of Cancer Research, London SM2 5NG, UK.; Department of Data Science, The Institute of Cancer Research, London SM2 5NG, UK.","Al-Lazikani B, Antolin AA, Bulusu KC, Campbell J, Che KH, Coker EA, Di Micco P, Dolciami D, Fernandez EV, Halling-Brown MD, Holt E, Kannas C, Komianou A, Mica IL, Mitsopoulos C, Ozer B, Patel M, Razaz P, Schierz AC, Tym JE, Villasclaras Fernandez E, Workman P","11566, 1237183, 204735/Z/16/Z, 23187, C309/A11566, C309/A25144, C309/A8274, C35696/A2318, C35696/A23187, WT204735/Z/16/Z, WT212969/Z/18/Z","CRUK Cancer Therapeutics Unit, Cancer Research UK, Henry Wellcome Research, ICR’s CRUK Cancer Therapeutic Unit, Medical Research Council, Sir Henry Wellcome, Wellcome Trust",280.0,United Kingdom,cansar,ok,canSAR: an integrated cancer public translational research and drug discovery resource. | canSAR: updated cancer research and drug discovery knowledgebase. | canSAR: an updated cancer research and drug discovery knowledgebase. | canSAR: update to the cancer translational research and drug discovery knowledgebase. | canSAR: update to the cancer translational research and drug discovery knowledgebase.,2010-2022,,,,
TITLE_CAPITALIZED,29069414,BioStudies,0.97973025,,0.97973025,biostudies,0.97973025,1,http://www.ebi.ac.uk/biostudies,200,United Kingdom,"(51.8797,-0.4175)",,2018-01-01,"European Molecular Biology Laboratory, European Bioinformatics Institute, EMBL-EBI, Wellcome Genome Campus, Hinxton CB10 1SD, UK.","Ali A, Athar A, Behrangi E, Brazma A, Gostev M, McEntyre J, Melnichuk O, Minguet J, Rada JC, Sarkans U, Snow C, Tikhonov A",,,152.0,United Kingdom,biostudies,ok,The BioStudies database-one stop shop for all data supporting a life sciences study.,2010-2022,,,,
TITLE_CAPITALIZED,29186578,Planteome,0.98996544,,0.98996544,planteome,0.98996544,1,http://www.planteome.org,200,United States,"(44.0582,-121.3153)",,2018-01-01,"Department of Botany and Plant Pathology, Oregon State University, Corvallis, OR 97331, USA.","Arnaud E, Carbon S, Cavaliere D, Cooper L, Doonan JH, Dunn NA, Elser JL, Gkoutos G, Jaiswal P, Laporte MA, Meier A, Mungall C, Preece J, Qu B, Sinn BT, Smith B, Stevenson DW, Todorovic S, Zhang E","BBS/E/W/0012843B, BBS/E/W/0012844A, BBS/E/W/10961A01, BBS/E/W/10962A01D, BBS/OS/GC/000011C, HDR-3003, U41 HG002273","Biotechnology and Biological Sciences Research Council, Medical Research Council, NHGRI NIH HHS",95.0,"Andorra, United States",planteome,ok,"The Planteome database: an integrated resource for reference ontologies, plant genomics and phenomics.",2010-2022,,,,
"CAPITALIZED,TITLE_CAPITALIZED",28890946,OncoKB,0.99881655,oncokb,0.99881655,,0.99881655,1,http://oncokb.org/,200,United States,"(40.7339,-74.0054)",,2017-05-16,", Marie-Josée and Henry R. Kravis Center for Molecular Oncology, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Gastrointestinal Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Gynecologic Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Breast Medicine Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Breast Medicine Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Thoracic Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center , New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Head and Neck Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , , Department of Hematology and Oncology, Quest Diagnostics Nichols Institute, 33608 Ortega Highway, San Juan Capistrano, CA, 92675, USA; , Department of R&D and Bioinformatics, Quest Diagnostics Nichols Institute, 33608 Ortega Highway, San Juan Capistrano, CA, 92675, USA; , Head and Neck Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Melanoma and Immunotherapeutics Service, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Gynecologic Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Sarcoma Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; Genitourinary Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Developmental Therapeutics, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Sarcoma Medical Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Gastrointestinal Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Department of Neurology, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Brain Tumor Center, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Department of Neurology, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Department of Oncology and Internal Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Weill Cornell Medical College, New York, NY USA; , Department of Pediatrics, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Genitourinary Oncology Service, Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA , Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA; , Department of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Department of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY, USA, Marie-Josée and Henry R. Kravis Center f","Baselga J, Baxi SS, Berger MF, Callahan MK, Chakravarty D, Chandarlapaty S, Chang MT, Chi P, Danila D, Gao J, Gounder M, Grupe A, Hantash FM, Harding JJ, Hellmann MD, Ho AL, Hyman DM, Iyer G, Janjigian Y, Kaley T, Kundra R, Ladanyi M, Levine DA, Lowery M, Nissan MH, Omuro A, Paik PK, Paraiso E, Phillips SM, Postow MA, Rathkopf D, Riely GJ, Rudolph JE, Sabbatini P, Saltz LB, Schultz N, Shoushtari AN, Shukla N, Snyder A, Solit DB, Soumerai T, Taylor BS, Traina TA, Voss M, Wang J, Yaeger R, Zehir A, Zhang H",P30 CA008748,NCI NIH HHS,1749.0,"Andorra, United States",oncokb,ok,OncoKB: A Precision Oncology Knowledge Base.,2010-2022,,,,
CAPITALIZED,28732212,UALCAN,0.9986914,ualcan,0.9986914,,0.9986914,1,http://ualcan.path.uab.edu,200,United States,"(33.5207,-86.8025)",,2017-07-18,"Molecular and Cellular Pathology, Department of Pathology, University of Alabama at Birmingham; Comprehensive Cancer Center, University of Alabama at Birmingham, Birmingham, AL 35233, USA.","Balasubramanya SAH, Bashel B, Chakravarthi BVSK, Chandrashekar DS, Creighton CJ, Ponce-Rodriguez I, Varambally S","P30 CA125123, R01 CA154980, R01 CA157845",NCI NIH HHS,4258.0,"Andorra, United States",ualcan,ok,UALCAN: A Portal for Facilitating Tumor Subgroup Gene Expression and Survival Analyses.,2010-2022,,,,
TITLE_CAPITALIZED,29897488,GlycoStore,0.9984915,,0.9984915,glycostore,0.9984915,1,http://www.glycostore.org,200,United States,"(37.7621,-122.3971)",,2018-09-01,"Bioprocessing Technology Institute, Agency for Science, Technology and Research (A*STAR), Singapore.","Abrahams JL, Campbell MP, Fernandes DL, Nguyen-Khuong T, Packer NH, Royle L, Rudd PM, Spencer D, Walsh I, Zhao S",,"Biomedical Research Council Strategic Positioning Fund, HighGlycoART, Institute for Glycomics, Macquarie University-Ludger Pilot Scheme",59.0,"Andorra, Singapore",glycostore,ok,GlycoStore: a database of retention properties for glycan analysis.,2010-2022,,,,
TITLE_CAPITALIZED,22123736,UniProt,0.97680056,,0.97680056,uniprot,0.97680056,1,http://www.ebi.ac.uk/GOA,200,United Kingdom,"(51.8797,-0.4175)",,2011-11-28,"European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK. edimmer@ebi.ac.uk","Alam-Faruque Y, Apweiler R, Argoud-Puy G, Auchincloss A, Axelsen K, Bely B, Blatter MC, Bougueleret L, Boutet E, Braconi-Quintaje S, Breuza L, Bridge A, Browne P, Coudert E, Cusin I, Dimmer EC, Duek-Roggli P, Eberhardt R, Estreicher A, Famiglietti L, Ferro-Rojas S, Feuermann M, Gardner M, Gos A, Gruaz-Gumowski N, Hinz U, Hulo C, Huntley RP, James J, Jimenez S, Jungo F, Keller G, Laiho K, Legge D, Lemercier P, Lieberherr D, Magrane M, Martin MJ, Masson P, Moinat M, Mun Chan W, O'Donovan C, Pedruzzi I, Pichler K, Poggioli D, Poux S, Rivoire C, Roechert B, Sawford T, Schneider M, Sehra H, Stutz A, Sundaram S, Tognolli M, Xenarios I","1U41HG006104-02, 3P41HG002273-09, SP:07/007/23671","British Heart Foundation, NHGRI NIH HHS",314.0,United Kingdom,uniprot,ok,The UniProt-GO Annotation database in 2011.,2010-2022,,,,
CAPITALIZED,25326082,PDB,0.0,pdb,0.0,,0.0,1,http://www.eppic-web.org/ewui/\#downloads,200,United States,"(40.7143,-74.0060)",,2014-10-18,,"Baskaran K, Biyani N, Bliven S, Capitani G, Duarte JM",,Intramural NIH HHS,46.0,,pdb,ok,"A PDB-wide, evolution-based assessment of protein-protein interfaces.",2010-2022,,,,
TITLE_CAPITALIZED,26153137,EpiFactors,0.99873567,,0.99873567,epifactors,0.99873567,1,http://epifactors.autosome.ru,200,Netherlands,"(52.3740,4.8897)",,2015-07-07,"Institute of Personal and Predictive Medicine of Cancer, 08916 Badalona, Spain, Department of Computational Biology, Vavilov Institute of General Genetics, Russian Academy of Sciences, 119991 Moscow, Russia, ju.medvedeva@gmail.com.","Drabløs F, Ehsani R, Kasukawa T, Khimulya G, Kulakovskiy IV, Lennartsson A, Medvedeva YA, Panahandeh P, Vorontsov IE",,,223.0,"Andorra, Comoros, Spain",epifactors,ok,EpiFactors: a comprehensive database of human epigenetic factors and complexes.,2010-2022,,,,
"CAPITALIZED,TITLE_CAPITALIZED","30365034, 30371881",iDog,0.99825567,idog,0.99825567,,0.99825567,2,http://bigd.big.ac.cn,200,China,"(39.9075,116.3972)",,2019-01-01,"BIG Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Bao Y, Dong L, Lan L, Li W, Tang B, Wang GD, Xiao J, Zhai S, Zhang X, Zhang YP, Zhang Z, Zhao W, Zhou Q","153F11KYSB20160008, 2016YFB0201702, 2016YFC0901603, 2016YFC0901903, 2016YFE0206600, 2017141, 2017YFC0907502, 2017YFC0907503, 2017YFC0908403, 2017YFC1201200, 2018134, 2018YFC0310602, 31571358, 31671360, 31771465, 91531303, 91731304, KJZD-EW-L14, SQ2017YFSF090210, XDA08020102, XDA19050302, XDB13040500, XXH13505-05","13th Five-year Informatization Plan of Chinese Academy of Sciences, Chinese Academy of Sciences, Five-year Informatization Plan of CAS, International Partnership Program of the CAS, International Partnership Program of the Chinese Academy of Sciences, Key Program of the Chinese Academy of Sciences, National Key R&amp;D Program of China, National Key Research &amp; Development Program of China, National Key Research Program of China, National Natural Science Foundation of China, Special Project on Precision Medicine under the National Key R&amp;D Program",126.0,China,idog,ok,Database Resources of the BIG Data Center in 2019. | iDog: an integrated resource for domestic dogs and wild canids.,2010-2022,,,,
TITLE_CAPITALIZED,"29805321, 31444973",Cellosaurus,0.91077185,,0.91077185,cellosaurus,0.91077185,2,https://web.expasy.org/cellosaurus/,200,Germany,"(50.1112,8.6831)",,2018-05-10,"Computer and Laboratory Investigation of Proteins of Human Origin Group, Faculty of Medicine, Swiss Institute of Bioinformatics, University of Geneva, Geneva 4, Switzerland.; CALIPHO Group, SIB Swiss Institute of Bioinformatics, CMU, Geneva, Switzerland.","Bairoch A, Capes-Davis A, Robin T",,,565.0,"Andorra, Switzerland",cellosaurus,ok,"The Cellosaurus, a Cell-Line Knowledge Resource. | CLASTR: The Cellosaurus STR similarity search tool - A precious help for cell line authentication.",2010-2022,,,,
TITLE_CAPITALIZED,32090262,dbPepNeo,0.9990477,,0.9990477,dbpepneo,0.9990477,1,http://www.biostatistics.online/dbPepNeo/,200,China,"(30.2936,120.1614)",,2020-01-01,"School of Medical Instrument and Food Engineering, University of Shanghai for Science and Technology, No. 516, Jungong Road, Yangpu District, Shanghai 200093, China.","Huang P, Jian X, Li D, Li Y, Lin Y, Ouyang J, Tan X, Wan H, Wang G, Xie L",,,48.0,"Andorra, China",dbpepneo,ok,dbPepNeo: a manually curated database for human tumor neoantigen peptides.,2010-2022,,,,
CAPITALIZED,36311809,CSCS,0.9984288,cscs,0.9984288,,0.9984288,1,http://bioinfo.cemps.ac.cn/CSCS/,200,China,"(31.2222,121.4581)",,2021-05-31,"National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Shanghai Institute of Plant Physiology and Ecology, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences, 300 Fenglin Road, Shanghai, 200032 China.","Ran X, Tang T, Wang M, Ye L, Zhang Y, Zhao F, Zhuang Y",,,2.0,"Andorra, China",cscs,ok,CSCS: a chromatin state interface for Chinese Spring bread wheat.,2010-2022,,,,
"CAPITALIZED,TITLE_CAPITALIZED",34147079,ORFik,0.99716794,orfik,0.99716794,,0.99716794,1,http://bioconductor.org/packages/ORFik,200,United Kingdom,"(51.5085,-0.1257)",,2021-06-19,"Computational Biology Unit, Department of Informatics, University of Bergen, Bergen, Norway.","Chyżyńska K, Labun K, Tjeldnes H, Torres Cleuren Y, Valen E, Świrski M","250049, TEAM POIR.04.04.00-00-5C33/17-00","Bergens Forskningsstiftelse, European Regional Development Fund, Norges Forskningsråd",33.0,Norway,orfik,ok,ORFik: a comprehensive R toolkit for the analysis of translation.,2010-2022,,,,
TITLE_CAPITALIZED,31337975,SAROTUP,0.9967861,sarotup,0.9967861,,0.9967861,1,http://i.uestc.edu.cn/sarotup3,200,China,"(30.6667,104.0667)",,2019-06-02,"School of Medicine, Guizhou University, Guiyang 550025, China.","Chen H, He B, Huang J, Li N",,,24.0,China,sarotup,ok,SAROTUP: a suite of tools for finding potential target-unrelated peptides from phage display data.,2010-2022,,,,
TITLE_CAPITALIZED,29912458,CircadiOmics,0.9963923,,0.9963923,circadiomics,0.9963923,1,http://circadiomics.ics.uci.edu,200,United States,"(33.6695,-117.8231)",,2018-07-01,"Department of Computer Science, University of California, Irvine, CA 92617, USA.","Agostinelli F, Baldi P, Ceglia N, Chen S, Eckel-Mahan K, Liu Y, Sassone-Corsi P","D17AP00002, GM123558, R01 GM123558","Defense Advanced Research Projects Agency, NIGMS NIH HHS, National Institute of General Medical Sciences",35.0,United States,circadiomics,ok,CircadiOmics: circadian omic web portal.,2010-2022,,,,
TITLE_CAPITALIZED,29746699,RepeatsDB,0.925015,,0.925015,repeatsdb,0.925015,1,http://protein.bio.unipd.it/repeatsdb-lite,200,Italy,"(45.4080,11.8859)",,2018-07-01,"Dept. of Biomedical Sciences, University of Padua, Padua, Italy.","Hirsh L, Paladin L, Piovesan D, Tosatto SCE",,,22.0,Italy,repeatsdb,ok,RepeatsDB-lite: a web server for unit annotation of tandem repeat proteins.,2010-2022,,,,
