pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count
34566452,A database and checklist of geometrid moths (Lepidoptera) from Colombia.,"<h4>Background</h4>Molecular DNA sequence data allow unprecedented advances in biodiversity assessments, monitoring schemes and taxonomic works, particularly in poorly-explored areas. They allow, for instance, the sorting of material rapidly into operational taxonomic units (such as BINs - Barcode Index Numbers), sequences can be subject to diverse analyses and, with linked metadata and physical vouchers, they can be examined further by experts. However, a prerequisite for their exploitation is the construction of reference libraries of DNA sequences that represent the existing biodiversity. To achieve these goals for Geometridae (Lepidoptera) moths in Colombia, expeditions were carried out to 26 localities in the northern part of the country in 2015-2019. The aim was to collect specimens and sequence their DNA barcodes and to record a fraction of the species richness and occurrences in one of the most biodiversity-rich countries. These data are the beginning of an identification guide to Colombian geometrid moths, whose identities are currently often provisional only, being morpho species or operational taxonomic units (OTUs). Prior to the current dataset, 99 Geometridae sequences forming 44 BINs from Colombia were publicly available on the Barcode of Life Data System (BOLD), covering 20 species only.<h4>New information</h4>We enrich the Colombian Geometridae database significantly by including DNA barcodes, two nuclear markers, photos of vouchers and georeferenced occurrences of 281 specimens of geometrid moths from different localities. These specimens are classified into 80 genera. Analytical tools on BOLD clustered 157 of the mentioned sequences to existing BINs identified to species level, identified earlier by experts. Another 115 were assigned to BINs that were identified to genus or tribe level only. Eleven specimens did not match any existing BIN on BOLD and are, therefore, new additions to the database. It is likely that many BINs represent undescribed species. Nine short sequences (< 500bp) were not assigned to BINs, but identified to the lowest taxonomic category by expert taxonomists and with comparisons of type material photos. The released new genetic information will help to further progress the systematics of Geometridae. An illustrated catalogue of all new records allows validation of our identifications; it is also the first document of this kind for Colombian Geometridae. All specimens are deposited at the Museo de Zoología of Universidad de Sucre (MZUS), North Colombia. DNA BINs are reported in this study through dx.doi.org/10.5883/DS-GEOCO, the species occurrences are available on SIB Colombia https://sibcolombia.net/ and the Global Biodiversity Information Facility (GBIF) https://www.gbif.org/ through https://doi.org/10.15472/ucfmkh.",True,False,3.0,,global biodiversity information facility,gbif,6.0,conflict,gbif | global biodiversity information facility,,,spacy,0.0,,True,False,False,,https://sibcolombia.net/ | https://www.gbif.org/ | http://www.gbif.org/,https://www.gbif.org/,True,...e Global Biodiversity Information Facility (GBIF) https://www.gbif.org/ through https://doi.org/10.15472/ucfmkh.,1
30275736,Togo National Herbarium database.,"This article describes the herbarium database of the University of Lomé. The database provides a good representation of the current knowledge of the flora of Togo. The herbarium of University of Lomé, known also as <i>Herbarium togoense</i> is the national herbarium and is registered in Index Herbariorum with the abbreviation TOGO. It contains 15,000 specimens of vascular plants coming mostly from all Togo's ecofloristic regions. Less than one percent of the specimens are from neighbouring countries such as Ghana, Benin and Burkina Faso. Collecting site details are specified in more that 97% of the sheet labels, but only about 50% contain geographic coordinates. Besides being a research resource, the herbarium constitutes an educational collection. The dataset described in this paper is registered with GBIF and accessible at https://www.gbif.org/dataset/b05dd467-aaf8-4c67-843c-27f049057b78. It was developed with the RIHA software (Réseau Informatique des Herbiers d'Afrique). The RIHA system (Chevillotte and Florence 2006, Radji et al. 2009) allows the capture of label data and associated information such as synonyms, vernacular names, taxonomic hierarchy and references.",True,False,3.0,,,gbif,6.0,ok,,,,spacy,0.0,,True,False,False,,https://www.gbif.org/dataset/b05dd467-aaf8-4c67-843c-27f049057b78 | http://www.gbif.org/dataset/b05dd467-aaf8-4c67-843c-27f049057b78,https://www.gbif.org/dataset/b05dd467-aaf8-4c67-843c-27f049057b78,True,...s paper is registered with GBIF and accessible at https://www.gbif.org/dataset/b05dd467-aaf8-4c67-843c-27f049057b78. It was developed with the RIHA software (Réseau...,1
33816800,"The Modern Research Data Portal: a design pattern for networked, data-intensive science.","We describe best practices for providing convenient, high-speed, secure access to large data via research data portals. We capture these best practices in a new design pattern, the Modern Research Data Portal, that disaggregates the traditional monolithic web-based data portal to achieve orders-of-magnitude increases in data transfer performance, support new deployment architectures that decouple control logic from data storage, and reduce development and operations costs. We introduce the design pattern; explain how it leverages high-performance data enclaves and cloud-based data management services; review representative examples at research laboratories and universities, including both experimental facilities and supercomputer sites; describe how to leverage Python APIs for authentication, authorization, data transfer, and data sharing; and use coding examples to demonstrate how these APIs can be used to implement a range of research data portal capabilities. Sample code at a companion web site, https://docs.globus.org/mrdp, provides application skeletons that readers can adapt to realize their own research data portals.",True,False,4.0,,,,0.0,no_entities,,,,,,Modern Research Data Portal,True,False,False,,https://docs.globus.org/mrdp,https://docs.globus.org/mrdp,True,"...apabilities. Sample code at a companion web site, https://docs.globus.org/mrdp, provides application skeletons that readers can...",1
21791094,Bayesian semi-supervised classification of bacterial samples using MLST databases.,"<h4>Background</h4>Worldwide effort on sampling and characterization of molecular variation within a large number of human and animal pathogens has lead to the emergence of multi-locus sequence typing (MLST) databases as an important tool for studying the epidemiology and evolution of pathogens. Many of these databases are currently harboring several thousands of multi-locus DNA sequence types (STs) enriched with metadata over traits such as serotype, antibiotic resistance, host organism etc of the isolates. Curators of the databases have thus the possibility of dividing the pathogen populations into subsets representing different evolutionary lineages, geographically associated groups, or other subpopulations, which are defined in terms of molecular similarities and dissimilarities residing within a database. When combined with the existing metadata, such subsets may provide invaluable information for assessing the position of a new set of isolates in relation to the whole pathogen population.<h4>Results</h4>To enable users of MLST schemes to query the databases with sets of new bacterial isolates and to automatically analyze their relation to existing curated sequences, we introduce here a Bayesian model-based method for semi-supervised classification of MLST data. Our method can use an MLST database as a training set and assign simultaneously any set of query sequences into the earlier discovered lineages/populations, while also allowing some or all of these sequences to form previously undiscovered genetically distinct groups. This tool provides probabilistic quantification of the classification uncertainty and is highly efficient computationally, thus enabling rapid analyses of large databases and sets of query sequences. The latter feature is a necessary prerequisite for an automated access through the MLST web interface. We demonstrate the versatility of our approach by anayzing both real and synthesized data from MLST databases. The introduced method for semi-supervised classification of sets of query STs is freely available for Windows, Mac OS X and Linux operative systems in BAPS 5.4 software which is downloadable at http://web.abo.fi/fak/mnf/mate/jc/software/baps.html. The query functionality is also directly available for the Staphylococcus aureus database at http://www.mlst.net and shortly will be available for other species databases hosted at this web portal.<h4>Conclusions</h4>We have introduced a model-based tool for automated semi-supervised classification of new pathogen samples that can be integrated into the web interface of the MLST databases. In particular, when combined with the existing metadata, the semi-supervised labeling may provide invaluable information for assessing the position of a new set of query strains in relation to the particular pathogen population represented by the curated database.Such information will be useful both for clinical and basic research purposes.",True,False,7.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://web.abo.fi/fak/mnf/mate/jc/software/baps.html | http://www.mlst.net,http://www.mlst.net,True,...ailable for the Staphylococcus aureus database at http://www.mlst.net and shortly will be available for other species d...,1
26968569,ATR-FT-IR spectral collection of conservation materials in the extended region of 4000-80 cm⁻¹.,"In this paper, a spectral collection of over 150 ATR-FT-IR spectra of materials related to cultural heritage and conservation science has been presented that have been measured in the extended region of 4000-80 cm(-1) (mid-IR and far-IR region). The applicability of the spectra and, in particular, the extended spectral range, for investigation of art-related materials is demonstrated on a case study. This collection of ATRFT-IR reference spectra is freely available online (http://tera.chem.ut.ee/IR_spectra/) and is meant to be a useful tool for researchers in the field of conservation and materials science.",True,False,3.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://tera.chem.ut.ee/IR_spectra/,http://tera.chem.ut.ee/IR_spectra/,True,...-IR reference spectra is freely available online (http://tera.chem.ut.ee/IR_spectra/) and is meant to be a useful tool for researchers...,1
27787817,Consensus Prediction of Charged Single Alpha-Helices with CSAHserver.,"Charged single alpha-helices (CSAHs) constitute a rare structural motif. CSAH is characterized by a high density of regularly alternating residues with positively and negatively charged side chains. Such segments exhibit unique structural properties; however, there are only a handful of proteins where its existence is experimentally verified. Therefore, establishing a pipeline that is capable of predicting the presence of CSAH segments with a low false positive rate is of considerable importance. Here we describe a consensus-based approach that relies on two conceptually different CSAH detection methods and a final filter based on the estimated helix-forming capabilities of the segments. This pipeline was shown to be capable of identifying previously uncharacterized CSAH segments that could be verified experimentally. The method is available as a web server at http://csahserver.itk.ppke.hu and also a downloadable standalone program suitable to scan larger sequence collections.",True,False,5.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://csahserver.itk.ppke.hu,http://csahserver.itk.ppke.hu,True,...tally. The method is available as a web server at http://csahserver.itk.ppke.hu and also a downloadable standalone program suitab...,1
23986771,Construction of a rice glycoside hydrolase phylogenomic database and identification of targets for biofuel research.,"Glycoside hydrolases (GH) catalyze the hydrolysis of glycosidic bonds in cell wall polymers and can have major effects on cell wall architecture. Taking advantage of the massive datasets available in public databases, we have constructed a rice phylogenomic database of GHs (http://ricephylogenomics.ucdavis.edu/cellwalls/gh/). This database integrates multiple data types including the structural features, orthologous relationships, mutant availability, and gene expression patterns for each GH family in a phylogenomic context. The rice genome encodes 437 GH genes classified into 34 families. Based on pairwise comparison with eight dicot and four monocot genomes, we identified 138 GH genes that are highly diverged between monocots and dicots, 57 of which have diverged further in rice as compared with four monocot genomes scanned in this study. Chromosomal localization and expression analysis suggest a role for both whole-genome and localized gene duplications in expansion and diversification of GH families in rice. We examined the meta-profiles of expression patterns of GH genes in twenty different anatomical tissues of rice. Transcripts of 51 genes exhibit tissue or developmental stage-preferential expression, whereas, seventeen other genes preferentially accumulate in actively growing tissues. When queried in RiceNet, a probabilistic functional gene network that facilitates functional gene predictions, nine out of seventeen genes form a regulatory network with the well-characterized genes involved in biosynthesis of cell wall polymers including cellulose synthase and cellulose synthase-like genes of rice. Two-thirds of the GH genes in rice are up regulated in response to biotic and abiotic stress treatments indicating a role in stress adaptation. Our analyses identify potential GH targets for cell wall modification.",True,False,3.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://ricephylogenomics.ucdavis.edu/cellwalls/gh/,http://ricephylogenomics.ucdavis.edu/cellwalls/gh/,True,...constructed a rice phylogenomic database of GHs (http://ricephylogenomics.ucdavis.edu/cellwalls/gh/). This database integrates multiple data types in...,1
26247924,"A Database of Force-Field Parameters, Dynamics, and Properties of Antimicrobial Compounds.","We present an on-line database of all-atom force-field parameters and molecular properties of compounds with antimicrobial activity (mostly antibiotics and some beta-lactamase inhibitors). For each compound, we provide the General Amber Force Field parameters for the major species at physiological pH, together with an analysis of properties of interest as extracted from µs-long molecular dynamics simulations in explicit water solution. The properties include number and population of structural clusters, molecular flexibility, hydrophobic and hydrophilic molecular surfaces, the statistics of intraand inter-molecular H-bonds, as well as structural and dynamical properties of solvent molecules within first and second solvation shells. In addition, the database contains several key molecular parameters, such as energy of the frontier molecular orbitals, vibrational properties, rotational constants, atomic partial charges and electric dipole moment, computed by Density Functional Theory. The present database (to our knowledge the first extensive one including dynamical properties) is part of a wider project aiming to build-up a database containing structural, physico-chemical and dynamical properties of medicinal compounds using different force-field parameters with increasing level of complexity and reliability. The database is freely accessible at http://www.dsf.unica.it/translocation/db/.",True,False,5.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://www.dsf.unica.it/translocation/db/,http://www.dsf.unica.it/translocation/db/,True,...reliability. The database is freely accessible at http://www.dsf.unica.it/translocation/db/.,1
24249590,Great ape skeletal collections: making the most of scarce and irreplaceable resources in the digital age.,"Information about primate genomes has re-emphasized the importance of the great apes (Pan, Gorilla, and Pongo) as, for most purposes, the appropriate comparators when generating hypotheses about the most recent common ancestor of the hominins and panins, or the most recent common ancestor of the hominin clade. Great ape skeletal collections are thus an important and irreplaceable resource for researchers conducting these types of comparative analyses, yet the integrity of these collections is threatened by unnecessary use and their availability is threatened by financial pressures on the institutions in which the collections reside. We discuss the general history of great ape skeletal collections, and in order to get a better sense of the utility and potential of these important sources of data we assemble the equivalent of a biography of the Powell-Cotton Collection. We explore the history of how this collection of chimpanzee and gorilla skeletons was accumulated, how it came to be recognized as a potentially important source of comparative information, who has made use of it, and what types of data have been collected. We present a protocol for collecting information about each individual animal (e.g., which bones are preserved, their condition, etc.) and have made that information about the Powell-Cotton Collection freely available in an online relational database (Human Origins Database, www.humanoriginsdatabase.org). As an illustration of the practical application of these data, we developed a tabular summary of ontogenetic information about each individual (see Appendices A and B). Collections like the Powell-Cotton are irreplaceable sources of material regarding the hard-tissue evidence and recent history of the closest living relatives of modern humans. We end this contribution by suggesting ways that curators and the researchers who use and rely on these reference collections could work together to help preserve and protect them so that future generations can use and benefit from these priceless resources.",True,False,3.0,,,,0.0,no_entities,,,,,,Great ape skeletal collections,True,False,False,,http://www.humanoriginsdatabase.org,http://www.humanoriginsdatabase.org,True,,1
29067135,The braingraph.org database of high resolution structural connectomes and the brain graph tools.,"Based on the data of the NIH-funded Human Connectome Project, we have computed structural connectomes of 426 human subjects in five different resolutions of 83, 129, 234, 463 and 1015 nodes and several edge weights. The graphs are given in anatomically annotated GraphML format that facilitates better further processing and visualization. For 96 subjects, the anatomically classified sub-graphs can also be accessed, formed from the vertices corresponding to distinct lobes or even smaller regions of interests of the brain. For example, one can easily download and study the connectomes, restricted to the frontal lobes or just to the left precuneus of 96 subjects using the data. Partially directed connectomes of 423 subjects are also available for download. We also present a GitHub-deposited set of tools, called the Brain Graph Tools, for several processing tasks of the connectomes on the site http://braingraph.org.",True,False,3.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://braingraph.org,http://braingraph.org,True,...l processing tasks of the connectomes on the site http://braingraph.org.,1
27199454,Comprehensive database of human E3 ubiquitin ligases: application to aquaporin-2 regulation.,"Aquaporin-2 (AQP2) is regulated in part via vasopressin-mediated changes in protein half-life that are in turn dependent on AQP2 ubiquitination. Here we addressed the question, ""What E3 ubiquitin ligase is most likely to be responsible for AQP2 ubiquitination?"" using large-scale data integration based on Bayes' rule. The first step was to bioinformatically identify all E3 ligase genes coded by the human genome. The 377 E3 ubiquitin ligases identified in the human genome, consisting predominant of HECT, RING, and U-box proteins, have been used to create a publicly accessible and downloadable online database https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/). We also curated a second database of E3 ligase accessory proteins that included BTB domain proteins, cullins, SOCS-box proteins, and F-box proteins. Using Bayes' theorem to integrate information from multiple large-scale proteomic and transcriptomic datasets, we ranked these 377 E3 ligases with respect to their probability of interaction with AQP2. Application of Bayes' rule identified the E3 ligases most likely to interact with AQP2 as (in order of probability): NEDD4 and NEDD4L (tied for first), AMFR, STUB1, ITCH, ZFPL1. Significantly, the two E3 ligases tied for top rank have also been studied extensively in the reductionist literature as regulatory proteins in renal tubule epithelia. The concordance of conclusions from reductionist and systems-level data provides strong motivation for further studies of the roles of NEDD4 and NEDD4L in the regulation of AQP2 protein turnover.",True,False,3.0,,,,0.0,no_entities,,,,,,Comprehensive database of human E3 ubiquitin ligases,True,False,False,,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,True,...licly accessible and downloadable online database https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/). We also curated a second database of E3 ligase...,1
29788132,Freiburg RNA tools: a central online resource for RNA-focused research and teaching.,"The Freiburg RNA tools webserver is a well established online resource for RNA-focused research. It provides a unified user interface and comprehensive result visualization for efficient command line tools. The webserver includes RNA-RNA interaction prediction (IntaRNA, CopraRNA, metaMIR), sRNA homology search (GLASSgo), sequence-structure alignments (LocARNA, MARNA, CARNA, ExpaRNA), CRISPR repeat classification (CRISPRmap), sequence design (antaRNA, INFO-RNA, SECISDesign), structure aberration evaluation of point mutations (RaSE), and RNA/protein-family models visualization (CMV), and other methods. Open education resources offer interactive visualizations of RNA structure and RNA-RNA interaction prediction as well as basic and advanced sequence alignment algorithms. The services are freely available at http://rna.informatik.uni-freiburg.de.",True,False,4.0,,,,0.0,no_entities,,,,,,Freiburg RNA tools,True,False,False,,http://rna.informatik.uni-freiburg.de,http://rna.informatik.uni-freiburg.de,True,...algorithms. The services are freely available at http://rna.informatik.uni-freiburg.de.,1
34048576,The COVID-19 Data Portal: accelerating SARS-CoV-2 and COVID-19 research through rapid open access data sharing.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic will be remembered as one of the defining events of the 21st century. The rapid global outbreak has had significant impacts on human society and is already responsible for millions of deaths. Understanding and tackling the impact of the virus has required a worldwide mobilisation and coordination of scientific research. The COVID-19 Data Portal (https://www.covid19dataportal.org/) was first released as part of the European COVID-19 Data Platform, on April 20th 2020 to facilitate rapid and open data sharing and analysis, to accelerate global SARS-CoV-2 and COVID-19 research. The COVID-19 Data Portal has fortnightly feature releases to continue to add new data types, search options, visualisations and improvements based on user feedback and research. The open datasets and intuitive suite of search, identification and download services, represent a truly FAIR (Findable, Accessible, Interoperable and Reusable) resource that enables researchers to easily identify and quickly obtain the key datasets needed for their COVID-19 research.",True,False,4.0,,,,0.0,no_entities,,,,,,COVID- Data Portal,True,False,False,,https://www.covid19dataportal.org/ | http://www.covid19dataportal.org/,https://www.covid19dataportal.org/,True,...of scientific research. The COVID-19 Data Portal (https://www.covid19dataportal.org/) was first released as part of the European COVID...,1
30673660,Two Web Resources Linking Major Human Embryology Collections Worldwide.,"Human embryology is a core subject for medicine and current research. While animal models of development now have significant online resources available, the vast majority of human embryonic material is locked up in historic collections. When accessed today, these collections are still contributing to our understanding of human development. This paper describes two online resources for studying human development that are unlocking these invaluable collections and providing related human developmental resources. The first of these is the online Embryology website (http://tiny.cc/Embryo) that links the human developmental timeline to historic and current research findings. Secondly is the Digital Embryology Consortium (https://human-embryology.org), an international research partnership to digitise, preserve, and make the major embryology histological collections available for researchers. By making this histological material more widely available to researchers with new methods of analysis, a better understanding of human development can be reached. This also opens the opportunity for new 3D reconstruction and virtual reality representation of these embryos.",True,False,4.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://tiny.cc/Embryo | https://human-embryology.org,https://human-embryology.org,True,"...s. Secondly is the Digital Embryology Consortium (https://human-embryology.org), an international research partnership to digiti...",1
21990165,Classification of missense substitutions in the BRCA genes: a database dedicated to Ex-UVs.,"Unclassified sequence variants (UVs) arising from clinical mutation screening of cancer susceptibility genes present a frustrating issue to clinical genetics services and the patients that they serve. We created an open-access database holding missense substitutions from the breast and ovarian cancer susceptibility genes BRCA1 and BRCA2. The main inclusion criterion is that each variant should have been assessed in a published work that used the Bayesian integrated evaluation of unclassified BRCA gene variants. Transfer of data on these substitutions from the original publications to our database afforded an opportunity to analyze the missense substitutions under a single model and to remove inconsistencies that arose during the evolution of the integrated evaluation over the last decade. This analysis also afforded the opportunity to reclassify these missense substitutions according to the recently published IARC 5-Class system. From an initial set of 248 missense substitutions, 31 were set aside due to nonnegligible probability to interfere with splicing. Of the remaining substitutions, 28 fell into one of the two pathogenic classes (IARC Class 4 or 5), 174 fell into one of the two nonpathogenic classes (IARC Class 1 or 2), and 15 remain in IARC Class 3, ""Uncertain."" The database is available at http://brca.iarc.fr/LOVD.",True,False,3.0,,,,0.0,no_entities,,,,,,Classification of missense substitutions in the BRCA genes,True,False,False,,http://brca.iarc.fr/LOVD,http://brca.iarc.fr/LOVD,True,"...lass 3, ""Uncertain."" The database is available at http://brca.iarc.fr/LOVD.",1
29461516,A database of chlorophyll a in Australian waters.,"Chlorophyll a is the most commonly used indicator of phytoplankton biomass in the marine environment. It is relatively simple and cost effective to measure when compared to phytoplankton abundance and is thus routinely included in many surveys. Here we collate 173, 333 records of chlorophyll a collected since 1965 from Australian waters gathered from researchers on regular coastal monitoring surveys and ocean voyages into a single repository. This dataset includes the chlorophyll a values as measured from samples analysed using spectrophotometry, fluorometry and high performance liquid chromatography (HPLC). The Australian Chlorophyll a database is freely available through the Australian Ocean Data Network portal (https://portal.aodn.org.au/). These data can be used in isolation as an index of phytoplankton biomass or in combination with other data to provide insight into water quality, ecosystem state, and relationships with other trophic levels such as zooplankton or fish.",True,False,3.0,,,,0.0,no_entities,,,,,,,True,False,False,,https://portal.aodn.org.au/,https://portal.aodn.org.au/,True,...through the Australian Ocean Data Network portal (https://portal.aodn.org.au/). These data can be used in isolation as an index...,1
29855280,Antidepressants for depressive disorder in children and adolescents: a database of randomised controlled trials.,"<h4>Background</h4>In recent years, whether, when and how to use antidepressants to treat depressive disorder in children and adolescents has been hotly debated. Relevant evidence on this topic has increased rapidly. In this paper, we present the construction and content of a database of randomised controlled trials of antidepressants to treat depressive disorder in children and adolescents. This database can be freely accessed via our website and will be regularly updated.<h4>Description</h4>Major bibliographic databases (PubMed, the Cochrane Library, Web of Science, Embase, CINAHL, PsycINFO and LiLACS), international trial registers and regulatory agencies' websites were systematically searched for published and unpublished studies up to April 30, 2017. We included randomised controlled trials in which the efficacy or tolerability of any oral antidepressant was compared with that of a control group or any other treatment. In total, 7377 citations from bibliographical databases and 3289 from international trial registers and regulatory agencies' websites were identified. Of these, 53 trials were eligible for inclusion in the final database. Selected data were extracted from each study, including characteristics of the participants (the study population, setting, diagnostic criteria, type of depression, age, sex, and comorbidity), characteristics of the treatment conditions (the treatment conditions, general information, and detail of pharmacotherapy and psychotherapy) and study characteristics (the sponsor, country, number of sites, blinding method, sample size, treatment duration, depression scales, other scales, and primary outcome measure used, and side-effect monitoring method). Moreover, the risk of bias for each trial were assessed.<h4>Conclusion</h4>This database provides information on nearly all randomised controlled trials of antidepressants in children and adolescents. By using this database, researchers can improve research efficiency, avoid inadvertent errors and easily focus on the targeted subgroups in which they are interested. For authors of subsequent reviews, they could only use this database to insure that they have completed a comprehensive review, rather than relied solely on the data from this database. We expect this database could help to promote research on evidence-based practice in the treatment of depressive disorder in children and adolescents. The database could be freely accessed in our website: http://xiepengteam.cn/research/evidence-based-medicine .",True,False,5.0,,,,0.0,no_entities,,,,,,Antidepressants for depressive disorder in children and adolescents,True,False,False,,http://xiepengteam.cn/research/evidence-based-medicine,http://xiepengteam.cn/research/evidence-based-medicine,True,...database could be freely accessed in our website: http://xiepengteam.cn/research/evidence-based-medicine .,1
28053160,The 24th annual Nucleic Acids Research database issue: a look back and upcoming changes.,"This year's Database Issue of Nucleic Acids Research contains 152 papers that include descriptions of 54 new databases and update papers on 98 databases, of which 16 have not been previously featured in NAR As always, these databases cover a broad range of molecular biology subjects, including genome structure, gene expression and its regulation, proteins, protein domains, and protein-protein interactions. Following the recent trend, an increasing number of new and established databases deal with the issues of human health, from cancer-causing mutations to drugs and drug targets. In accordance with this trend, three recently compiled databases that have been selected by NAR reviewers and editors as 'breakthrough' contributions, denovo-db, the Monarch Initiative, and Open Targets, cover human de novo gene variants, disease-related phenotypes in model organisms, and a bioinformatics platform for therapeutic target identification and validation, respectively. We expect these databases to attract the attention of numerous researchers working in various areas of genetics and genomics. Looking back at the past 12 years, we present here the 'golden set' of databases that have consistently served as authoritative, comprehensive, and convenient data resources widely used by the entire community and offer some lessons on what makes a successful database. The Database Issue is freely available online at the https://academic.oup.com/nar web site. An updated version of the NAR Molecular Biology Database Collection is available at http://www.oxfordjournals.org/nar/database/a/.",True,False,,,,,0.0,no_entities,,,,,,24th annual Nucleic Acids Research database issue,True,False,False,,https://academic.oup.com/nar | http://www.oxfordjournals.org/nar/database/a/,http://www.oxfordjournals.org/nar/database/a/,True,...cular Biology Database Collection is available at http://www.oxfordjournals.org/nar/database/a/.,1
29528046,Assembled genomic and tissue-specific transcriptomic data resources for two genetically distinct lines of Cowpea ( <i>Vigna unguiculata</i> (L.) Walp).,"Cowpea ( <i>Vigna unguiculata</i> (L.) Walp) is an important legume crop for food security in areas of low-input and smallholder farming throughout Africa and Asia. Genetic improvements are required to increase yield and resilience to biotic and abiotic stress and to enhance cowpea crop performance. An integrated cowpea genomic and gene expression data resource has the potential to greatly accelerate breeding and the delivery of novel genetic traits for cowpea. Extensive genomic resources for cowpea have been absent from the public domain; however, a recent early release reference genome for IT97K-499-35 ( <i>Vigna unguiculata</i> v1.0, NSF, UCR, USAID, DOE-JGI, http://phytozome.jgi.doe.gov/) has now been established in a collaboration between the Joint Genome Institute (JGI) and University California (UC) Riverside. Here we release supporting genomic and transcriptomic data for two transformable cowpea varieties, IT97K-499-35 and IT86D-1010. The transcriptome resource includes six tissue-specific datasets for each variety, with particular emphasis on reproductive tissues that extend and support the <i>V. unguiculata</i> v1.0 reference. Annotations have been included in our resource to allow direct mapping to the v1.0 cowpea reference. The resource described here is supported by downloadable raw and assembled sequence data.",True,False,3.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://phytozome.jgi.doe.gov/,http://phytozome.jgi.doe.gov/,True,"...a unguiculata</i> v1.0, NSF, UCR, USAID, DOE-JGI, http://phytozome.jgi.doe.gov/) has now been established in a collaboration betw...",1
29561359,Comparative transcriptome profiling of the human and mouse dorsal root ganglia: an RNA-seq-based resource for pain and sensory neuroscience research.,"Molecular neurobiological insight into human nervous tissues is needed to generate next-generation therapeutics for neurological disorders such as chronic pain. We obtained human dorsal root ganglia (hDRG) samples from organ donors and performed RNA-sequencing (RNA-seq) to study the hDRG transcriptional landscape, systematically comparing it with publicly available data from a variety of human and orthologous mouse tissues, including mouse DRG (mDRG). We characterized the hDRG transcriptional profile in terms of tissue-restricted gene coexpression patterns and putative transcriptional regulators, and formulated an information-theoretic framework to quantify DRG enrichment. Relevant gene families and pathways were also analyzed, including transcription factors, G-protein-coupled receptors, and ion channels. Our analyses reveal an hDRG-enriched protein-coding gene set (∼140), some of which have not been described in the context of DRG or pain signaling. Most of these show conserved enrichment in mDRG and were mined for known drug-gene product interactions. Conserved enrichment of the vast majority of transcription factors suggests that the mDRG is a faithful model system for studying hDRG, because of evolutionarily conserved regulatory programs. Comparison of hDRG and tibial nerve transcriptomes suggests trafficking of neuronal mRNA to axons in adult hDRG, and are consistent with studies of axonal transport in rodent sensory neurons. We present our work as an online, searchable repository (https://www.utdallas.edu/bbs/painneurosciencelab/sensoryomics/drgtxome), creating a valuable resource for the community. Our analyses provide insight into DRG biology for guiding development of novel therapeutics and a blueprint for cross-species transcriptomic analyses.",True,False,4.0,,,,0.0,no_entities,,,,,,Comparative transcriptome profiling of the human and mouse dorsal root ganglia,True,False,False,,https://www.utdallas.edu/bbs/painneurosciencelab/sensoryomics/drgtxome | http://www.utdallas.edu/bbs/painneurosciencelab/sensoryomics/drgtxome,https://www.utdallas.edu/bbs/painneurosciencelab/sensoryomics/drgtxome,True,"...ent our work as an online, searchable repository (https://www.utdallas.edu/bbs/painneurosciencelab/sensoryomics/drgtxome), creating a valuable resource for the community....",1
22058051,The COL7A1 mutation database.,"Dystrophic Epidermolysis Bullosa (DEB) is a genetic disease caused by mutations in the COL7A1 gene that is inherited in the autosomal dominant or recessive mode. We have developed a curated, freely accessible COL7A1 specific database (http://www.col7.info), which contains more than 730 reported and unpublished sequence variants of the gene. Molecular defects are reported according to HGVS recommendation. The clinical description module is provided with an advanced search tool together with a CSV (comm. separated values) data format download option. This compilation of COL7A1 data and nomenclature is aimed at assisting molecular and clinical geneticists to enhance the collaboration between researchers worldwide.",True,False,3.0,,,,0.0,no_entities,,,,,,,True,False,False,,http://www.col7.info,http://www.col7.info,True,"...ated, freely accessible COL7A1 specific database (http://www.col7.info), which contains more than 730 reported and unpub...",1
