pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count,in_baseline_pmid,in_baseline_entity,in_baseline
25925844,The first Malay database toward the ethnic-specific target molecular variation.,"<h4>Background</h4>The Malaysian Node of the Human Variome Project (MyHVP) is one of the eighteen official Human Variome Project (HVP) country-specific nodes. Since its inception in 9(th) October 2010, MyHVP has attracted the significant number of Malaysian clinicians and researchers to participate and contribute their data to this project. MyHVP also act as the center of coordination for genotypic and phenotypic variation studies of the Malaysian population. A specialized database was developed to store and manage the data based on genetic variations which also associated with health and disease of Malaysian ethnic groups. This ethnic-specific database is called the Malaysian Node of the Human Variome Project database (MyHVPDb).<h4>Findings</h4>Currently, MyHVPDb provides only information about the genetic variations and mutations found in the Malays. In the near future, it will expand for the other Malaysian ethnics as well. The data sets are specified based on diseases or genetic mutation types which have three main subcategories: Single Nucleotide Polymorphism (SNP), Copy Number Variation (CNV) followed by the mutations which code for the common diseases among Malaysians. MyHVPDb has been open to the local researchers, academicians and students through the registration at the portal of MyHVP ( http://hvpmalaysia.kk.usm.my/mhgvc/index.php?id=register ).<h4>Conclusions</h4>This database would be useful for clinicians and researchers who are interested in doing a study on genomics population and genetic diseases in order to obtain up-to-date and accurate information regarding the population-specific variations and also useful for those in countries with similar ethnic background.",False,True,,0.6390733,,h,16.978199699999998,ok,,node of the human variome project | malaysian node of the human variome project database | myhvpdb).<h | myhvpdb,myhvp,v2,0.9781997,,True,False,False,,http://hvpmalaysia.kk.usm.my/mhgvc/index.php?id=register,http://hvpmalaysia.kk.usm.my/mhgvc/index.php?id=register,True,...through the registration at the portal of MyHVP ( http://hvpmalaysia.kk.usm.my/mhgvc/index.php?id=register ).<h4>Conclusions</h4>This database would be usef...,1,False,False,False
29688365,AntiTbPdb: a knowledgebase of anti-tubercular peptides.,<h4>Database url</h4>http://webs.iiitd.edu.in/raghava/antitbpdb/.,False,True,,0.6377431,antitbpdb,,16.9778705,ok,,,,v2,0.9778705,AntiTbPdb,True,True,True,,http://webs.iiitd.edu.in/raghava/antitbpdb/,http://webs.iiitd.edu.in/raghava/antitbpdb/,True,<h4>Database url</h4>http://webs.iiitd.edu.in/raghava/antitbpdb/.,1,False,False,False
29688358,AllerGAtlas 1.0: a human allergy-related genes database.,<h4>Database url</h4>http://biokb.ncpsb.org/AlleRGatlas/.,False,True,,0.60741174,allergatlas,,16.97780496,ok,,,,v2,0.97780496,AllerGAtlas,True,True,True,,http://biokb.ncpsb.org/AlleRGatlas/,http://biokb.ncpsb.org/AlleRGatlas/,True,<h4>Database url</h4>http://biokb.ncpsb.org/AlleRGatlas/.,1,False,False,False
29220433,"TIBLE: a web-based, freely accessible resource for small-molecule binding data for mycobacterial species.",<h4>Database url</h4>http://www-cryst.bioc.cam.ac.uk/tible/.,False,True,,0.69737303,,tible,16.97734654,ok,,,,v2,0.97734654,TIBLE,True,True,True,,http://www-cryst.bioc.cam.ac.uk/tible/,http://www-cryst.bioc.cam.ac.uk/tible/,True,<h4>Database url</h4>http://www-cryst.bioc.cam.ac.uk/tible/.,1,False,False,False
21609966,Data mining using the Catalogue of Somatic Mutations in Cancer BioMart.,"Catalogue of Somatic Mutations in Cancer (COSMIC) (http://www.sanger.ac.uk/cosmic) is a publicly available resource providing information on somatic mutations implicated in human cancer. Release v51 (January 2011) includes data from just over 19,000 genes, 161,787 coding mutations and 5573 gene fusions, described in more than 577,000 tumour samples. COSMICMart (COSMIC BioMart) provides a flexible way to mine these data and combine somatic mutations with other biological relevant data sets. This article describes the data available in COSMIC along with examples of how to successfully mine and integrate data sets using COSMICMart. DATABASE URL: http://www.sanger.ac.uk/genetics/CGP/cosmic/biomart/martview/.",False,True,,0.7038299,catalogue of somatic mutations in cancer,,16.9724933,ok,cosmic | catalogue of somatic mutations in cancer,catalogue | somatic mutations in cancer | biomart | cosmicmart,cosmic,v2,0.9724933,,True,False,False,,http://www.sanger.ac.uk/cosmic | http://www.sanger.ac.uk/genetics/CGP/cosmic/biomart/martview/,http://www.sanger.ac.uk/genetics/CGP/cosmic/biomart/martview/,True,...tegrate data sets using COSMICMart. DATABASE URL: http://www.sanger.ac.uk/genetics/CGP/cosmic/biomart/martview/.,1,False,False,False
23198982,16(th) IHIW: extending the number of resources and bioinformatics analysis for the investigation of HLA rare alleles.,"Continuing a project presented at the 15th International HLA and Immunogenetics Workshop (IHIWS) on the rarity of HLA alleles, we sought to expand the number of data sources and bioinformatics tools available in the Allele Frequencies Net Database website (AFND, www.allelefrequencies.net). In this 16th IHIWS Rare Alleles project, HLA alleles described in the latest IMGT/HLA Database (release 3.8.0) were queried against different sources including data from registries (stem cell) and from 74 different laboratories around the world. We demonstrated that approximately 40% of the alleles officially named in the IMGT/HLA Database have been reported only once across all different sources. To facilitate the large-scale analysis of rare alleles, we have produced an online tool called the Rare Allele Detector that simplifies the detection of alleles that are considered to be 'very rare', 'rare' or 'frequent'. Tools and associated data can be accessed via the www.allelefrequencies.net website.",False,True,,0.68950504,,ihiw,16.972170050000003,ok,afnd | allele frequencies net database,allele frequencies net database | rare allele detector,afnd,v2,0.97217005,(th) IHIW,True,False,False,,http://www.allelefrequencies.net,http://www.allelefrequencies.net,True,,1,False,False,False
28302339,Fundamentals of the NEA Thermochemical Database and its influence over national nuclear programs on the performance assessment of deep geological repositories.,"For the last 30 years, the NEA Thermochemical Database (TDB) Project (www.oecd-nea.org/dbtdb/) has been developing a chemical thermodynamic database for elements relevant to the safety of radioactive waste repositories, providing data that are vital to support the geochemical modeling of such systems. The recommended data are selected on the basis of strict review procedures and are characterized by their consistency. The results of these efforts are freely available, and have become an international point of reference in the field. As a result, a number of important national initiatives with regard to waste management programs have used the NEA TDB as their basis, both in terms of recommended data and guidelines. In this article we describe the fundamentals and achievements of the project together with the characteristics of some databases developed in national nuclear waste disposal programs that have been influenced by the NEA TDB. We also give some insights on how this work could be seen as an approach to be used in broader areas of environmental interest.",False,True,,0.68096954,nea thermochemical database,,16.967060099999998,ok,,thermochemical,tdb,v2,0.9670601,,True,False,False,,http://www.oecd-nea.org/dbtdb/,http://www.oecd-nea.org/dbtdb/,True,,1,False,False,False
29718130,AbDb: antibody structure database-a database of PDB-derived antibody structures.,<h4>Database url</h4>www.bioinf.org.uk/abs/abdb/.,False,True,,0.6188916,,abdb,16.962837,ok,,,pdb,v2,0.962837,AbDb,True,True,True,,http://www.bioinf.org.uk/abs/abdb/,http://www.bioinf.org.uk/abs/abdb/,True,,1,False,False,False
26229286,HgsDb: Haplogroups Database to understand migration and molecular risk assessment.,"<h4>Unlabelled</h4>HgsDb, a database is developed to organize the data under a single platform to facilitate easy access for researcher to get information on migration and molecular risk assessment. In past, human beings migrate from one place to other over the globe in search of food and better habitat, where they got adapted. These adaptations are visible in the form of change in color, facial pattern, average height, eye shape, hair texture, etc. This leads to origin of different race of human being. The adaptations are remarkable when move from equator to either poles. There are hundreds of different haplogroups reported on both maternal and paternal sites. This database provides overview of seventy-six major Haplogroup of mt-DNA and Y-DNA with their sub classes supplemented with structural information of individual Haplogroup responsible for various factor such molecular risk assessment, migration and origin. They help genealogist to gain deep insight information about their maternal and paternal patterns. , we had collected data from open source such as National Center for Biotechnology (NCBI), to develop this database for providing information, which Will helps the medical biology, molecular biology, genealogy and for designing personalized medicine.<h4>Availability</h4>www.gbpec.ac.in/research/HgsDb/.",False,True,,0.7010018,,hgsdb,16.9611779,ok,,,gsdb,v2,0.9611779,HgsDb,True,True,True,,http://www.gbpec.ac.in/research/HgsDb/,http://www.gbpec.ac.in/research/HgsDb/,True,,1,False,False,False
22529851,HD-RNAS: An Automated Hierarchical Database of RNA Structures.,"One of the important goals of most biological investigations is to classify and organize the experimental findings so that they are readily useful for deriving generalized rules. Although there is a huge amount of information on RNA structures in PDB, there are redundant files, ambiguous synthetic sequences etc. Moreover, a systematic hierarchical organization, reflecting RNA classification, is missing in PDB. In this investigation, we have classified all the available RNA structures from PDB through a programmatic approach. Hence, it would be now a simple assignment to regularly update the classification as and when new structures are released. The classification can further determine (i) a non-redundant set of RNA structures and (ii) if available, a set of structures of identical sequence and function, which can highlight structural polymorphism, ligand-induced conformational alterations etc. Presently, we have classified the available structures (2095 PDB entries having RNA chain longer than nine nucleotides solved by X-ray crystallography or NMR spectroscopy) into nine functional classes. The structures of same function and same source are mostly seen to be similar with subtle differences depending on their functional complexation. The web-server is available online at http://www.saha.ac.in/biop/www/HD-RNAS.html and is updated regularly.",False,True,,0.72525144,,hd-rnas,16.952155949999998,ok,,,pdb,v2,0.95215595,HD-RNAS,True,True,True,,http://www.saha.ac.in/biop/www/HD-RNAS.html,http://www.saha.ac.in/biop/www/HD-RNAS.html,True,...mplexation. The web-server is available online at http://www.saha.ac.in/biop/www/HD-RNAS.html and is updated regularly.,1,False,False,False
25355515,Gene: a gene-centered information resource at NCBI.,"The National Center for Biotechnology Information's (NCBI) Gene database (www.ncbi.nlm.nih.gov/gene) integrates gene-specific information from multiple data sources. NCBI Reference Sequence (RefSeq) genomes for viruses, prokaryotes and eukaryotes are the primary foundation for Gene records in that they form the critical association between sequence and a tracked gene upon which additional functional and descriptive content is anchored. Additional content is integrated based on the genomic location and RefSeq transcript and protein sequence data. The content of a Gene record represents the integration of curation and automated processing from RefSeq, collaborating model organism databases, consortia such as Gene Ontology, and other databases within NCBI. Records in Gene are assigned unique, tracked integers as identifiers. The content (citations, nomenclature, genomic location, gene products and their attributes, phenotypes, sequences, interactions, variation details, maps, expression, homologs, protein domains and external databases) is available via interactive browsing through NCBI's Entrez system, via NCBI's Entrez programming utilities (E-Utilities and Entrez Direct) and for bulk transfer by FTP.",False,True,,0.71001256,,gene,16.952039,ok,,prokaryotes,refseq | ncbi,v2,0.952039,Gene,True,True,True,,http://www.ncbi.nlm.nih.gov/gene,http://www.ncbi.nlm.nih.gov/gene,True,,1,False,False,False
32442849,FADB-China: A molecular-level food adulteration database in China based on molecular fingerprints and similarity algorithms prediction expansion.,"Food adulteration is a growing concern worldwide. The collation and analysis of food adulteration cases is of immense significance for food safety regulation and research. We collected 961 cases of food adulteration between 1998 and 2019 from the literature reports and announcements released by the Chinese government. Critical molecules were manually annotated in food adulteration substances as determined by food chemists, to build the first food adulteration database in China (http://www.rxnfinder.org/FADB-China/). This database is also the first molecular-level food adulteration database worldwide. Additionally, we herein propose an in silico method for predicting potentially illegal food additives on the basis of molecular fingerprints and similarity algorithms. Using this algorithm, we predict 1919 chemicals that may be illegally added to food; these predictions can effectively assist in the discovery and prevention of emerging food adulteration.",False,True,,0.7116989,fadb-china,,16.948527,ok,,,,v2,0.948527,FADB-China,True,True,True,,http://www.rxnfinder.org/FADB-China/,http://www.rxnfinder.org/FADB-China/,True,...ld the first food adulteration database in China (http://www.rxnfinder.org/FADB-China/). This database is also the first molecular-level...,1,False,False,False
23209799,The duplicated genes database: identification and functional annotation of co-localised duplicated genes across genomes.,"<h4>Background</h4>There has been a surge in studies linking genome structure and gene expression, with special focus on duplicated genes. Although initially duplicated from the same sequence, duplicated genes can diverge strongly over evolution and take on different functions or regulated expression. However, information on the function and expression of duplicated genes remains sparse. Identifying groups of duplicated genes in different genomes and characterizing their expression and function would therefore be of great interest to the research community. The 'Duplicated Genes Database' (DGD) was developed for this purpose.<h4>Methodology</h4>Nine species were included in the DGD. For each species, BLAST analyses were conducted on peptide sequences corresponding to the genes mapped on a same chromosome. Groups of duplicated genes were defined based on these pairwise BLAST comparisons and the genomic location of the genes. For each group, Pearson correlations between gene expression data and semantic similarities between functional GO annotations were also computed when the relevant information was available.<h4>Conclusions</h4>The Duplicated Gene Database provides a list of co-localised and duplicated genes for several species with the available gene co-expression level and semantic similarity value of functional annotation. Adding these data to the groups of duplicated genes provides biological information that can prove useful to gene expression analyses. The Duplicated Gene Database can be freely accessed through the DGD website at http://dgd.genouest.org.",False,True,,0.707162,duplicated genes database,,16.934647560000002,ok,dgd | duplicated genes database ; dgd | duplicated gene database,duplicated gene database,dgd,v2,0.93464756,duplicated genes database,True,True,True,,http://dgd.genouest.org,http://dgd.genouest.org,True,...can be freely accessed through the DGD website at http://dgd.genouest.org.,1,False,False,False
21491493,Integrating the intrinsic conformational preferences of noncoded α-amino acids modified at the peptide bond into the noncoded amino acids database.,"Recently, we reported a database (Noncoded Amino acids Database; http://recerca.upc.edu/imem/index.htm) that was built to compile information about the intrinsic conformational preferences of nonproteinogenic residues determined by quantum mechanical calculations, as well as bibliographic information about their synthesis, physical and spectroscopic characterization, the experimentally established conformational propensities, and applications (Revilla-López et al., J Phys Chem B 2010;114:7413-7422). The database initially contained the information available for α-tetrasubstituted α-amino acids. In this work, we extend NCAD to three families of compounds, which can be used to engineer peptides and proteins incorporating modifications at the--NHCO--peptide bond. Such families are: N-substituted α-amino acids, thio-α-amino acids, and diamines and diacids used to build retropeptides. The conformational preferences of these compounds have been analyzed and described based on the information captured in the database. In addition, we provide an example of the utility of the database and of the compounds it compiles in protein and peptide engineering. Specifically, the symmetry of a sequence engineered to stabilize the 3(10)-helix with respect to the α-helix has been broken without perturbing significantly the secondary structure through targeted replacements using the information contained in the database.",False,True,,0.7029713,oncoded amino acids database,,16.9324488,ok,,noncoded amino acids database,ncad | n,v2,0.9324488,,True,False,False,,http://recerca.upc.edu/imem/index.htm,http://recerca.upc.edu/imem/index.htm,True,...ported a database (Noncoded Amino acids Database; http://recerca.upc.edu/imem/index.htm) that was built to compile information about the...,1,True,False,True
23259841,Visualization and virtual screening of the chemical universe database GDB-17.,"The chemical universe database GDB-17 contains 166.4 billion molecules of up to 17 atoms of C, N, O, S, and halogens obeying rules for chemical stability, synthetic feasibility, and medicinal chemistry. GDB-17 was analyzed using 42 integer value descriptors of molecular structure which we term ""Molecular Quantum Numbers"" (MQN). Principal component analysis and representation of the (PC1, PC2)-plane provided a graphical overview of the GDB-17 chemical space. Rapid ligand-based virtual screening (LBVS) of GDB-17 using the city-block distance CBD(MQN) as a similarity search measure was enabled by a hashed MQN-fingerprint. LBVS of the entire GDB-17 and of selected subsets identified shape similar, scaffold hopping analogs (ROCS > 1.6 and T(SF) < 0.5) of 15 drugs. Over 97% of these analogs occurred within CBD(MQN) ≤ 12 from each drug, a constraint which might help focus advanced virtual screening. An MQN-searchable 50 million subset of GDB-17 is publicly available at  www.gdb.unibe.ch .",False,True,,0.68672097,,gdb-17,16.9320232,ok,,,gdb | 7,v2,0.9320232,,True,False,False,,http://www.gdb.unibe.ch,http://www.gdb.unibe.ch,True,,1,False,False,False
29220471,FishTrace: a genetic catalogue of European fishes.,<h4>Database url</h4>https://fishtrace.jrc.ec.europa.eu.,False,True,,0.65859914,fishtrace,,16.9186239,ok,,,,v2,0.9186239,FishTrace,True,True,True,,https://fishtrace.jrc.ec.europa.eu,https://fishtrace.jrc.ec.europa.eu,True,<h4>Database url</h4>https://fishtrace.jrc.ec.europa.eu.,1,False,False,False
34817215,The ATCC Genome Portal: Microbial Genome Reference Standards with Data Provenance.,"Lack of data provenance negatively impacts scientific reproducibility and the reliability of genomic data. The ATCC Genome Portal (https://genomes.atcc.org) addresses this by providing data provenance information for microbial whole-genome assemblies originating from authenticated biological materials. To date, we have sequenced 1,579 complete genomes, including 466 type strains and 1,156 novel genomes.",False,True,,0.66282153,,atcc,16.9157245,ok,,,,v2,0.9157245,ATCC Genome Portal,True,False,False,,https://genomes.atcc.org,https://genomes.atcc.org,True,...iability of genomic data. The ATCC Genome Portal (https://genomes.atcc.org) addresses this by providing data provenance info...,1,False,False,False
27530203,"Carboxylic ester hydrolases: Classification and database derived from their primary, secondary, and tertiary structures.","We classified the carboxylic ester hydrolases (CEHs) into families and clans by use of multiple sequence alignments, secondary structure analysis, and tertiary structure superpositions. Our work for the first time has fully established their systematic structural classification. Family members have similar primary, secondary, and tertiary structures, and their active sites and reaction mechanisms are conserved. Families may be gathered into clans by their having similar secondary and tertiary structures, even though primary structures of members of different families are not similar. CEHs were gathered from public databases by use of Basic Local Alignment Search Tool (BLAST) and divided into 91 families, with 36 families being grouped into five clans. Members of one clan have standard α/β-hydrolase folds, while those of other two clans have similar folds but with different sequences of their β-strands. The other two clans have members with six-bladed β-propeller and three-α-helix bundle tertiary structures. Those families not in clans have a large variety of structures or have no members with known structures. At the time of writing, the 91 families contained 321,830 primary structures and 1378 tertiary structures. From these data, we constructed an accessible database: CASTLE (CArboxylic eSTer hydroLasEs, http://www.castle.cbe.iastate.edu).",False,True,,0.66835314,carboxylic ester hydrolases,,16.91372377,ok,,,castle,v2,0.91372377,Carboxylic ester hydrolases,True,True,True,,http://www.castle.cbe.iastate.edu,http://www.castle.cbe.iastate.edu,True,"...le database: CASTLE (CArboxylic eSTer hydroLasEs, http://www.castle.cbe.iastate.edu).",1,False,False,False
28365730,Biocuration in the structure-function linkage database: the anatomy of a superfamily.,"With ever-increasing amounts of sequence data available in both the primary literature and sequence repositories, there is a bottleneck in annotating molecular function to a sequence. This article describes the biocuration process and methods used in the structure-function linkage database (SFLD) to help address some of the challenges. We discuss how the hierarchy within the SFLD allows us to infer detailed functional properties for functionally diverse enzyme superfamilies in which all members are homologous, conserve an aspect of their chemical function and have associated conserved structural features that enable the chemistry. Also presented is the Enzyme Structure-Function Ontology (ESFO), which has been designed to capture the relationships between enzyme sequence, structure and function that underlie the SFLD and is used to guide the biocuration processes within the SFLD.<h4>Database url</h4>http://sfld.rbvi.ucsf.edu/.",False,True,,0.7214366,structure-function linkage database,,16.89199245,ok,,structure | sfld.<h,sfld | esfo,v2,0.89199245,Biocuration in the structure-function linkage database,True,False,False,,http://sfld.rbvi.ucsf.edu/,http://sfld.rbvi.ucsf.edu/,True,...on processes within the SFLD.<h4>Database url</h4>http://sfld.rbvi.ucsf.edu/.,1,False,False,False
33277365,The FABRIC Cancer Portal: A Ranked Catalogue of Gene Selection in Tumors Over the Human Coding Genome.,"Contemporary catalogues of cancer driver genes rely primarily on high mutation rates as evidence for gene selection in tumors. Here, we present The Functional Alteration Bias Recovery In Coding-regions Cancer Portal, a comprehensive catalogue of gene selection in cancer based purely on the biochemical functional effects of mutations at the protein level. Gene selection in the portal is quantified by combining genomics data with rich proteomic annotations. Genes are ranked according to the strength of evidence for selection in tumor, based on rigorous and robust statistics. The portal covers the entire human coding genome (∼18,000 protein-coding genes) across 33 cancer types and pan-cancer. It includes a selected set of cross-references to the most relevant resources providing genomics, proteomics, and cancer-related information. We showcase the portal with known and overlooked cancer genes, demonstrating the utility of the portal via its simple visual interface, which allows users to pivot between gene-centric and cancer type views. The portal is available at fabric-cancer.huji.ac.il. SIGNIFICANCE: A new cancer portal quantifies and presents gene selection in tumor over the entire human coding genome across 33 cancer types and pan-cancer.",False,True,,0.7182334,,fabric,16.8898932,ok,,,,v2,0.8898932,FABRIC Cancer Portal,True,False,False,,fabric-cancer.huji.ac.il,fabric-cancer.huji.ac.il,True,...and cancer type views. The portal is available at fabric-cancer.huji.ac.il. SIGNIFICANCE: A new cancer portal quantifies and...,1,False,False,False
29688386,StraPep: a structure database of bioactive peptides.,<h4>Database url</h4>http://isyslab.info/StraPep.,False,True,,0.6819548,strapep,,16.88584644,ok,,bioactive peptides,,v2,0.88584644,StraPep,True,True,True,,http://isyslab.info/StraPep,http://isyslab.info/StraPep,True,<h4>Database url</h4>http://isyslab.info/StraPep.,1,False,False,False
22139927,MetaBase--the wiki-database of biological databases.,"Biology is generating more data than ever. As a result, there is an ever increasing number of publicly available databases that analyse, integrate and summarize the available data, providing an invaluable resource for the biological community. As this trend continues, there is a pressing need to organize, catalogue and rate these resources, so that the information they contain can be most effectively exploited. MetaBase (MB) (http://MetaDatabase.Org) is a community-curated database containing more than 2000 commonly used biological databases. Each entry is structured using templates and can carry various user comments and annotations. Entries can be searched, listed, browsed or queried. The database was created using the same MediaWiki technology that powers Wikipedia, allowing users to contribute on many different levels. The initial release of MB was derived from the content of the 2007 Nucleic Acids Research (NAR) Database Issue. Since then, approximately 100 databases have been manually collected from the literature, and users have added information for over 240 databases. MB is synchronized annually with the static Molecular Biology Database Collection provided by NAR. To date, there have been 19 significant contributors to the project; each one is listed as an author here to highlight the community aspect of the project.",False,True,,0.71512496,metabase,,16.87862164,ok,,metabase--t,mb,v2,0.87862164,,True,False,False,,http://MetaDatabase.Org,http://MetaDatabase.Org,True,...can be most effectively exploited. MetaBase (MB) (http://MetaDatabase.Org) is a community-curated database containing more...,1,False,False,False
34234809,Tissue Resources for the Functional Annotation of Animal Genomes.,"In order to generate an atlas of the functional elements driving genome expression in domestic animals, the Functional Annotation of Animal Genome (FAANG) strategy was to sample many tissues from a few animals of different species, sexes, ages, and production stages. This article presents the collection of tissue samples for four species produced by two pilot projects, at INRAE (National Research Institute for Agriculture, Food and Environment) and the University of California, Davis. There were three mammals (cattle, goat, and pig) and one bird (chicken). It describes the metadata characterizing these reference sets (1) for animals with origin and selection history, physiological status, and environmental conditions; (2) for samples with collection site and tissue/cell processing; (3) for quality control; and (4) for storage and further distribution. Three sets are identified: set 1 comprises tissues for which collection can be standardized and for which representative aliquots can be easily distributed (liver, spleen, lung, heart, fat depot, skin, muscle, and peripheral blood mononuclear cells); set 2 comprises tissues requiring special protocols because of their cellular heterogeneity (brain, digestive tract, secretory organs, gonads and gametes, reproductive tract, immune tissues, cartilage); set 3 comprises specific cell preparations (immune cells, tracheal epithelial cells). Dedicated sampling protocols were established and uploaded in https://data.faang.org/protocol/samples. Specificities between mammals and chicken are described when relevant. A total of 73 different tissues or tissue sections were collected, and 21 are common to the four species. Having a common set of tissues will facilitate the transfer of knowledge within and between species and will contribute to decrease animal experimentation. Combining data on the same samples will facilitate data integration. Quality control was performed on some tissues with RNA extraction and RNA quality control. More than 5,000 samples have been stored with unique identifiers, and more than 4,000 were uploaded onto the Biosamples database, provided that standard ontologies were available to describe the sample. Many tissues have already been used to implement FAANG assays, with published results. All samples are available without restriction for further assays. The requesting procedure is described. Members of FAANG are encouraged to apply a range of molecular assays to characterize the functional status of collected samples and share their results, in line with the FAIR (Findable, Accessible, Interoperable, and Reusable) data principles.",False,True,,0.68434656,annotation of animal genome,,16.8775076,ok,,functional annotation of animal genomes,faang | inrae,v2,0.8775076,,True,False,False,,https://data.faang.org/protocol/samples,https://data.faang.org/protocol/samples,True,...mpling protocols were established and uploaded in https://data.faang.org/protocol/samples. Specificities between mammals and chicken are de...,1,False,False,False
22434839,A hybrid human and machine resource curation pipeline for the Neuroscience Information Framework.,"The breadth of information resources available to researchers on the Internet continues to expand, particularly in light of recently implemented data-sharing policies required by funding agencies. However, the nature of dense, multifaceted neuroscience data and the design of contemporary search engine systems makes efficient, reliable and relevant discovery of such information a significant challenge. This challenge is specifically pertinent for online databases, whose dynamic content is 'hidden' from search engines. The Neuroscience Information Framework (NIF; http://www.neuinfo.org) was funded by the NIH Blueprint for Neuroscience Research to address the problem of finding and utilizing neuroscience-relevant resources such as software tools, data sets, experimental animals and antibodies across the Internet. From the outset, NIF sought to provide an accounting of available resources, whereas developing technical solutions to finding, accessing and utilizing them. The curators therefore, are tasked with identifying and registering resources, examining data, writing configuration files to index and display data and keeping the contents current. In the initial phases of the project, all aspects of the registration and curation processes were manual. However, as the number of resources grew, manual curation became impractical. This report describes our experiences and successes with developing automated resource discovery and semiautomated type characterization with text-mining scripts that facilitate curation team efforts to discover, integrate and display new content. We also describe the DISCO framework, a suite of automated web services that significantly reduce manual curation efforts to periodically check for resource updates. Lastly, we discuss DOMEO, a semi-automated annotation tool that improves the discovery and curation of resources that are not necessarily website-based (i.e. reagents, software tools). Although the ultimate goal of automation was to reduce the workload of the curators, it has resulted in valuable analytic by-products that address accessibility, use and citation of resources that can now be shared with resource owners and the larger scientific community. DATABASE URL: http://neuinfo.org.",False,True,,0.7128736,neuroscience information framework,,16.87243146,ok,nif | neuroscience information framework,automated annotation,disco | nif,v2,0.87243146,,True,False,False,,http://www.neuinfo.org | http://neuinfo.org,http://www.neuinfo.org,True,...nes. The Neuroscience Information Framework (NIF; http://www.neuinfo.org) was funded by the NIH Blueprint for Neuroscience...,1,False,False,False
29220435,MGIS: managing banana (Musa spp.) genetic resources information and high-throughput genotyping data.,<h4>Database url</h4>https://www.crop-diversity.org/mgis/.,False,True,,0.65084237,,mgis,16.8717453,ok,,,,v2,0.8717453,MGIS,True,True,True,,https://www.crop-diversity.org/mgis/ | http://www.crop-diversity.org/mgis/,https://www.crop-diversity.org/mgis/,True,<h4>Database url</h4>https://www.crop-diversity.org/mgis/.,1,False,False,False
32906220,"EuroGEMS.org: Guide and links to online genetic and genomic educational resources, valuable for all levels.","There is a well-recognized growing need for improved access to online genetic and genomics education for professionals, students, teachers, and the public. Numerous individual online genetic and genomic educational resources have been developed, but many are difficult to identify or locate when required. Consequently, an easily navigated website, European Society of Human Genetics (ESHG) Genetic Educational Materials and Sources (https://www.EuroGEMS.org), has recently been created, on behalf of the ESHG, by the authors. It facilitates access by a wide variety of target audience types and levels to a broad range of 110 selected, free, high-quality educational online genetic and genomic resources around the world, including several in languages other than English. The website has been endorsed by the ESHG, directly linked from that society's web pages, and has now been used in over 105 countries.",False,True,,0.68115413,eurogems.org,,16.86518496,ok,,,,v2,0.86518496,EuroGEMS.org,True,True,True,,https://www.EuroGEMS.org | http://www.EuroGEMS.org,https://www.EuroGEMS.org,True,"...(ESHG) Genetic Educational Materials and Sources (https://www.EuroGEMS.org), has recently been created, on behalf of the ESH...",1,False,False,False
22940442,miRNA_Targets: a database for miRNA target predictions in coding and non-coding regions of mRNAs.,"MicroRNAs (miRNAs) are small non-coding RNAs that play a role in post-transcriptional regulation of gene expression in most eukaryotes. They help in fine-tuning gene expression by targeting messenger RNAs (mRNA). The interactions of miRNAs and mRNAs are sequence specific and computational tools have been developed to predict miRNA target sites on mRNAs, but miRNA research has been mainly focused on target sites within 3' untranslated regions (UTRs) of genes. There is a need for an easily accessible repository of genome wide full length mRNA - miRNA target predictions with versatile search capabilities and visualization tools. We have created a web accessible database of miRNA target predictions for human, mouse, cow, chicken, Zebra fish, fruit fly and Caenorhabditis elegans using two different target prediction algorithms, The database has target predictions for miRNA's on 5' UTRs, coding region and 3' UTRs of all mRNAs. This database can be freely accessed at http://mamsap.it.deakin.edu.au/mirna_targets/.",False,True,,0.71628875,mirna_targets,,16.8619985,ok,,,,v2,0.8619985,miRNA_Targets,True,True,True,,http://mamsap.it.deakin.edu.au/mirna_targets/,http://mamsap.it.deakin.edu.au/mirna_targets/,True,...ll mRNAs. This database can be freely accessed at http://mamsap.it.deakin.edu.au/mirna_targets/.,1,False,False,False
