name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch
"POPULATED_FROM_URL,CAPITALIZED",33816800,MRDP,0.0,,0.0,,0.0,1,https://docs.globus.org/mrdp,200,United Kingdom,"(51.5085,-0.1257)",,2018-01-15,"University of Chicago, Chicago, IL, United States of America.","Chard K, Dart E, Foster I, Shifflett D, Tuecke S, Williams J","ACI-1148484, DE-AC02-06CH11357","Department of Energy’s Office of Advanced Scientific Computing Research, United States National Science Foundation",4.0,United States,,ok,"The Modern Research Data Portal: a design pattern for networked, data-intensive science.",2010-2022
"POPULATED_FROM_URL,CAPITALIZED",21791094,MLST,0.0,,0.0,,0.0,1,http://www.mlst.net,200,United States,"(37.7621,-122.3971)",,2011-07-26,"Department of Mathematics and statistics, P,O,Box 68, University of Helsinki, 00014, Finland.","Aanensen DM, Cheng L, Connor TR, Corander J, Spratt BG",089472,Wellcome Trust,13.0,"Andorra, Finland",,ok,Bayesian semi-supervised classification of bacterial samples using MLST databases.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",29590295,Genomics,0.0,,0.0,,0.0,1,https://www.niagads.org/genomics/,200,United States,"(39.0437,-77.4875)",,2018-08-01,"Department of Population and Quantitative Health Sciences, Institute for Computational Biology, Case Western Reserve University, Cleveland, OH, USA.","Blue EE, Bush WS, Butkiewicz M, Haines JL, Jian X, Koboldt DC, Kuzma A, Leung YY, Marcora E, Renton AE, Wang LS","RF1 AG054074, U01 AG032984, U01 AG049507, U01 AG052410, U01 AG058654, UF1 AG047133",NIA NIH HHS,24.0,"Andorra, United States",,ok,Functional annotation of genomic variants in studies of late-onset Alzheimer's disease.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",24085772,Ctndatashare,0.0,,0.0,,0.0,1,http://www.ctndatashare.org,200,United States,"(45.8399,-119.7006)",,2013-10-01,"aNIDA CTN Clinical Coordinating Center, The EMMES Corporation, Rockville, MD, USA.","Allen C, Frasketi M, Hu L, Shmueli-Blumberg D, Vanveldhuisen P, Wu LT","HHSN271200522071C, HHSN271200900034C, HSN271200522071C, R01 DA019623, R01DA019623, R33 DA027503, R33DA027503","NIDA NIH HHS, PHS HHS",6.0,United States,,ok,"The national drug abuse treatment clinical trials network data share project: website design, usage, challenges, and future directions.",2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",28149703,Aquariumtradedata,0.0,,0.0,,0.0,1,https://www.aquariumtradedata.org/,200,United States,"(41.6771,-71.2662)",,2017-01-26,"Biology and Marine Biology, Roger Williams University, Bristol, RI, United States; Anderson Cabot Center for Ocean Life, New England Aquarium, Boston, MA, United States.","Holmberg RJ, Rhyne AL, Szczebak JT, Tlusty MF",,"National Fish and Wildlife Foundation, National Oceanic and Atmospheric Administration (NOAA) Coral Reef Conservation Program",32.0,"Andorra, United States",,ok,Expanding our understanding of the trade in marine aquarium animals.,2010-2022
POPULATED_FROM_URL,27199454,Databases,0.0,,0.0,,0.0,1,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,200,United States,"(38.9807,-77.1003)",,2016-05-13,"Epithelial Systems Biology Laboratory, Systems Biology Center, National Heart, Lung, and Blood Institute, National Institutes of Health, Bethesda, Maryland; Vitreous State Laboratory, The Catholic University of America, Washington, District of Columbia; and.","Knepper MA, Medvar B, Pisitkun T, Raghuram V, Sarkar A","HL-001285, HL-006129, Z01 HL001285","Intramural NIH HHS, NHLBI",86.0,Andorra,,ok,Comprehensive database of human E3 ubiquitin ligases: application to aquaporin-2 regulation.,2010-2022
"POPULATED_FROM_URL,TITLE_CAPITALIZED",21235794,BiologicalNetworks,0.0,,0.0,,0.0,1,http://www.biologicalnetworks.org,200,United States,"(37.7621,-122.3971)",,2011-01-14,"San Diego Supercomputer Center, University of California San Diego, 9500 Gilman Drive, La Jolla, CA 92093, USA.","Baitaluk M, Dubinina Y, Gupta A, Kozhenkov S, Ponomarenko J, Ray A, Sedova M","R01 GM084881, R01 GM085325, R01GM084881, R01GM085325",NIGMS NIH HHS,16.0,United States,,ok,BiologicalNetworks--tools enabling the integration of multi-scale data for the host-pathogen studies.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",28379331,TEA,0.0,,0.0,,0.0,1,http://tea.solgenomics.net/,200,United States,"(42.4406,-76.4966)",,2017-08-01,"Boyce Thompson Institute, Ithaca, NY 14853, USA.","Catala C, Fei Z, Fernandez-Pozo N, Giovannoni JJ, Mueller LA, Nicolas P, Rose JKC, Shinozaki Y, Snyder SI, Zheng Y","16J00582, IOS-1339287","JSPS, Japan Society for the Promotion of Science, National Science Foundation",54.0,United States,,ok,The Tomato Expression Atlas.,2010-2022
POPULATED_FROM_URL,34408729,HPTT,0.0,,0.0,,0.0,1,https://db.cngb.org/HPTT/,200,Germany,"(50.1155,8.6842)",,2021-08-02,"BGI-Shenzhen, Shenzhen, China.","Jiang X, Li W, Li Y, Tan H, Xu Z, Zhang T",,,8.0,China,,ok,Whole-Genome-Based <i>Helicobacter pylori</i> Geographic Surveillance: A Visualized and Expandable Webtool.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",34048576,COVID-19,0.0,,0.0,,0.0,1,https://www.covid19dataportal.org/,200,United Kingdom,"(51.8797,-0.4175)",,2021-07-01,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.","Allen SG, Apweiler R, Aslam R, Blomberg N, Buso N, Cochrane G, Cummins C, Edbali O, Estrada Pena JF, Fathy Y, Felix E, Glont M, Harrison PW, Jayathilaka S, Kadam S, Kumar M, Lauer KB, Lopez R, Malhotra G, Mosaku A, Park YM, Parton A, Pearce M, Rahman N, Rossetto J, Russell C, Selvakumar S, Sitjà XP, Sokolov A, Thorne R, Ventouratou M, Walter P, Yordanova G, Zadissa A",824087,"EMBL-EBI, EOSC-Life",60.0,United Kingdom,,ok,The COVID-19 Data Portal: accelerating SARS-CoV-2 and COVID-19 research through rapid open access data sharing.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",30673660,Human-embryology,0.0,,0.0,,0.0,1,https://human-embryology.org,200,Australia,"(-33.8678,151.2073)",,2018-01-01,"Anatomy, School of Medical Sciences, UNSW Sydney, Sydney, New South Wales, Australia, m.hill@unsw.edu.au.",Hill MA,,,4.0,Australia,,ok,Two Web Resources Linking Major Human Embryology Collections Worldwide.,2010-2022
"POPULATED_FROM_URL,DISAMBIGUATED,QC_FIX_MEDIUM",21990165,BRCA,0.0,,0.0,,0.0,1,http://brca.iarc.fr/LOVD,200,France,"(45.7491,4.8479)",,2011-11-03,"International Agency for Research on Cancer, Lyon, France.","Babikyan D, Couch FJ, Francy TC, Gammon A, Goldgar DE, Judkins MK, Lesueur F, Tavtigian SV, Vallée MP","CA116167, CRN-87521-IC089832, R01 CA116167","CIHR, NCI NIH HHS",57.0,France,,ok,Classification of missense substitutions in the BRCA genes: a database dedicated to Ex-UVs.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",31329239,CALIBER,0.0,,0.0,,0.0,1,https://www.caliberresearch.org/portal,200,United Kingdom,"(51.5085,-0.1257)",,2019-12-01,"Institute of Health Informatics, University College London, London,United Kingdom.","Banerjee A, Denaxas S, Direk K, Dobson RJB, Fatemifar G, Fitzpatrick NK, Gonzalez-Izquierdo A, Hemingway H, Hingorani AD, Howe LJ, Kuan V, Lumbers RT, Pasea L, Patel RS, Shah AD, Sudlow C","086091/Z/08/Z, 110284/Z/15/Z, 1135013, 1940103, CL-2011-11-003, ES/L007517/1, FS/14/76/30933, HDR-2006, HDR-2007, HDR-5012, HDR-9001, HDR-9002, HDR-9003, HDR-9004, HDR-9006, M202-F2, MR/K006584/1, MR/L023784/1, MR/L023784/2, MR/S003754/1, NF-SI-0515-10091, RP-PG-0407-10314, TU/ASG/R-SPEH-105","Alan Turing Institute, British Heart Foundation, Economic and Social Research Council, European Union&apos;s Horizon, Medical Research Council, National Institute for Health Research (NIHR), Rosetrees, Wellcome Trust",145.0,United Kingdom,,ok,UK phenomics platform for developing and validating electronic health record phenotypes: CALIBER.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",29461516,PORTAL,0.0,,0.0,,0.0,1,https://portal.aodn.org.au/,200,Australia,"(-33.8678,151.2073)",,2018-02-20,"CSIRO Oceans and Atmosphere, Castray Esplanade, Hobart, TAS 7000, Australia.","Ajani P, Armbrecht L, Atkins N, Baird ME, Beard J, Bonham P, Burford M, Clementson L, Coad P, Crawford C, Davies CH, Dela-Cruz J, Doblin MA, Edgar S, Eriksen R, Everett JD, Furnas M, Harrison DP, Hassler C, Henschke N, Hoenner X, Ingleton T, James McLaughlin M, Jameson I, Keesing J, Leterme SC, Miller M, Moffatt D, Moss A, Nayar S, Patten NL, Patten R, Pausina SA, Proctor R, Raes E, Richardson AJ, Robb M, Rothlisberg P, Saeck EA, Scanes P, Suthers IM, Swadling KM, Talbot S, Thompson P, Thomson PG, Uribe-Palomino J, Waite AM, Wright S, van Ruth P",,,6.0,"Andorra, Australia",,ok,A database of chlorophyll a in Australian waters.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",26840333,Redline72,0.0,,0.0,,0.0,1,http://lab6.iitp.ru/ppc/redline72/,200,Russian Federation,"(55.7520,37.6178)",,2016-01-29,"Institute for Information Transmission Problems of the Russian Academy of Sciences (Kharkevich Institute), Bolshoy Karetny per. 19, Build. 1, Moscow 127051, Russia. zverkov@iitp.ru.","Lyubetsky VA, Seliverstov AV, Zverkov OA",14-50-00150,Russian Science Foundation,2.0,Peru,,ok,Regulation of Expression and Evolution of Genes in Plastids of Rhodophytic Branch.,2010-2022
"POPULATED_FROM_URL,DISAMBIGUATED,SMART_CAPITALIZED,QC_FIX_MEDIUM",32838343,COVID-19,0.0,,0.0,,0.0,1,https://amp.pharm.mssm.edu/covid19/,200,United States,"(39.0437,-77.4875)",,2020-07-25,"Department of Pharmacological Sciences, Mount Sinai Center for Bioinformatics, Big Data to Knowledge, Library of Integrated Network-based Cellular Signatures, Data Coordination and Integration Center (BD2K-LINCS DCIC), Knowledge Management Center for Illuminating the Druggable Genome (KMC-IDG), Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, Box 1603, New York, NY 10029, USA.","Bailey A, Bartal A, Cheng M, Clarke DJB, Evangelista JE, Ferguson LB, Hom J, Jagodnik KM, Kropiwnicki E, Kuleshov MV, Lachmann A, Ma'ayan A, Stein DJ, Zhou A","F32 AA028148, F32AA028148, T32 HL007824, U24 AA025479, U24 CA224260, U24AA025479, U24CA224260, U54 HL127624, U54HL127624","NCI NIH HHS, NHLBI NIH HHS, NIAAA NIH HHS, NIH",66.0,"Andorra, United States",,ok,The COVID-19 Drug and Gene Set Library.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",23729657,NOD,0.0,,0.0,,0.0,1,http://www.sanger.ac.uk/resources/mouse/nod/,200,United Kingdom,"(51.8797,-0.4175)",,2013-05-31,"The Wellcome Trust Sanger Institute, Hinxton, Cambridge, CB10 1SA, UK. cas@sanger.ac.uk","Gilbert JG, Gonzalez JM, Harrow JL, Kerry G, Rogers J, Sheppard D, Steward CA, Trevanion S, Wicker LS","091157, 096388, 100140, AI 15416, BBS/E/T/000PR6193","Biotechnology and Biological Sciences Research Council, NIAID NIH HHS, Wellcome Trust",18.0,United Kingdom,,ok,"The non-obese diabetic mouse sequence, annotation and variation resource: an aid for investigating type 1 diabetes.",2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",28318512,Childrensheartsurgery,0.0,,0.0,,0.0,1,http://childrensheartsurgery.info/,200,Germany,"(50.1155,8.6842)",,2017-03-15,"Clinical Operational Research Unit, University College London, London, United Kingdom. Electronic address: c.pagel@ucl.ac.uk.","Blackshaw E, Jesper E, Pagel C, Pearson M, Rakow T, Spiegelhalter D, Thomas J",,,5.0,United Kingdom,,ok,Understanding Children's Heart Surgery Data: A Cross-Disciplinary Approach to Codevelop a Website.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",31792536,Mtguide,0.0,,0.0,,0.0,1,https://www.ccb.uni-saarland.de/mtguide,200,Germany,"(49.2770,7.1167)",,2020-12-01,"Chair for Clinical Bioinformatics, Saarland University, Saarbrücken, 66123, Germany and Department of Human Genetics, Saarland University, Homburg, 66424, Germany.","Backes C, Fehlmann T, Hart M, Hirsch P, Keller A, Kern F, Meese E",14446,Michael J. Fox Foundation for Parkinson’s Research,35.0,"Andorra, Germany",,ok,What's the target: understanding two decades of in silico microRNA-target prediction.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED,DISAMBIGUATED,QC_FIX_MEDIUM",21929785,PRO,0.0,,0.0,,0.0,1,http://pir.georgetown.edu/pro/,200,United States,"(39.6837,-75.7497)",,2011-09-19,"The Jackson Laboratory, Bar Harbor, ME 04609, USA. carol.bult@jax.org","Arighi C, Blake JA, Bult CJ, D'Eustachio P, Drabkin HJ, Evsikov A, Natale D, Roberts N, Ruttenberg A, Smith B, Wu C","HG003622, P41 HG003751, R01 GM080646, R01GM080646, R01GM080646-03S1, R01GM080646-04S2, U41 HG003751, U54 HG004028","NHGRI NIH HHS, NIGMS NIH HHS",12.0,United States,,ok,The representation of protein complexes in the Protein Ontology (PRO).,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",26616131,HIV,0.0,,0.0,,0.0,1,https://hubzero.org,200,United States,"(40.4259,-86.9081)",,2015-01-01,"a Rosen Center for Advanced Computing, Purdue University , West Lafayette , IN , USA.","Amisah KA, Antwi S, Catlin AC, Cong X, Fernando S, Gamage R, Kyriakides T, Paintsil E, Renner L, Reynolds NR, Tettey JK","R01 HD074253, R01HD07425, R01HD074253","NICHD NIH HHS, National Institutes of Health",4.0,United States,,ok,Sankofa pediatric HIV disclosure intervention cyber data management: building capacity in a resource-limited setting and ensuring data quality.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",33858848,HLA,0.0,,0.0,,0.0,1,https://hla-ligand-atlas.org,200,Germany,"(48.5227,9.0522)",,2021-04-01,"Department of Immunology, Interfaculty Institute for Cell Biology, University of Tübingen, Tübingen, Germany ana@hla-ligand-atlas.org.","Backert L, Bichmann L, Engler T, Erhard F, Freudenmann LK, Hauri-Hohl M, Kapolou K, Kohlbacher O, Kowalewski DJ, Kuchenbecker L, Löffler MW, Lübke M, Marcu A, Martin R, Matovina S, Moch H, Mühlenbruch L, Neidert MC, Rammensee HG, Regli L, Schlosser A, Silginer M, Stevanović S, Szolek A, Velz J, Wagner P, Walz JS, Wang J, Weller M","339842, AdG 339842 MUTAEDITING, de.NBI - FKZ: 31A535A","Boehringer Ingelheim Fonds for Basic Research in Medicine, Bosch Research Foundation, Deutsche Forschungsgemeinschaft, European Research Council, German Ministry for Research and Education",164.0,Germany,,ok,HLA Ligand Atlas: a benign reference of HLA-presented peptides to improve T-cell-based cancer immunotherapy.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",29992321,Verjolab,0.0,,0.0,,0.0,1,http://verjolab.usp.br,200,Brazil,"(-23.5475,-46.6361)",,2018-01-01,"Laboratório de Expressão Gênica em Eucariotos, Instituto Butantan, 05503-900 São Paulo, SP, Brazil.","Amaral MS, Lavezzo GM, Mesel VC, Pereira ASA, Pires DS, Vasconcelos EJR, Verjovski-Almeida S, daSilva LF","2014/24560-8, 602080","European Union&apos;s Seventh Framework Programme, Fundação de Amparo à Pesquisa do Estado de São Paulo",9.0,Brazil,,ok,Atlas of Schistosoma mansoni long non-coding RNAs and their expression correlation to protein-coding genes.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",33564397,COVID-19,0.0,,0.0,,0.0,1,https://covid-19-diagnostics.jrc.ec.europa.eu/,200,Italy,"(45.4643,9.1895)",,2020-11-03,"European Commission, Joint Research Centre (JRC), Ispra, Italy.","Angers-Loustau A, Ben E, Bogni A, Brunetto A, Fabbri M, Garlant L, Lievens A, Munoz A, Paracchini V, Petrillo M, Pietretti D, Puertas-Gallardo A, Querci M, Raffael B, Sarno E, Siska IR, Tkachenko O, Tregoat V, Van den Eede G, Zaro F",,Joint Research Centre,3.0,Italy,,ok,The EU one-stop-shop collection of publicly available information on COVID-19 <i>in vitro</i> diagnostic medical devices.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",33630831,DNA-,0.0,,0.0,,0.0,1,https://mrcppu-covid.bio/,200,United Kingdom,"(52.9228,-1.4766)",,2021-02-25,"MRC-University of Glasgow Centre for Virus Research (CVR), Glasgow, United Kingdom.","Alessi DR, Alexander AJT, Baillie C, Bakshi S, Brennan B, Brown F, Brunker K, Bryden SR, Burness KA, Cameron-Ruiz N, Carmichael S, Cole SJ, Cowton VM, Davies P, Davis C, De Lorenzo G, Donald CL, Dorward M, Dunlop JI, Elliott M, Fares M, Freitas JR, Furnon W, Gestuveo RJ, Geyer A, Giesel D, Goldfarb DM, Goodman N, Gunson R, Hastie CJ, Herder V, Hughes J, Johnson C, Johnson N, Kerr K, Kohl A, Leech H, Lello LS, Li K, Lieber G, Lingala R, Liu X, Loney C, Mahalingam S, Mair D, McElwee MJ, McFarlane S, Merits A, Nichols J, Nomikou K, Orr A, Orton RJ, Palmarini M, Parr YA, Patel AH, Pinto RM, Raggett S, Reid E, Rihn SJ, Robertson DL, Royle J, Shepherd JG, Smollett K, Stewart DG, Stewart M, Sugrue E, Szemiel AM, Taggart A, Thomson EC, Tong L, Torrie LS, Toth R, Turnbull ML, Varjak M, Wang S, Wickenhagen A, Wilkinson SG, Wilson SJ, Wyatt PG, Zaid A, Zusinaite E, da Silva Filipe A","01K/1723G, 201366/Z/16/Z, 406109949, APP1079086, APP1106411, APP11544347, INV-016128, MC_PC_19026, MC_PC_20034, MC_UU12014/2, MC_UU_00018/1, MC_UU_12014/10, MC_UU_12014/12, MC_UU_12014/2, MC_UU_12014/8, MC_UU_12016/2, MR/ K024752/1, MR/K024752/1, MR/P022642/1, MR/T029188/1, MR/V028448/1, MR/V03541X/1","Bill and Melinda Gates Foundation, Bundesministerium für Bildung und Forschung, Deutsche Forschungsgemeinschaft, Indian Immunologicals Ltd, Medical Research Council, National Health and Medical Research Council, National Health and Medical Research Council of Australia, Wellcome Trust",172.0,United Kingdom,,ok,A plasmid DNA-launched SARS-CoV-2 reverse genetics system and coronavirus toolkit for COVID-19 research.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",31959765,CMIP5,0.0,,0.0,,0.0,1,http://ccafs-climate.org,200,United States,"(39.0437,-77.4875)",,2020-01-20,"International Center for Tropical Agriculture (CIAT), Cali, Colombia.","Jarvis A, Navarro-Racines C, Ramirez-Villegas J, Tarapues J, Thornton P",,,61.0,Colombia,,ok,High-resolution and bias-corrected CMIP5 projections for climate change impact assessments.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",29897426,Neuroviisas.shtml,0.0,,0.0,,0.0,1,http://neuroviisas.med.uni-rostock.de/neuroviisas.shtml,200,Germany,"(54.0887,12.1405)",,2019-09-01,"Department of Anatomy, University of Rostock, Gertrudenstr. 9, 18057 Rostock, Germany.","Beier J, Eipert P, Jenssen J, Kadir K, Karnitzki A, Klünker AC, Lessmann F, Meinhardt J, Ruß F, Schmitt O, Schwanke S, Sellner L",,,5.0,Germany,,ok,Connectome verification: inter-rater and connection reliability of tract-tracing-based intrinsic hypothalamic connectivity.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",31142855,IBDMDB,0.0,,0.0,,0.0,1,http://ibdmdb.org,200,United States,"(42.3620,-71.0830)",,2019-05-29,"Infectious Disease and Microbiome Program, Broad Institute of MIT and Harvard, Cambridge, MA, USA.","Ajami NJ, Ananthakrishnan AN, Andrews E, Arze C, Avila-Pacheco J, Bonham KS, Braun J, Brislawn CJ, Casero D, Clish CB, Courtney H, Denson LA, Franzosa EA, Gonzalez A, Graeber TG, Hall AB, Huttenhower C, Jansson JK, Knight R, Kugathasan S, Lake K, Landers CJ, Lloyd-Price J, Mallick H, McGovern DPB, Petrosino JF, Plichta DR, Poon TW, Prasad M, Rahnavard G, Sauk J, Schirmer M, Shungin D, Stappenbeck TS, Vlamakis H, Vázquez-Baeza Y, White RA 3rd, Winter HS, Xavier RJ","3162, 563526, P01 DK046763, P30 DK040561, P30 DK043351, P30 DK078392, R01 HG005969, R24 DK110499, U01 DK062413, U54 DE023798, U54 DK102557, UL1 TR001881","Crohn's & Colitis Foundation, NCATS NIH HHS, NHGRI NIH HHS, NIDCR NIH HHS, NIDDK NIH HHS",1991.0,"Andorra, United States",,ok,Multi-omics of the gut microbial ecosystem in inflammatory bowel diseases.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED,TITLE_CAPITALIZED",31570101,Atlas,0.0,,0.0,,0.0,1,https://atlas.cancer.org.au,200,United States,"(47.6740,-122.1215)",,2019-10-01,"ARC Centre of Excellence for Mathematical and Statistical Frontiers, Queensland University of Technology (QUT), Brisbane, Australia.","Aitken JF, Baade PD, Cramb SM, Duncan EW, Mengersen KL",,"Australian Institute of Health and Welfare, Cancer Council Queensland, FrontierSI, Queensland University of Technology",24.0,"Andorra, Australia",,ok,"Development of the Australian Cancer Atlas: spatial modelling, visualisation, and reporting of estimates.",2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED,QC_FIX_MEDIUM",31341169,RNA,0.0,,0.0,,0.0,1,http://crctcell.cancer-pku.cn/,200,China,"(36.0649,120.3804)",,2019-07-24,"School of Life Sciences and BIOPIC, Peking University, Beijing, 100871, China.","Hu X, Ren X, Zhang L, Zhang Y, Zhang Z, Zheng L",,,48.0,"Andorra, China",,ok,Deep single-cell RNA sequencing data of individual T cells from treatment-naïve colorectal cancer patients.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",31832879,Lsnorms,0.0,,0.0,,0.0,1,https://www.lancaster.ac.uk/psychology/lsnorms/,200,United Kingdom,"(54.0465,-2.7999)",,2020-06-01,"Department of Psychology, Lancaster University, Lancaster, UK. d.lynott@lancaster.ac.uk.","Brand J, Brysbaert M, Carney J, Connell L, Lynott D",,University of Lancaster,130.0,United Kingdom,,ok,"The Lancaster Sensorimotor Norms: multidimensional measures of perceptual and action strength for 40,000 English words.",2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",26950747,Regulatorycircuits,0.0,,0.0,,0.0,1,http://regulatorycircuits.org,200,Netherlands,"(52.5083,5.4750)",,2016-03-07,"Department of Computational Biology, University of Lausanne, Lausanne, Switzerland.","Bergmann S, Kellis M, Kutalik Z, Lamparter D, Marbach D, Quon G","143914, 151019, 152724, 310030, R01 GM113708, R01 HG004037, R01 HG008155, R01 MH109978","NHGRI NIH HHS, NIGMS NIH HHS, NIMH NIH HHS, Swiss National Science Foundation",231.0,Switzerland,,ok,Tissue-specific regulatory circuits reveal variable modular perturbations across complex diseases.,2010-2022
"POPULATED_FROM_URL,CAPITALIZED",33046717,LOD,0.0,,0.0,,0.0,1,https://lod.proconsortium.org/,200,United States,"(39.6837,-75.7497)",,2020-10-12,"Department of Computer and Information Sciences, University of Delaware, Newark, Delaware, 19716, USA. chenc@udel.edu.","Arighi CN, Chen C, Cowart JE, Huang H, Natale DA, Ross KE, Wu CH","R01 GM080646, R01GM080646","NIGMS NIH HHS, U.S. Department of Health &amp; Human Services | NIH | National Institute of General Medical Sciences, U.S. Department of Health &amp; Human Services | NIH | National Institute of General Medical Sciences (NIGMS)",9.0,"Andorra, United States",,ok,Protein ontology on the semantic web for knowledge discovery.,2010-2022
POPULATED_FROM_URL,26755347,SexLinked,0.0,,0.0,,0.0,1,http://becklab.github.io/SexLinked,200,United States,"(37.7621,-122.3971)",,2016-01-12,"The Harker School, CA 95128.","Beck AH, Ma J, Malladi S","K22 LM011931, K22LM011931",NLM NIH HHS,16.0,,,review,Systematic Analysis of Sex-Linked Molecular Alterations and Therapies in Cancer.,2010-2022
POPULATED_FROM_URL,32096630,CCSbase,0.0,,0.0,,0.0,1,https://CCSbase.net,200,United States,"(39.9612,-82.9988)",,2020-03-06,"Department of Medicinal Chemistry, University of Washington, Seattle, Washington 98195, United States.","Cho JH, Ross DH, Xu L",,"School of Pharmacy, University of Washington",96.0,United States,,ok,Breaking Down Structural Diversity for Comprehensive Prediction of Ion-Neutral Collision Cross Sections.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",26560047,Diatom-portal,0.0,,0.0,,0.0,1,http://networks.systemsbiology.net/diatom-portal/,200,United States,"(47.6062,-122.3321)",,2015-11-10,"Institute for Systems Biology, Seattle, WA, USA. Electronic address: ashwortj@uw.edu.","Ashworth J, Baliga NS, Harris M, Orellana MV, Turkarslan S","MCB-1316206, OCB-0928561",National Science Foundation,23.0,United States,,ok,Pan-transcriptomic analysis identifies coordinated and orthologous functional modules in the diatoms Thalassiosira pseudonana and Phaeodactylum tricornutum.,2010-2022
POPULATED_FROM_URL,22563389,Asteroidea,0.0,,0.0,,0.0,1,http://www.marinespecies.org/Asteroidea/,200,Belgium,"(51.2155,2.9270)",,2012-04-27,"Department of Invertebrate Zoology, National Museum of Natural History, Smithsonian Institution, Washington, District of Columbia, United States of America. mahch@si.edu","Blake DB, Mah CL",,,49.0,United States,,ok,Global diversity and phylogeny of the Asteroidea (Echinodermata).,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",31443960,Non-muscle-invasive-bladder-cancer,0.0,,0.0,,0.0,1,https://uroweb.org/guideline/non-muscle-invasive-bladder-cancer/,200,Netherlands,"(52.4385,4.8264)",,2019-08-20,"Department of Urology, 2nd Faculty of Medicine, Hospital Motol, Charles University, Prague, Czech Republic; Department of Urology, Medical University of Vienna, Vienna, Austria. Electronic address: Marek.Babjuk@fnmotol.cz.","Babjuk M, Burger M, Capoun O, Cohen D, Compérat EM, Escrig JLD, Gontero P, Hernández V, Mostafid AH, Palou J, Peyronnet B, Rouprêt M, Seisen T, Shariat SF, Soukup V, Sylvester R, Zigeuner R, van Rhijn BWG",,,833.0,Austria,,ok,European Association of Urology Guidelines on Non-muscle-invasive Bladder Cancer (TaT1 and Carcinoma In Situ) - 2019 Update.,2010-2022
"POPULATED_FROM_URL,SMART_CAPITALIZED",31870293,Synapticgenes,0.0,,0.0,,0.0,1,http://synapticgenes.bnd.edu.uy,200,United States,"(39.9612,-82.9988)",,2019-12-23,"Neurodevelopmental Biology Department, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay. fpazos@iibce.edu.uy.","Cantera R, Guerberoff G, Palazzo M, Pazos Obregón F, Soto P, Yankilevich P","FSDA_1_2017_1_142427, POS_NAC_2016_1_129915","Agencia Nacional de Investigación e Innovación, Sistema Nacional de Investigadores",1.0,Uruguay,,ok,An improved catalogue of putative synaptic genes defined exclusively by temporal transcription profiles through an ensemble machine learning approach.,2010-2022
