global_row,chunk,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
1176,6,SwissDock,SwissDock 2024: major enhancements for small-molecule docking with Attracting Cavities and AutoDock Vina.,SwissDock,SwissDock,HIGH,No expansion in title
1177,6,ChemoDOTS,ChemoDOTS: a web server to design chemistry-driven focused libraries.,ChemoDOTS,ChemoDOTS,HIGH,No expansion in title
1178,6,MPRAVarDB,MPRAVarDB: an online database and web server for exploring regulatory effects of genetic variants.,MPRAVarDB,MPRAVarDB,HIGH,No expansion in title
1179,6,TCM2COVID,TCM2COVID: A resource of anti-COVID-19 traditional Chinese medicine with effects and mechanisms.,TCM2COVID,TCM2COVID,HIGH,No expansion in title
1180,6,Multiple Endocrine Neoplasia,"Understanding the variant landscape, and genetic epidemiology of Multiple Endocrine Neoplasia in India.",Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia,HIGH,Already descriptive name
1181,6,AMBP,Aquaculture Molecular Breeding Platform (AMBP): a comprehensive web server for genotype imputation and genetic analysis in aquaculture.,AMBP,Aquaculture Molecular Breeding Platform,HIGH,Expansion explicit in parentheses
1182,6,PADLOC,PADLOC: a web server for the identification of antiviral defence systems in microbial genomes.,PADLOC,PADLOC,HIGH,No expansion in title
1183,6,FIVEx,FIVEx: an interactive eQTL browser across public datasets.,FIVEx,FIVEx,HIGH,No expansion in title
1184,6,KinomeMETA,KinomeMETA: a web platform for kinome-wide polypharmacology profiling with meta-learning.,KinomeMETA,KinomeMETA,HIGH,No expansion in title
1185,6,PhyloString,"PhyloString: A web server designed to identify, visualize, and evaluate functional relationships between orthologous protein groups across different phylogenetic lineages.",PhyloString,PhyloString,HIGH,No expansion in title
1186,6,UVREK,UVREK: Development and Analysis of an Expression Profile Knowledgebase of Biomolecules Induced by Ultraviolet Radiation Exposure.,UVREK,UVREK,HIGH,No expansion in title
1187,6,REMEMProt,"REMEMProt: a resource of membrane-enriched proteome profiles, their disease associations, and biomarker status.",REMEMProt,REMEMProt,HIGH,No expansion in title
1188,6,MosaiCatcher,MosaiCatcher v2: a single-cell structural variations detection and analysis reference framework based on Strand-seq.,MosaiCatcher,MosaiCatcher,HIGH,No expansion in title
1189,6,SpadaHC,SpadaHC: a database to improve the classification of variants in hereditary cancer genes in the Spanish population.,SpadaHC,SpadaHC,HIGH,No expansion in title
1190,6,PeakCNV,PeakCNV: A multi-feature ranking algorithm-based tool for genome-wide copy number variation-association study.,PeakCNV,PeakCNV,HIGH,No expansion in title
1191,6,PLANTdataHUB,PLANTdataHUB: a collaborative platform for continuous FAIR data sharing in plant research.,PLANTdataHUB,PLANTdataHUB,HIGH,No expansion in title
1192,6,DSCI,DSCI: a database of synthetic biology components for innate immunity and cell engineering decision-making processes.,DSCI,DSCI,HIGH,No expansion in title
1193,6,RAIChU,RAIChU: automating the visualisation of natural product biosynthesis.,RAIChU,RAIChU,HIGH,No expansion in title
1194,6,DenovoProfiling,DenovoProfiling: A webserver for de novo generated molecule library profiling.,DenovoProfiling,DenovoProfiling,HIGH,No expansion in title
1195,6,scPlantDB,scPlantDB: a comprehensive database for exploring cell types and markers of plant cell atlases.,scPlantDB,scPlantDB,HIGH,No expansion in title
1196,6,Multioviz,Multioviz: an interactive platform for in silico perturbation and interrogation of gene regulatory networks.,Multioviz,Multioviz,HIGH,No expansion in title
1197,6,LM-DTI,LM-DTI: a tool of predicting drug-target interactions using the node2vec and network path score methods.,LM-DTI,LM-DTI,HIGH,No expansion in title
1198,6,ViTaFa,"Vienna Talking Faces (ViTaFa): A multimodal person database with synchronized videos, images, and voices.",ViTaFa,Vienna Talking Faces,HIGH,Expansion explicit before acronym in parentheses
1199,6,Cell Mapping Toolkit,Cell Mapping Toolkit: an end-to-end pipeline for mapping subcellular organization.,Cell Mapping Toolkit,Cell Mapping Toolkit,HIGH,Already descriptive name
1200,6,GeNeo,GeNeo: A Bioinformatics Toolbox for Genomics-Guided Neoepitope Prediction.,GeNeo,GeNeo,HIGH,No expansion in title
1201,7,GelFAP,GelFAP v2.0: an improved platform for Gene functional analysis in Gastrodia elata.,GelFAP,GelFAP,HIGH,No expansion in title
1202,7,PPGR,PPGR: a comprehensive perennial plant genomes and regulation database.,PPGR,PPGR,HIGH,No expansion in title
1203,7,AntiBody Sequence Database,AntiBody Sequence Database.,AntiBody Sequence Database,AntiBody Sequence Database,HIGH,Already descriptive name
1204,7,AgeMeta,AgeMeta: Quantitative Gene Expression Database of Mammalian Aging.,AgeMeta,AgeMeta,HIGH,No expansion in title
1205,7,TCM-Suite,TCM-Suite: A comprehensive and holistic platform for Traditional Chinese Medicine component identification and network pharmacology analysis.,TCM-Suite,TCM-Suite,HIGH,No expansion in title
1206,7,MassKG,Knowledge-based in silico fragmentation and annotation of mass spectra for natural products with MassKG.,MassKG,MassKG,HIGH,No expansion in title
1207,7,BCMA,BCMA: An integrative and versatile database for multi-scale and multi-omics molecular atlas of breast cancer.,BCMA,BCMA,HIGH,No expansion in title
1208,7,RBAD,RBAD: the first database dedicated alterations of blood RNA in individuals with Alzheimer's disease and their clinical relevance.,RBAD,RBAD,HIGH,No expansion in title
1209,7,PatternLab,"Simple, efficient and thorough shotgun proteomic analysis with PatternLab V.",PatternLab,PatternLab,HIGH,No expansion in title
1210,7,GSEApy,GSEApy: a comprehensive package for performing gene set enrichment analysis in Python.,GSEApy,GSEApy,HIGH,No expansion in title
1211,7,OrthoVenn3,OrthoVenn3: an integrated platform for exploring and visualizing orthologous data across genomes.,OrthoVenn3,OrthoVenn3,HIGH,No expansion in title
1212,7,CropMetabolome,CropMetabolome: a comprehensive metabolome database for major crops cross eight categories.,CropMetabolome,CropMetabolome,HIGH,No expansion in title
1213,7,GENECI,GENECI: A novel evolutionary machine learning consensus-based approach for the inference of gene regulatory networks.,GENECI,GENECI,HIGH,No expansion in title
1214,7,dbMisLoc,dbMisLoc: A Manually Curated Database of Conditional Protein Mis-localization Events.,dbMisLoc,dbMisLoc,HIGH,No expansion in title
1215,7,AllerCatPro,AllerCatPro 2.0: a web server for predicting protein allergenicity potential.,AllerCatPro,AllerCatPro,HIGH,No expansion in title
1216,7,SourceFinder,"SourceFinder: a Machine-Learning-Based Tool for Identification of Chromosomal, Plasmid, and Bacteriophage Sequences from Assemblies.",SourceFinder,SourceFinder,HIGH,No expansion in title
1217,7,Genomics 2 Proteins portal,Genomics 2 Proteins portal: a resource and discovery tool for linking genetic screening outputs to protein sequences and structures.,Genomics 2 Proteins portal,Genomics 2 Proteins portal,HIGH,Already descriptive name
1218,7,PharMeBINet,The heterogeneous pharmacological medical biochemical network PharMeBINet.,PharMeBINet,PharMeBINet,HIGH,No expansion in title
1219,7,CropGS-Hub,CropGS-Hub: a comprehensive database of genotype and phenotype resources for genomic prediction in major crops.,CropGS-Hub,CropGS-Hub,HIGH,No expansion in title
1220,7,CoSFISH,CoSFISH: a comprehensive reference database of COI and 18S rRNA barcodes for fish.,CoSFISH,CoSFISH,HIGH,No expansion in title
1221,7,SesamumGDB,SesamumGDB: a comprehensive platform for Sesamum genetics and genomics analysis.,SesamumGDB,SesamumGDB,HIGH,No expansion in title
1222,7,OrganogenesisDB,OrganogenesisDB: A Comprehensive Database Exploring the Cell-Type Identities and Gene Expression Dynamics during Organogenesis.,OrganogenesisDB,OrganogenesisDB,HIGH,No expansion in title
1223,7,MariClus,"MariClus: Your One-Stop Platform for Information on Marine Natural Products, Their Gene Clusters and Producing Organisms.",MariClus,MariClus,HIGH,No expansion in title
1224,7,CobVar,CobVar-a comprehensive resource of vitamin B12-associated genomic variants.,CobVar,CobVar,HIGH,No expansion in title
1225,7,VISTA,VISTA: A Tool for Fast Taxonomic Assignment of Viral Genome Sequences.,VISTA,VISTA,HIGH,No expansion in title
1226,7,dbEBV,dbEBV: A database of Epstein-Barr virus variants and their correlations with human health.,dbEBV,dbEBV,HIGH,No expansion in title
1227,7,Sound-Swapped Video,Development and Evaluation of a Sound-Swapped Video Database for Misophonia.,Sound-Swapped Video Database,Sound-Swapped Video Database,HIGH,No expansion in title
1228,7,sCentInDB,sCentInDB: a database of essential oil chemical profiles of Indian medicinal plants.,sCentInDB,sCentInDB,HIGH,No expansion in title
1229,7,VariantHunter,VariantHunter: a method and tool for fast detection of emerging SARS-CoV-2 variants.,VariantHunter,VariantHunter,HIGH,No expansion in title
1230,7,CropGF,CropGF: a comprehensive visual platform for crop gene family mining and analysis.,CropGF,CropGF,HIGH,No expansion in title
1231,7,ddinter,"DDInter 2.0: an enhanced drug interaction resource with expanded data coverage, new interaction types, and improved user interface.",DDInter,DDInter,HIGH,No expansion in title
1232,7,sc2MeNetDrug,sc2MeNetDrug: A computational tool to uncover inter-cell signaling targets and identify relevant drugs based on single cell RNA-seq data.,sc2MeNetDrug,sc2MeNetDrug,HIGH,No expansion in title
1233,7,iPhylo,The iPhylo suite: an interactive platform for building and annotating biological and chemical taxonomic trees.,iPhylo,iPhylo,HIGH,No expansion in title
1234,7,3DVizSNP,3DVizSNP: a tool for rapidly visualizing missense mutations identified in high throughput experiments in iCn3D.,3DVizSNP,3DVizSNP,HIGH,No expansion in title
1235,7,FerroLigandDB,FerroLigandDB: A Ferroptosis Ligand Database of Structure-Activity Relations.,FerroLigandDB,FerroLigandDB,HIGH,No expansion in title
1236,7,ccTCM,ccTCM: A quantitative component and compound platform for promoting the research of traditional Chinese medicine.,ccTCM,ccTCM,HIGH,No expansion in title
1237,7,ProfhEX,ProfhEX: AI-based platform for small molecules liability profiling.,ProfhEX,ProfhEX,HIGH,No expansion in title
1238,7,RIscoper,RIscoper 2.0: A deep learning tool to extract RNA biomedical relation sentences from literature.,RIscoper,RIscoper,HIGH,No expansion in title
1239,7,TSCRE,TSCRE: a comprehensive database for tumor-specific cis-regulatory elements.,TSCRE,TSCRE,HIGH,No expansion in title
1240,7,sRNAminer,sRNAminer: A multifunctional toolkit for next-generation sequencing small RNA data mining in plants.,sRNAminer,sRNAminer,HIGH,No expansion in title
1241,7,PMTPred,PMTPred: machine-learning-based prediction of protein methyltransferases using the composition of k-spaced amino acid pairs.,PMTPred,PMTPred,HIGH,No expansion in title
1242,7,SAXS,Visualizing and accessing correlated SAXS data sets with Similarity Maps and Simple Scattering web resources.,SAXS,SAXS,HIGH,No expansion in title
1243,7,AlgicideDB,AlgicideDB: a comprehensive database enhanced by large language models for algicide management and discovery.,AlgicideDB,AlgicideDB,HIGH,No expansion in title
1244,7,Maize Feature Store,Maize Feature Store: a centralized resource to manage and analyze curated maize multi-omics features for machine learning applications.,Maize Feature Store,Maize Feature Store,HIGH,Already descriptive name
1245,7,AMIR,AMIR: a multi-omics data platform for Asteraceae plants genetics and breeding research.,AMIR,AMIR,HIGH,No expansion in title
1246,7,PerturBase,PerturBase: a comprehensive database for single-cell perturbation data analysis and visualization.,PerturBase,PerturBase,HIGH,No expansion in title
1247,7,BioPhi,"BioPhi: A platform for antibody design, humanization, and humanness evaluation based on natural antibody repertoires and deep learning.",BioPhi,BioPhi,HIGH,No expansion in title
1248,7,PredictONCO,PredictONCO: a web tool supporting decision-making in precision oncology by extending the bioinformatics predictions with advanced computing and machine learning.,PredictONCO,PredictONCO,HIGH,No expansion in title
1249,7,siRNAEfficacyDB,siRNAEfficacyDB: An experimentally supported small interfering RNA efficacy database.,siRNAEfficacyDB,siRNAEfficacyDB,HIGH,No expansion in title
1250,7,PROSCA,PROSCA: an online platform for humanized scaffold mining facilitating rational protein engineering.,PROSCA,PROSCA,HIGH,No expansion in title
1251,7,scDiffCom,scDiffCom: a tool for differential analysis of cell-cell interactions provides a mouse atlas of aging changes in intercellular communication.,scDiffCom,scDiffCom,HIGH,No expansion in title
1252,7,CanMethdb,CanMethdb: a database for genome-wide DNA methylation annotation in cancers.,CanMethdb,CanMethdb,HIGH,No expansion in title
1253,7,HALL,HALL: a comprehensive database for human aging and longevity studies.,HALL,HALL,HIGH,No expansion in title
1254,7,M2OR,M2OR: a database of olfactory receptor-odorant pairs for understanding the molecular mechanisms of olfaction.,M2OR,M2OR,HIGH,No expansion in title
1255,7,HervD Atlas,HervD Atlas: a curated knowledgebase of associations between human endogenous retroviruses and diseases.,HervD Atlas,HervD Atlas,HIGH,No expansion in title
1256,7,FusionNeoAntigen,FusionNeoAntigen: a resource of fusion gene-specific neoantigens.,FusionNeoAntigen,FusionNeoAntigen,HIGH,No expansion in title
1257,7,UniTmp,UniTmp: unified resources for transmembrane proteins.,UniTmp,UniTmp,HIGH,No expansion in title
1258,7,TargetGene,TargetGene: a comprehensive database of cell-type-specific target genes for genetic variants.,TargetGene,TargetGene,HIGH,No expansion in title
1259,7,CSM-Potential2,CSM-Potential2: A comprehensive deep learning platform for the analysis of protein interacting interfaces.,CSM-Potential2,CSM-Potential2,HIGH,No expansion in title
1260,7,DeepAR,DeepAR: a novel deep learning-based hybrid framework for the interpretable prediction of androgen receptor antagonists.,DeepAR,DeepAR,HIGH,No expansion in title
1261,7,SCARdock,SCARdock: A Web Server and Manually Curated Resource for Discovering Covalent Ligands.,SCARdock,SCARdock,HIGH,No expansion in title
1262,7,scCancerExplorer,scCancerExplorer: a comprehensive database for interactively exploring single-cell multi-omics data of human pan-cancer.,scCancerExplorer,scCancerExplorer,HIGH,No expansion in title
1263,7,ANNInter,ANNInter: A platform to explore ncRNA-ncRNA interactome of Arabidopsis thaliana.,ANNInter,ANNInter,HIGH,No expansion in title
1264,7,PROTCROWN,PROTCROWN: A Manually Curated Resource of Protein Corona Data for Unlocking the Potential of Protein-Nanoparticle Interactions.,PROTCROWN,PROTCROWN,HIGH,No expansion in title
1265,7,National Genomics Data Center,"Database Resources of the National Genomics Data Center, China National Center for Bioinformation in 2024.",National Genomics Data Center,National Genomics Data Center,HIGH,Already descriptive name
1266,7,ProMetheusDB,ProMetheusDB: An In-Depth Analysis of the High-Quality Human Methyl-proteome.,ProMetheusDB,ProMetheusDB,HIGH,No expansion in title
1267,7,MTFAP,MTFAP: a comprehensive platform for predicting and analyzing master transcription factors.,MTFAP,MTFAP,HIGH,No expansion in title
1268,7,AlignMe,AlignMe: an update of the web server for alignment of membrane protein sequences.,AlignMe,AlignMe,HIGH,No expansion in title
1269,7,OrthoQuantum,OrthoQuantum: visualizing evolutionary repertoire of eukaryotic proteins.,OrthoQuantum,OrthoQuantum,HIGH,No expansion in title
1270,7,HairDB,Constructing HairDB to facilitate exposome research using human hair.,HairDB,HairDB,HIGH,No expansion in title
1271,7,scBlood,scBlood: A comprehensive single-cell accessible chromatin database of blood cells.,scBlood,scBlood,HIGH,No expansion in title
1272,7,GrameneOryza,"GrameneOryza: a comprehensive resource for Oryza genomes, genetic variation, and functional data.",GrameneOryza,GrameneOryza,HIGH,No expansion in title
1273,7,e-TSN,e-TSN: an interactive visual exploration platform for target-disease knowledge mapping from literature.,e-TSN,e-TSN,HIGH,No expansion in title
1274,7,VACCELERATE,VACCELERATE Volunteer Registry: A European study participant database to facilitate clinical trial enrolment.,VACCELERATE,VACCELERATE,HIGH,No expansion in title
1275,7,HGMMX,HGMMX: Host Gut Microbiota Metabolism Xenobiotics Database.,HGMMX,Host Gut Microbiota Metabolism Xenobiotics Database,HIGH,Expansion explicit - HGMMX maps to words in title
1276,7,DeepMBEnzy,DeepMBEnzy: An AI-Driven Database of Mycotoxin Biotransformation Enzymes.,DeepMBEnzy,DeepMBEnzy,HIGH,No expansion in title
1277,7,EDGE,EDGE COVID-19: a web platform to generate submission-ready genomes from SARS-CoV-2 sequencing efforts.,EDGE COVID-19,EDGE COVID-19,HIGH,No expansion in title
1278,7,CuPCA,CuPCA: a web server for pan-cancer association analysis of large-scale cuproptosis-related genes.,CuPCA,CuPCA,HIGH,No expansion in title
1279,7,STOmicsDB,"STOmicsDB: a comprehensive database for spatial transcriptomics data sharing, analysis and visualization.",STOmicsDB,STOmicsDB,HIGH,No expansion in title
1280,7,MAJIQlopedia,MAJIQlopedia: an encyclopedia of RNA splicing variations in human tissues and cancer.,MAJIQlopedia,MAJIQlopedia,HIGH,No expansion in title
1281,7,RNAincoder,RNAincoder: a deep learning-based encoder for RNA and RNA-associated interaction.,RNAincoder,RNAincoder,HIGH,No expansion in title
1282,7,PGS-Depot,PGS-Depot: a comprehensive resource for polygenic scores constructed by summary statistics based methods.,PGS-Depot,PGS-Depot,HIGH,No expansion in title
1283,7,BBSdb,"BBSdb, an open resource for bacterial biofilm-associated proteins.",BBSdb,BBSdb,HIGH,No expansion in title
1284,7,StopKB,StopKB: a comprehensive knowledgebase for nonsense suppression therapies.,StopKB,StopKB,HIGH,No expansion in title
1285,7,AbAMPdb,AbAMPdb: a database of Acinetobacter baumannii specific antimicrobial peptides.,AbAMPdb,AbAMPdb,HIGH,No expansion in title
1286,7,iNClusive,iNClusive: a database collecting useful information on non-canonical amino acids and their incorporation into proteins for easier genetic code expansion implementation.,iNClusive,iNClusive,HIGH,No expansion in title
1287,7,mEMbrain,mEMbrain: an interactive deep learning MATLAB tool for connectomic segmentation on commodity desktops.,mEMbrain,mEMbrain,HIGH,No expansion in title
1288,7,AtlasXplore,AtlasXplore: a web platform for visualizing and sharing spatial epigenome data.,AtlasXplore,AtlasXplore,HIGH,No expansion in title
1289,7,PlasticDB,PlasticDB: a database of microorganisms and proteins linked to plastic biodegradation.,PlasticDB,PlasticDB,HIGH,No expansion in title
1290,7,SoIR,SoIR: a comprehensive Solanaceae information resource for comparative and functional genomic study.,SoIR,SoIR,HIGH,No expansion in title
1291,7,CRISPRoffT,CRISPRoffT: comprehensive database of CRISPR/Cas off-targets.,CRISPRoffT,CRISPRoffT,HIGH,No expansion in title
1292,7,GutMetaNet,GutMetaNet: an integrated database for exploring horizontal gene transfer and functional redundancy in the human gut microbiome.,GutMetaNet,GutMetaNet,HIGH,No expansion in title
1293,7,PlaqView,PlaqView 2.0: A comprehensive web portal for cardiovascular single-cell genomics.,PlaqView,PlaqView,HIGH,No expansion in title
1294,7,ARBRE,ARBRE: Computational resource to predict pathways towards industrially important aromatic compounds.,ARBRE,ARBRE,HIGH,No expansion in title
1295,7,TumorAgDB1.0,TumorAgDB1.0: tumor neoantigen database platform.,TumorAgDB1.0,TumorAgDB1.0,HIGH,No expansion in title
1296,7,HADDOCK3,HADDOCK3: A Modular and Versatile Platform for Integrative Modeling of Biomolecular Complexes.,HADDOCK3,HADDOCK3,HIGH,No expansion in title
1297,7,CobraMod,CobraMod: a pathway-centric curation tool for constraint-based metabolic models.,CobraMod,CobraMod,HIGH,No expansion in title
1298,7,ArtSymbioCyc,"ArtSymbioCyc, a metabolic network database collection dedicated to arthropod symbioses: a case study, the tripartite cooperation in Sipha maydis.",ArtSymbioCyc,ArtSymbioCyc,HIGH,No expansion in title
1299,7,SpectroPipeR,SpectroPipeR-a streamlining post Spectronaut DIA-MS data analysis R package.,SpectroPipeR,SpectroPipeR,HIGH,No expansion in title
1300,7,AUGcontext DB,AUGcontext DB: a comprehensive catalog of the mRNA AUG initiator codon context across eukaryotes.,AUGcontext DB,AUGcontext DB,HIGH,No expansion in title
1301,7,TFTG,TFTG: A comprehensive database for human transcription factors and their targets.,TFTG,TFTG,HIGH,No expansion in title
1302,7,HSADab,HSADab: A comprehensive database for human serum albumin.,HSADab,HSADab,HIGH,No expansion in title
1303,7,CellSTAR,CellSTAR: a comprehensive resource for single-cell transcriptomic annotation.,CellSTAR,CellSTAR,HIGH,No expansion in title
1304,7,CNEV,"CNEV: A corpus of Chinese nonverbal emotional vocalizations with a database of emotion category, valence, arousal, and gender.",CNEV,CNEV,HIGH,No expansion in title
1305,7,ELI,Eyewitness Lineup Identity (ELI) database: Crime videos and mugshots for eyewitness identification research.,ELI,Eyewitness Lineup Identity,HIGH,Expansion explicit in parentheses
1306,7,cellCounts,cellCounts: an R function for quantifying 10x Chromium single-cell RNA sequencing data.,cellCounts,cellCounts,HIGH,No expansion in title
1307,7,SpatialCTD,SpatialCTD: A Large-Scale Tumor Microenvironment Spatial Transcriptomic Dataset to Evaluate Cell Type Deconvolution for Immuno-Oncology.,SpatialCTD,SpatialCTD,HIGH,No expansion in title
1308,7,miR2Trait,miR2Trait: an integrated resource for investigating miRNA-disease associations.,miR2Trait,miR2Trait,HIGH,No expansion in title
1309,7,Brain Protein Atlas,The Brain Protein Atlas: A conglomerate of proteomics datasets of human neural tissue.,Brain Protein Atlas,Brain Protein Atlas,HIGH,Already descriptive name
1310,7,ATPdock,ATPdock: a template-based method for ATP-specific protein-ligand docking.,ATPdock,ATPdock,HIGH,No expansion in title
1311,7,VarGuideAtlas,VarGuideAtlas: a repository of variant interpretation guidelines.,VarGuideAtlas,VarGuideAtlas,HIGH,No expansion in title
1312,7,PPanG,PPanG: a precision pangenome browser enabling nucleotide-level analysis of genomic variations in individual genomes and their graph-based pangenome.,PPanG,PPanG,HIGH,No expansion in title
1313,7,CellAnn,"CellAnn: a comprehensive, super-fast, and user-friendly single-cell annotation web server.",CellAnn,CellAnn,HIGH,No expansion in title
1314,7,scImmOmics,scImmOmics: a manually curated resource of single-cell multi-omics immune data.,scImmOmics,scImmOmics,HIGH,No expansion in title
1315,7,Pairpot,Pairpot: a database with real-time lasso-based analysis tailored for paired single-cell and spatial transcriptomics.,Pairpot,Pairpot,HIGH,No expansion in title
1316,7,cfOmics,cfOmics: a cell-free multi-Omics database for diseases.,cfOmics,cfOmics,HIGH,No expansion in title
1317,7,APPIC,The Atlas of Protein-Protein Interactions in Cancer (APPIC)-a webtool to visualize and analyze cancer subtypes.,APPIC,Atlas of Protein-Protein Interactions in Cancer,HIGH,Expansion explicit in parentheses
1318,7,CDS-DB,"CDS-DB, an omnibus for patient-derived gene expression signatures induced by cancer treatment.",CDS-DB,CDS-DB,HIGH,No expansion in title
1319,7,PLoV,PLoV: a comprehensive database of genetic variants leading to pregnancy loss.,PLoV,PLoV,HIGH,No expansion in title
1320,7,AGIDB,AGIDB: a versatile database for genotype imputation and variant decoding across species.,AGIDB,AGIDB,HIGH,No expansion in title
1321,7,dbAPIS,dbAPIS: a database of anti-prokaryotic immune system genes.,dbAPIS,dbAPIS,HIGH,No expansion in title
1322,7,BreVamiR3,BreVamiR3': A comprehensive database for breast cancer-associated genetic variations in miRNA and 3' UTR of their target genes.,BreVamiR3,BreVamiR3,HIGH,No expansion in title
1323,7,EpigenPlot,EpigenPlot: An interactive web platform for DNA methylation-based biomarker and drug target discovery in colorectal cancer.,EpigenPlot,EpigenPlot,HIGH,No expansion in title
1324,7,ImmRNA,ImmRNA: a database of RNAs associated with tumor immunity.,ImmRNA,ImmRNA,HIGH,No expansion in title
1325,7,TMVisDB,TMVisDB: Annotation and 3D-visualization of Transmembrane Proteins.,TMVisDB,TMVisDB,HIGH,No expansion in title
1326,7,SMAFIRA,SMAFIRA: a literature-based web tool to assist researchers with retrieval of 3R-relevant information.,SMAFIRA,SMAFIRA,HIGH,No expansion in title
1327,7,BASE,BASE: a web service for providing compound-protein binding affinity prediction datasets with reduced similarity bias.,BASE,BASE,HIGH,No expansion in title
1328,7,VEGAHUB,The VEGAHUB Platform: The Philosophy and the Tools.,VEGAHUB,VEGAHUB,HIGH,No expansion in title
1329,7,HemaCisDB,HemaCisDB: An Interactive Database for Analyzing Cis-regulatory Elements Across Hematopoietic Malignancies.,HemaCisDB,HemaCisDB,HIGH,No expansion in title
1330,7,FusionESP,FusionESP: Improved Enzyme-Substrate Pair Prediction by Fusing Protein and Chemical Knowledge.,FusionESP,FusionESP,HIGH,No expansion in title
1331,7,Patent and Literature Antibody Database,"The Patent and Literature Antibody Database (PLAbDab): an evolving reference set of functionally diverse, literature-annotated antibody sequences and structures.",PLAbDab,Patent and Literature Antibody Database,HIGH,Expansion explicit before acronym in parentheses
1332,7,SYNBIP,"SYNBIP 2.0: epitopes mapping, sequence expansion and scaffolds discovery for synthetic binding protein innovation.",SYNBIP,SYNBIP,HIGH,No expansion in title
1333,7,Autophagy3D,Autophagy3D: a comprehensive autophagy structure database.,Autophagy3D,Autophagy3D,HIGH,No expansion in title
1334,7,GWAShug,GWAShug: a comprehensive platform for decoding the shared genetic basis between complex traits based on summary statistics.,GWAShug,GWAShug,HIGH,No expansion in title
1335,7,ERVcancer,ERVcancer: a web resource designed for querying activation of human endogenous retroviruses across major cancer types.,ERVcancer,ERVcancer,HIGH,No expansion in title
1336,7,ThermoSeek,ThermoSeek: An Integrated Web Resource for Sequence and Structural Analysis of Proteins from Thermophilic Species.,ThermoSeek,ThermoSeek,HIGH,No expansion in title
1337,7,ProteomicsML,ProteomicsML: An Online Platform for Community-Curated Data sets and Tutorials for Machine Learning in Proteomics.,ProteomicsML,ProteomicsML,HIGH,No expansion in title
1338,7,MicrobioSee,MicrobioSee: A Web-Based Visualization Toolkit for Multi-Omics of Microbiology.,MicrobioSee,MicrobioSee,HIGH,No expansion in title
1339,7,DynAMoS,DynAMoS: The Dynamic Affective Movie Clip Database for Subjectivity Analysis.,DynAMoS,Dynamic Affective Movie Clip Database for Subjectivity Analysis,HIGH,Expansion explicit - DynAMoS maps to words in title
1340,7,CAManim,CAManim: Animating end-to-end network activation maps.,CAManim,CAManim,HIGH,No expansion in title
1341,7,CircNetVis,CircNetVis: an interactive web application for visualizing interaction networks of circular RNAs.,CircNetVis,CircNetVis,HIGH,No expansion in title
1342,7,LATUP-Net,LATUP-Net: A lightweight 3D attention U-Net with parallel convolutions for brain tumor segmentation.,LATUP-Net,LATUP-Net,HIGH,No expansion in title
1343,7,MiPRIME,MiPRIME: an integrated and intelligent platform for mining primer and probe sequences of microbial species.,MiPRIME,MiPRIME,HIGH,No expansion in title
1344,7,Y2MD,Genome-wide development of intra- and inter-specific transferable SSR markers and construction of a dynamic web resource for yam molecular breeding: Y2MD.,Y2MD,Y2MD,HIGH,No expansion in title
1345,7,TELL,Toolkit to Examine Lifelike Language (TELL): An app to capture speech and language markers of neurodegeneration.,TELL,Toolkit to Examine Lifelike Language,HIGH,Expansion explicit in parentheses
1346,7,CROST,CROST: a comprehensive repository of spatial transcriptomics.,CROST,CROST,HIGH,No expansion in title
1347,7,LM-GlycoRepo,LM-GlycoRepo Version 1.0: A Novel Repository System for Mouse Tissue Glycome Mapping Data.,LM-GlycoRepo,LM-GlycoRepo,HIGH,No expansion in title
1348,7,TargetGeneReg,"TargetGeneReg 2.0: a comprehensive web-atlas for p53, p63, and cell cycle-dependent gene regulation.",TargetGeneReg,TargetGeneReg,HIGH,No expansion in title
1349,7,Immunolyser,Immunolyser: A web-based computational pipeline for analysing and mining immunopeptidomic data.,Immunolyser,Immunolyser,HIGH,No expansion in title
1350,7,STCDB4ND,STCDB4ND: a signal transduction classification database for neurological diseases.,STCDB4ND,STCDB4ND,HIGH,No expansion in title
1351,7,VT3D,VT3D: a visualization toolbox for 3D transcriptomic data.,VT3D,VT3D,HIGH,No expansion in title
1352,7,PIGOME,PIGOME: An Integrated and Comprehensive Multi-omics Database for Pig Functional Genomics Studies.,PIGOME,PIGOME,HIGH,No expansion in title
1353,7,CCLHunter,CCLHunter: An efficient toolkit for cancer cell line authentication.,CCLHunter,CCLHunter,HIGH,No expansion in title
1354,7,FERREG,"FERREG: ferroptosis-based regulation of disease occurrence, progression and therapeutic response.",FERREG,FERREG,HIGH,No expansion in title
1355,7,AmiCa,AmiCa: Atlas of miRNA-gene correlations in cancer.,AmiCa,AmiCa,HIGH,No expansion in title
1356,7,HMicroDB,"HMicroDB: A Comprehensive Database of Herpetofaunal Microbiota With a Focus on Host Phylogeny, Physiological Traits, and Environment Factors.",HMicroDB,HMicroDB,HIGH,No expansion in title
1357,7,ADENet,ADENet: a novel network-based inference method for prediction of drug adverse events.,ADENet,ADENet,HIGH,No expansion in title
1358,7,CryptoBench,CryptoBench: cryptic protein-ligand binding sites dataset and benchmark.,CryptoBench,CryptoBench,HIGH,No expansion in title
