pmid,title,entity,false_positive_reason,pattern_categories,num_patterns
30445432,gmRAD: an integrated SNP calling pipeline for genetic mapping with RADseq across a hybrid population.,gmrad,Uses resource as analysis tool,using_with,1
27522608,HOMCOS: an updated server to search and model complex 3D structures.,homcos,Data mining/querying of existing resource,mining_data,1
26775705,CSGene: a literature-based database for cell senescence genes and its application to identify critical cell aging pathways and associated diseases.,csgene,Uses resource as analysis tool,reveals_identifies,1
30343671,PoSE: visualization of patterns of sequence evolution using PAML and MATLAB.,pose,Uses resource as analysis tool,using_with,1
27802571,Aquerium: A web application for comparative exploration of domain-based protein occurrences on the taxonomically clustered genome tree.,,Data mining/querying of existing resource,mining_data,1
23375020,FANTOM: Functional and taxonomic analysis of metagenomes.,fantom,Focuses on analysis/study using data from resource,analysis_study,1
30986215,GOOGA: A platform to synthesize mapping experiments and identify genomic structural diversity.,googa,Uses resource as analysis tool,reveals_identifies,1
28916823,Digging into the low molecular weight peptidome with the OligoNet web server.,,Uses resource as analysis tool,using_with,1
28362877,ARACHNE: A neural-neuroglial network builder with remotely controlled parallel computing.,arachne,Uses resource as analysis tool,using_with,1
34882760,OCTAVA: An open-source toolbox for quantitative analysis of optical coherence tomography angiography images.,octava,Focuses on analysis/study using data from resource,analysis_study,1
25886982,"GREGOR: evaluating global enrichment of trait-associated variants in epigenomic features using a systematic, data-driven approach.",gregor,Uses resource as analysis tool,using_with,1
33876217,CanDriS: posterior profiling of cancer-driving sites based on two-component evolutionary model.,,Describes method/approach based on resource data,based_approach,1
26139635,LDlink: a web-based application for exploring population-specific haplotype structure and linking correlated alleles of possible functional variants.,ldlink,Data mining/querying of existing resource,mining_data,1
21622954,Swimming into peptidomimetic chemical space using pepMMsMIMIC.,,Uses resource as analysis tool,using_with,1
27153714,"NSimScan: DNA comparison tool with increased speed, sensitivity and accuracy.",,Uses resource as analysis tool,using_with,1
21976864,VSDK: Virtual screening of small molecules using AutoDock Vina on Windows platform.,vsdk,Uses resource as analysis tool,using_with,1
30576492,Accelerating annotation of articles via automated approaches: evaluation of the neXtA5 curation-support tool by neXtProt.,nexta5,Uses resource as analysis tool,using_with,1
23620293,DIALIGN at GOBICS--multiple sequence alignment using various sources of external information.,dialign,Uses resource as analysis tool,using_with,1
25977292,BCSearch: fast structural fragment mining over large collections of protein structures.,,Data mining/querying of existing resource,mining_data,1
29057658,PhoStar: Identifying Tandem Mass Spectra of Phosphorylated Peptides before Database Search.,,Uses resource as analysis tool,reveals_identifies,1
30219850,"BhGLM: Bayesian hierarchical GLMs and survival models, with applications to genomics and epidemiology.",bhglm,Uses resource as analysis tool,using_with,1
23729471,BeEP Server: Using evolutionary information for quality assessment of protein structure models.,beep,Uses resource as analysis tool,using_with,1
33126862,"NBZIMM: negative binomial and zero-inflated mixed models, with application to microbiome/metagenomics data analysis.",nbzimm,Uses resource as analysis tool,using_with,1
22693219,GeneView: a comprehensive semantic search engine for PubMed.,,Data mining/querying of existing resource,mining_data,1
34358314,LipiDisease: associate lipids to diseases using literature mining.,,Uses resource as analysis tool,using_with,1
28732468,NoGOA: predicting noisy GO annotations using evidences and sparse representation.,nogoa,Uses resource as analysis tool,using_with,1
21257609,OrthoNets: simultaneous visual analysis of orthologs and their interaction neighborhoods across different organisms.,,Focuses on analysis/study using data from resource,analysis_study,1
30268435,ProteoStorm: An Ultrafast Metaproteomics Database Search Framework.,,Data mining/querying of existing resource,mining_data,1
33961119,IND-enzymes: a repository for hydrolytic enzymes derived from thermophilic and psychrophilic bacterial species with potential industrial usage.,,Uses resource as analysis tool,using_with,1
23408875,Getting more out of biomedical documents with GATE's full lifecycle open source text analytics.,gate,Uses resource as analysis tool,using_with,1
26124555,BlastXtract2: Improving early exploration of (meta) genomes.,,Data mining/querying of existing resource,mining_data,1
22198341,HHblits: lightning-fast iterative protein sequence searching by HMM-HMM alignment.,,Data mining/querying of existing resource,mining_data,1
34009308,DeepChargePredictor: a web server for predicting QM-based atomic charges via state-of-the-art machine-learning algorithms.,,Uses resource as analysis tool,using_with,1
31358873,ORCA-SPOT: An Automatic Killer Whale Sound Detection Toolkit Using Deep Learning.,orca-spot,Uses resource as analysis tool,using_with,1
23716197,EpiCombFlu: exploring known influenza epitopes and their combination to design a universal influenza vaccine.,,Data mining/querying of existing resource,mining_data,1
28361684,NEArender: an R package for functional interpretation of 'omics' data via network enrichment analysis.,,Uses resource as analysis tool,using_with,1
33632281,RDmap: a map for exploring rare diseases.,rdmap,Data mining/querying of existing resource,mining_data,1
28686798,multiplierz v2.0: A Python-based ecosystem for shared access and analysis of native mass spectrometry data.,,Focuses on analysis/study using data from resource,analysis_study,1
24389116,Automatic sorting of toxicological information into the IUCLID (International Uniform Chemical Information Database) endpoint-categories making use of the semantic search engine Go3R.,go3r,Data mining/querying of existing resource,mining_data,1
21994224,Pyicos: a versatile toolkit for the analysis of high-throughput sequencing data.,pyicos,Focuses on analysis/study using data from resource,analysis_study,1
29618009,Constructing lightweight and flexible pipelines using Plugin-Based Microbiome Analysis (PluMA).,pluma,Uses resource as analysis tool,using_with,1
28482028,Web3DMol: interactive protein structure visualization based on WebGL.,,Describes method/approach based on resource data,based_approach,1
28544559,PipeCraft: Flexible open-source toolkit for bioinformatics analysis of custom high-throughput amplicon sequencing data.,,Focuses on analysis/study using data from resource,analysis_study,1
34930955,"GuPPy, a Python toolbox for the analysis of fiber photometry data.",guppy,Focuses on analysis/study using data from resource,analysis_study,1
30273353,meaRtools: An R package for the analysis of neuronal networks recorded on microelectrode arrays.,,Focuses on analysis/study using data from resource,analysis_study,1
23515897,OrthoRBH: A streamlined pipeline for mining large gene family sequences in related species.,,Data mining/querying of existing resource,mining_data,1
22069465,Segtor: rapid annotation of genomic coordinates and single nucleotide variations using segment trees.,segtor,Uses resource as analysis tool,using_with,1
22715305,MEIMAN: Database exploring Medicinal and Edible insects of Manipur.,meiman,Data mining/querying of existing resource,mining_data,1
23614390,Peppy: proteogenomic search software.,peppy,Data mining/querying of existing resource,mining_data,1
33512655,Supporting international networks through platforms for standardised data collection-the European Registries for Rare Endocrine Conditions (EuRRECa) model.,,Uses resource as analysis tool,using_with,1
28453650,"plantiSMASH: automated identification, annotation and expression analysis of plant biosynthetic gene clusters.",,Focuses on analysis/study using data from resource,analysis_study,1
30943284,GenDiS database update with improved approach and features to recognize homologous sequences of protein domain superfamilies.,gendis,Uses resource as analysis tool,using_with,1
21826555,VSDMIP 1.5: an automated structure- and ligand-based virtual screening platform with a PyMOL graphical user interface.,vsdmip,Uses resource as analysis tool,using_with,1
29583068,HLPI-Ensemble: Prediction of human lncRNA-protein interactions based on ensemble strategy.,,Describes method/approach based on resource data,based_approach,1
32921303,ANDDigest: a new web-based module of ANDSystem for the search of knowledge in the scientific literature.,,Data mining/querying of existing resource,mining_data,1
26384564,Beegle: from literature mining to disease-gene discovery.,beegle,Data mining/querying of existing resource,mining_data,1
21757464,"PDBpaint, a visualization webservice to tag protein structures with sequence annotations.",,Uses resource as analysis tool,using_with,1
31070716,ResPRE: high-accuracy protein contact prediction by coupling precision matrix with deep residual neural networks.,respre,Uses resource as analysis tool,using_with,1
24532728,GUILDify: a web server for phenotypic characterization of genes through biological data integration and network-based prioritization algorithms.,,Uses resource as analysis tool,using_with,1
31802128,RAACBook: a web server of reduced amino acid alphabet for sequence-dependent inference by using Chou's five-step rule.,,Uses resource as analysis tool,using_with,1
25267794,The Cancer Genomics Hub (CGHub): overcoming cancer through the power of torrential data.,cghub,Uses resource as analysis tool,using_with,1
22553363,ZINCPharmer: pharmacophore search of the ZINC database.,,Data mining/querying of existing resource,mining_data,1
34572428,DNArepairK: An Interactive Database for Exploring the Impact of Anticancer Drugs onto the Dynamics of DNA Repair Proteins.,,Data mining/querying of existing resource,mining_data,1
28460063,WoPPER: Web server for Position Related data analysis of gene Expression in Prokaryotes.,wopper,Focuses on analysis/study using data from resource,analysis_study,1
21515631,miRanalyzer: an update on the detection and analysis of microRNAs in high-throughput sequencing experiments.,,Focuses on analysis/study using data from resource,analysis_study,1
25570666,WELCOME – innovative integrated care platform using wearable sensing and smart cloud computing for COPD patients with comorbidities.,welcome,Uses resource as analysis tool,using_with,1
32503412,PS4DR: a multimodal workflow for identification and prioritization of drugs based on pathway signatures.,ps4dr,Describes method/approach based on resource data,based_approach,1
31688938,RareLSD: a manually curated database of lysosomal enzymes associated with rare diseases.,,Uses resource as analysis tool,using_with,1
34261540,DeepProg: an ensemble of deep-learning and machine-learning models for prognosis prediction using multi-omics data.,,Uses resource as analysis tool,using_with,1
24065691,SUS-BAR: a database of pig proteins with statistically validated structural and functional annotation.,sus-bar,Uses resource as analysis tool,using_with,1
34279599,AVPIden: a new scheme for identification and functional prediction of antiviral peptides based on machine learning approaches.,,Describes method/approach based on resource data,based_approach,1
33233537,"HumiR: Web Services, Tools and Databases for Exploring Human microRNA Data.",humir,Data mining/querying of existing resource,mining_data,1
22348130,HIPPIE: Integrating protein interaction networks with experiment based quality scores.,hippie,Uses resource as analysis tool,using_with,1
30239879,Trips-Viz: a transcriptome browser for exploring Ribo-Seq data.,,Data mining/querying of existing resource,mining_data,1
28315408,StemTextSearch: Stem cell gene database with evidence from abstracts.,,Uses resource as analysis tool,using_with,1
24892985,NqA: an R-based algorithm for the normalization and analysis of microRNA quantitative real-time polymerase chain reaction data.,nqa,Focuses on analysis/study using data from resource,analysis_study,1
23710289,NRF2-ome: an integrated web resource to discover protein interaction and regulatory networks of NRF2.,,Uses resource as analysis tool,reveals_identifies,1
22787465,GabiPD - The GABI Primary Database integrates plant proteomic data with gene-centric information.,gabipd,Uses resource as analysis tool,using_with,1
34715518,GeneCoNet: A web application server for constructing cancer patient-specific gene correlation networks with prognostic gene pairs.,,Uses resource as analysis tool,using_with,1
31960894,sismonr: simulation of in silico multi-omic networks with adjustable ploidy and post-transcriptional regulation in R.,,Uses resource as analysis tool,using_with,1
33713107,MetaPrism: A versatile toolkit for joint taxa/gene analysis of metagenomic sequencing data.,,Focuses on analysis/study using data from resource,analysis_study,1
32934016,TheCellVision.org: A Database for Visualizing and Mining High-Content Cell Imaging Projects.,,Data mining/querying of existing resource,mining_data,1
32735312,PyRice: a Python package for querying Oryza sativa databases.,pyrice,Data mining/querying of existing resource,mining_data,1
32663312,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets.,,Data mining/querying of existing resource,mining_data,1
33208742,"QM-symex, update of the QM-sym database with excited state information for 173 kilo molecules.",,Uses resource as analysis tool,using_with,1
26980517,HerDing: herb recommendation system to treat diseases using genes and chemicals.,,Uses resource as analysis tool,using_with,1
21513511,Ultra-fast sequence clustering from similarity networks with SiLiX.,silix,Uses resource as analysis tool,using_with,1
24312569,Real-time fMRI pattern decoding and neurofeedback using FRIEND: an FSL-integrated BCI toolbox.,friend,Uses resource as analysis tool,using_with,1
24573881,"AnaLysis of Expression on human chromosome 21, ALE-HSA21: a pilot integrated web resource.",ale-hsa21,Focuses on analysis/study using data from resource,analysis_study,1
26666970,MycoCAP - Mycobacterium Comparative Analysis Platform.,,Focuses on analysis/study using data from resource,analysis_study,1
29788413,ezTag: tagging biomedical concepts via interactive learning.,eztag,Uses resource as analysis tool,using_with,1
23803467,GRN2SBML: automated encoding and annotation of inferred gene regulatory networks complying with SBML.,grn2sbml,Uses resource as analysis tool,using_with,1
25433696,LigDig: a web server for querying ligand-protein interactions.,ligdig,Data mining/querying of existing resource,mining_data,1
26542446,EnzDP: improved enzyme annotation for metabolic network reconstruction based on domain composition profiles.,enzdp,Describes method/approach based on resource data,based_approach,1
29186322,SAPP: functional genome annotation and analysis through a semantic framework using FAIR principles.,sapp,Uses resource as analysis tool,using_with,1
25028726,MToolBox: a highly automated pipeline for heteroplasmy annotation and prioritization analysis of human mitochondrial variants in high-throughput sequencing.,,Focuses on analysis/study using data from resource,analysis_study,1
33627669,"OutFin, a multi-device and multi-modal dataset for outdoor localization based on the fingerprinting approach.",outfin,Describes method/approach based on resource data,based_approach,1
30623477,eSHAFTS: Integrated and graphical drug design software based on 3D molecular similarity.,,Describes method/approach based on resource data,based_approach,1
32981139,Whole-Brain Image Analysis and Anatomical Atlas 3D Generation Using MagellanMapper.,,Uses resource as analysis tool,using_with,1
23716644,BiDaS: a web-based Monte Carlo BioData Simulator based on sequence/feature characteristics.,bidas,Describes method/approach based on resource data,based_approach,1
31907209,pVACtools: A Computational Toolkit to Identify and Visualize Cancer Neoantigens.,,Uses resource as analysis tool,reveals_identifies,1
31647529,PlanExp: intuitive integration of complex RNA-seq datasets with planarian omics resources.,,Uses resource as analysis tool,using_with,1
33623058,EXACT: a collaboration toolset for algorithm-aided annotation of images with annotation version control.,exact,Uses resource as analysis tool,using_with,1
29092935,CRAVAT 4: Cancer-Related Analysis of Variants Toolkit.,cravat,Focuses on analysis/study using data from resource,analysis_study,1
34181736,CROssBAR: comprehensive resource of biomedical relations with knowledge graph representations.,,Uses resource as analysis tool,using_with,1
32439998,TraPS-VarI: Identifying genetic variants altering phosphotyrosine based signalling motifs.,,Uses resource as analysis tool,reveals_identifies,1
27158917,"Interactive Exploration, Analysis, and Visualization of Complex Phenome-Genome Datasets with ASPIREdb.",,Uses resource as analysis tool,using_with,1
28057684,iSmaRT: a toolkit for a comprehensive analysis of small RNA-Seq data.,ismart,Focuses on analysis/study using data from resource,analysis_study,1
29473009,COREMIC: a web-tool to search for a niche associated CORE MICrobiome.,coremic,Data mining/querying of existing resource,mining_data,1
21372341,Key2Ann: a tool to process sequence sets by replacing database identifiers with a human-readable annotation.,,Uses resource as analysis tool,using_with,1
26363020,Co-LncRNA: investigating the lncRNA combinatorial effects in GO annotations and KEGG pathways based on human RNA-Seq data.,,Describes method/approach based on resource data,based_approach,1
26434581,mirPRo-a novel standalone program for differential expression and variation analysis of miRNAs.,mirpro,Focuses on analysis/study using data from resource,analysis_study,1
27142836,iMap4: An open source toolbox for the statistical fixation mapping of eye movement data with linear mixed modeling.,imap4,Uses resource as analysis tool,using_with,1
24875471,"PTHGRN: unraveling post-translational hierarchical gene regulatory networks using PPI, ChIP-seq and gene expression data.",pthgrn,Uses resource as analysis tool,using_with,1
23079107,CellNOptR: a flexible toolkit to train protein signaling networks to data using multiple logic formalisms.,,Uses resource as analysis tool,using_with,1
27316337,PGA: an R/Bioconductor package for identification of novel peptides using a customized database derived from RNA-Seq.,pga,Uses resource as analysis tool,using_with,1
31657565,LFQ-Analyst: An Easy-To-Use Interactive Web Platform To Analyze and Visualize Label-Free Proteomics Data Preprocessed with MaxQuant.,,Uses resource as analysis tool,using_with,1
23127988,Adenosiland: walking through adenosine receptors landscape.,,Uses resource as analysis tool,using_with,1
31023147,Circbank: a comprehensive database for circRNA with standard nomenclature.,,Uses resource as analysis tool,using_with,1
21500218,MDAnalysis: a toolkit for the analysis of molecular dynamics simulations.,,Focuses on analysis/study using data from resource,analysis_study,1
33554860,"shinyDepMap, a tool to identify targetable cancer genes and their functional connections from Cancer Dependency Map data.",,Uses resource as analysis tool,reveals_identifies,1
21977986,ProDiGe: Prioritization Of Disease Genes with multitask machine learning from positive and unlabeled examples.,,Uses resource as analysis tool,using_with,1
30630411,CoMetGeNe: mining conserved neighborhood patterns in metabolic and genomic contexts.,,Data mining/querying of existing resource,mining_data,1
28460065,SBSPKSv2: structure-based sequence analysis of polyketide synthases and non-ribosomal peptide synthetases.,,Focuses on analysis/study using data from resource,analysis_study,1
33963857,Proteo3Dnet: a web server for the integration of structural information with interactomics data.,,Uses resource as analysis tool,using_with,1
29659710,SnapperDB: a database solution for routine sequencing analysis of bacterial isolates.,,Focuses on analysis/study using data from resource,analysis_study,1
21904425,SSPred: A prediction server based on SVM for the identification and classification of proteins involved in bacterial secretion systems.,sspred,Describes method/approach based on resource data,based_approach,1
33243176,CAPRIB: a user-friendly tool to study amino acid changes and selection for the exploration of intra-genus evolution.,caprib,Data mining/querying of existing resource,mining_data,1
32436933,iWhale: a computational pipeline based on Docker and SCons for detection and annotation of somatic variants in cancer WES data.,iwhale,Describes method/approach based on resource data,based_approach,1
26658293,EPIMIC: A Simple Homemade Computer Program for Real-Time EPIdemiological Surveillance and Alert Based on MICrobiological Data.,epimic,Describes method/approach based on resource data,based_approach,1
32657416,MutCombinator: identification of mutated peptides allowing combinatorial mutations using nucleotide-based graph search.,,Uses resource as analysis tool,using_with,1
30773592,DriverML: a machine learning algorithm for identifying driver genes in cancer sequencing studies.,,Uses resource as analysis tool,reveals_identifies,1
31373611,circMeta: a unified computational framework for genomic feature annotation and differential expression analysis of circular RNAs.,,Focuses on analysis/study using data from resource,analysis_study,1
30416498,PredT4SE-Stack: Prediction of Bacterial Type IV Secreted Effectors From Protein Sequences Using a Stacked Ensemble Method.,,Uses resource as analysis tool,using_with,1
29893890,RNA Framework: an all-in-one toolkit for the analysis of RNA structures and post-transcriptional modifications.,,Focuses on analysis/study using data from resource,analysis_study,1
24495746,DRUMS: Disk Repository with Update Management and Select option for high throughput sequencing data.,drums,Uses resource as analysis tool,using_with,1
34944842,Mapping the Melanoma Plasma Proteome (MPP) Using Single-Shot Proteomics Interfaced with the WiMT Database.,wimt,Uses resource as analysis tool,using_with,1
26708333,simDEF: definition-based semantic similarity measure of gene ontology terms for functional similarity analysis of genes.,simdef,Focuses on analysis/study using data from resource,analysis_study,1
34809571,HaplotypeTools: a toolkit for accurately identifying recombination and recombinant genotypes.,,Uses resource as analysis tool,reveals_identifies,1
27706202,PubMedPortable: A Framework for Supporting the Development of Text Mining Applications.,,Data mining/querying of existing resource,mining_data,1
29697364,IMPACT web portal: oncology database integrating molecular profiles with actionable therapeutics.,impact,Uses resource as analysis tool,using_with,1
31461459,Neural computational model GrowthEstimate: A model for studying living resources through digestive efficiency.,,Uses resource as analysis tool,using_with,1
28172359,CIIPro: a new read-across portal to fill data gaps using public large-scale chemical and biological data.,ciipro,Uses resource as analysis tool,using_with,1
25659145,UFSRAT: Ultra-fast Shape Recognition with Atom Types--the discovery of novel bioactive small molecular scaffolds for FKBP12 and 11βHSD1.,ufsrat,Uses resource as analysis tool,using_with,1
22689639,BiForce Toolbox: powerful high-throughput computational analysis of gene-gene interactions in genome-wide association studies.,,Focuses on analysis/study using data from resource,analysis_study,1
31225863,Sequencing data discovery with MetaSeek.,,Uses resource as analysis tool,using_with,1
28410421,phylo-node: A molecular phylogenetic toolkit using Node.js.,,Uses resource as analysis tool,using_with,1
33787871,Wormicloud: a new text summarization tool based on word clouds to explore the C. elegans literature.,,Describes method/approach based on resource data,based_approach,1
21385030,SubMAP: aligning metabolic pathways with subnetwork mappings.,submap,Uses resource as analysis tool,using_with,1
32393170,methCancer-gen: a DNA methylome dataset generator for user-specified cancer type based on conditional variational autoencoder.,,Describes method/approach based on resource data,based_approach,1
31151998,GRAF-pop: A Fast Distance-Based Method To Infer Subject Ancestry from Multiple Genotype Datasets Without Principal Components Analysis.,graf,Describes method/approach based on resource data,based_approach,1
33750951,Demonstrating the utility of flexible sequence queries against indexed short reads with FlexTyper.,,Uses resource as analysis tool,using_with,1
30903685,ASTRAL-MP: scaling ASTRAL to very large datasets using randomization and parallelization.,astral,Uses resource as analysis tool,using_with,1
22002696,Pathos: a web facility that uses metabolic maps to display experimental changes in metabolites identified by mass spectrometry.,pathos,Uses resource as analysis tool,reveals_identifies,1
29262775,ShinyGPAS: interactive genomic prediction accuracy simulator based on deterministic formulas.,,Describes method/approach based on resource data,based_approach,1
29036410,SPRINT: an SNP-free toolkit for identifying RNA editing sites.,sprint,Uses resource as analysis tool,reveals_identifies,1
29329398,LeNup: learning nucleosome positioning from DNA sequences with improved convolutional neural networks.,lenup,Uses resource as analysis tool,using_with,1
28614402,Providing researchers with online access to NHLBI biospecimen collections: The results of the first six years of the NHLBI BioLINCC program.,,Uses resource as analysis tool,using_with,1
26722765,Introduction of the Python script STRinNGS for analysis of STR regions in FASTQ or BAM files and expansion of the Danish STR sequence database to 11 STRs.,,Focuses on analysis/study using data from resource,analysis_study,1
29761469,Hymenoptera Genome Database: Using HymenopteraMine to Enhance Genomic Studies of Hymenopteran Insects.,,Uses resource as analysis tool,using_with,1
27797764,RedNemo: topology-based PPI network reconstruction via repeated diffusion with neighborhood modifications.,,Uses resource as analysis tool,using_with,1
33848166,MAPLE: A Microbiome Analysis Pipeline Enabling Optimal Peptide Search and Comparative Taxonomic and Functional Analysis.,maple,Data mining/querying of existing resource,mining_data,1
29420797,Octopus-toolkit: a workflow to automate mining of public epigenomic and transcriptomic next-generation sequencing data.,,Data mining/querying of existing resource,mining_data,1
32621219,Estimating the Quality of 3D Protein Models Using the ModFOLD7 Server.,,Uses resource as analysis tool,using_with,1
30590442,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization.,,Describes method/approach based on resource data,based_approach,1
34108470,R2DT is a framework for predicting and visualising RNA secondary structure using templates.,r2dt,Uses resource as analysis tool,using_with,1
25948580,PACCMIT/PACCMIT-CDS: identifying microRNA targets in 3' UTRs and coding sequences.,paccmit,Uses resource as analysis tool,reveals_identifies,1
22607234,Multiple structure alignment with msTALI.,mstali,Uses resource as analysis tool,using_with,1
27071849,Fast and sensitive taxonomic classification for metagenomics with Kaiju.,kaiju,Uses resource as analysis tool,using_with,1
31882996,Bioinformatics pipeline using JUDI: Just Do It!,judi,Uses resource as analysis tool,using_with,1
30590444,Improved mutant function prediction via PACT: Protein Analysis and Classifier Toolkit.,pact,Uses resource as analysis tool,using_with,1
28968788,CSAR: a contig scaffolding tool using algebraic rearrangements.,csar,Uses resource as analysis tool,using_with,1
28981643,MareyMap Online: A User-Friendly Web Application and Database Service for Estimating Recombination Rates Using Physical and Genetic Maps.,,Uses resource as analysis tool,using_with,1
33978743,InterEvDock3: a combined template-based and free docking server with increased performance through explicit modeling of complex homologs and integration of covariation-based contact maps.,,Uses resource as analysis tool,using_with,1
27307614,deBWT: parallel construction of Burrows-Wheeler Transform for large collection of genomes with de Bruijn-branch encoding.,debwt,Uses resource as analysis tool,using_with,1
30824909,DECO: decompose heterogeneous population cohorts for patient stratification and discovery of sample biomarkers using omic data profiling.,deco,Uses resource as analysis tool,using_with,1
32047873,ClinEpiDB: an open-access clinical epidemiology database resource encouraging online exploration of complex studies.,,Data mining/querying of existing resource,mining_data,1
31106372,Yvis: antibody high-density alignment visualization and analysis platform with an integrated database.,yvis,Uses resource as analysis tool,using_with,1
30639259,HTiP: High-Throughput Immunomodulator Phenotypic Screening Platform to Reveal IAP Antagonists as Anti-cancer Immune Enhancers.,htip,Uses resource as analysis tool,reveals_identifies,1
23259794,"RNAmap2D - calculation, visualization and analysis of contact and distance maps for RNA and protein-RNA complex structures.",,Focuses on analysis/study using data from resource,analysis_study,1
24911789,CELLO2GO: a web server for protein subCELlular LOcalization prediction with functional gene ontology annotation.,cello2go,Uses resource as analysis tool,using_with,1
27185890,QuadBase2: web server for multiplexed guanine quadruplex mining and visualization.,,Data mining/querying of existing resource,mining_data,1
22098775,TRENTOOL: a Matlab open source toolbox to analyse information flow in time series data with transfer entropy.,trentool,Uses resource as analysis tool,using_with,1
28472372,ProteinsPlus: a web portal for structure analysis of macromolecules.,,Focuses on analysis/study using data from resource,analysis_study,1
32145577,Development and application of the thermodynamic database PRODATA dedicated to the monitoring of mining activities from exploration to remediation.,prodata,Data mining/querying of existing resource,mining_data,1
21938634,Using cisTargetX to predict transcriptional targets and networks in Drosophila.,,Uses resource as analysis tool,using_with,1
27846806,GEN3VA: aggregation and analysis of gene expression signatures from related studies.,gen3va,Focuses on analysis/study using data from resource,analysis_study,1
21992029,Genome-wide prediction of splice-modifying SNPs in human genes using a new analysis pipeline called AASsites.,,Uses resource as analysis tool,using_with,1
27867422,"ClassyFire: automated chemical classification with a comprehensive, computable taxonomy.",,Uses resource as analysis tool,using_with,1
32320656,CytoMAP: A Spatial Analysis Toolbox Reveals Features of Myeloid Cell Organization in Lymphoid Tissues.,,Uses resource as analysis tool,reveals_identifies,1
24403538,Allerdictor: fast allergen prediction using text classification techniques.,,Uses resource as analysis tool,using_with,1
23797110,FijiWings: an open source toolkit for semiautomated morphometric analysis of insect wings.,,Focuses on analysis/study using data from resource,analysis_study,1
28619054,HGPEC: a Cytoscape app for prediction of novel disease-gene and disease-disease associations and evidence collection based on a random walk on heterogeneous network.,hgpec,Describes method/approach based on resource data,based_approach,1
22616108,ApiNATOMY: a novel toolkit for visualizing multiscale anatomy schematics with phenotype-related information.,,Uses resource as analysis tool,using_with,1
30413482,ChIP-Atlas: a data-mining suite powered by full integration of public ChIP-seq data.,,Data mining/querying of existing resource,mining_data,1
29184056,Functional mapping and annotation of genetic associations with FUMA.,fuma,Uses resource as analysis tool,using_with,1
22505817,Vaxjo: a web-based vaccine adjuvant database and its application for analysis of vaccine adjuvants and their uses in vaccine development.,vaxjo,Focuses on analysis/study using data from resource,analysis_study,1
25281234,CanvasDB: a local database infrastructure for analysis of targeted- and whole genome re-sequencing projects.,,Focuses on analysis/study using data from resource,analysis_study,1
29897411,comoRbidity: an R package for the systematic analysis of disease comorbidities.,,Focuses on analysis/study using data from resource,analysis_study,1
34037702,SimText: a text mining framework for interactive analysis and visualization of similarities among biomedical entities.,,Data mining/querying of existing resource,mining_data,1
30101336,"LipidFinder on LIPID MAPS: peak filtering, MS searching and statistical analysis for lipidomics.",,Data mining/querying of existing resource,mining_data,1
24170806,SporeWeb: an interactive journey through the complete sporulation cycle of Bacillus subtilis.,,Uses resource as analysis tool,using_with,1
32215567,CRiSP: accurate structure prediction of disulfide-rich peptides with cystine-specific sequence alignment and machine learning.,crisp,Uses resource as analysis tool,using_with,1
34585726,EpiSurf: metadata-driven search server for analyzing amino acid changes within epitopes of SARS-CoV-2 and other viral species.,,Data mining/querying of existing resource,mining_data,1
21624158,HyQue: evaluating hypotheses using Semantic Web technologies.,hyque,Uses resource as analysis tool,using_with,1
22531214,NuST: analysis of the interplay between nucleoid organization and gene expression.,nust,Focuses on analysis/study using data from resource,analysis_study,1
22805179,"EvolMarkers: a database for mining exon and intron markers for evolution, ecology and conservation studies.",,Data mining/querying of existing resource,mining_data,1
30825368,Aggrescan3D standalone package for structure-based prediction of protein aggregation properties.,a3d,Describes method/approach based on resource data,based_approach,1
26801957,ELASPIC web-server: proteome-wide structure-based prediction of mutation effects on protein stability and binding affinity.,elaspic,Describes method/approach based on resource data,based_approach,1
26400039,"PathwaysWeb: a gene pathways API with directional interactions, expanded gene ontology, and versioning.",,Uses resource as analysis tool,using_with,1
31510693,hicGAN infers super resolution Hi-C data with generative adversarial networks.,hicgan,Uses resource as analysis tool,using_with,1
25969449,GalaxyPepDock: a protein-peptide docking tool based on interaction similarity and energy optimization.,,Describes method/approach based on resource data,based_approach,1
31305071,WinProphet: A User-Friendly Pipeline Management System for Proteomics Data Analysis Based on Trans-Proteomic Pipeline.,,Describes method/approach based on resource data,based_approach,1
27153724,Cas-Database: web-based genome-wide guide RNA library design for gene knockout screens using CRISPR-Cas9.,,Uses resource as analysis tool,using_with,1
31092193,PathMe: merging and exploring mechanistic pathway knowledge.,pathme,Data mining/querying of existing resource,mining_data,1
28155633,Multi-CAR: a tool of contig scaffolding using multiple references.,,Uses resource as analysis tool,using_with,1
22693224,PsRobot: a web-based plant small RNA meta-analysis toolbox.,,Focuses on analysis/study using data from resource,analysis_study,1
24930140,"miR-PREFeR: an accurate, fast and easy-to-use plant miRNA prediction tool using small RNA-Seq data.",,Uses resource as analysis tool,using_with,1
28025337,"On-the-fly selection of cell-specific enhancers, genes, miRNAs and proteins across the human body using SlideBase.",,Uses resource as analysis tool,using_with,1
31804670,ImPLoc: a multi-instance deep learning model for the prediction of protein subcellular localization based on immunohistochemistry images.,imploc,Describes method/approach based on resource data,based_approach,1
