pmid,title,primary_entity_short,matched_categories,pattern_count
25220945,nuMap: a web platform for accurate prediction of nucleosome positioning.,numap,"workflow_pipeline, computational_ml",2
32838738,HPC-REDItools: a novel HPC-aware tool for improved large scale RNA-editing analysis.,,"workflow_pipeline, comparison_benchmark",2
27151405,DrugGenEx-Net: a novel computational platform for systems pharmacology and gene expression-based drug repurposing.,,"workflow_pipeline, computational_ml",2
34461312,Lisen&Curate: A platform to facilitate gathering textual evidence for curation of regulation of transcription initiation in bacteria.,,"workflow_pipeline, using_phrases",2
34588443,JCGA: the Japanese version of the Cancer Genome Atlas and its contribution to the interpretation of gene alterations detected in clinical cancer genome sequencing.,jcga,"using_phrases, database_update",2
33304465,HARP: a database of structural impacts of systematic missense mutations in drug targets of <i>Mycobacterium leprae</i>.,harp,"data_integration, using_phrases",2
22390128,[Y-STR Poland--a database for evaluation of evidence value in forensic genetics].,,"comparison_benchmark, using_phrases",2
32119082,V-SVA: an R Shiny application for detecting and annotating hidden sources of variation in single-cell RNA-seq data.,v-sva,"using_phrases, validation_study",2
25495116,AKE - the Accelerated k-mer Exploration web-tool for rapid taxonomic classification and visualization.,ake,"workflow_pipeline, computational_ml",2
25388105,The Eukaryotic Pathogen Databases: a functional genomic resource integrating data from human and veterinary parasites.,,"data_integration, using_phrases",2
21464846,pkDACLASS: Open source software for analyzing MALDI-TOF data.,,"workflow_pipeline, comparison_benchmark",2
23325628,PPInterFinder--a mining tool for extracting causal relations on human proteins from literature.,,"workflow_pipeline, using_phrases",2
33858509,QSAR-Co-X: an open source toolkit for multitarget QSAR modelling.,,"workflow_pipeline, computational_ml",2
31885041,DTI-CDF: a cascade deep forest model towards the prediction of drug-target interactions based on hybrid features.,dti-cdf,"computational_ml, using_phrases",2
24564956,BRCA-Monet: a breast cancer specific drug treatment mode-of-action network for treatment effective prediction using large scale microarray database.,,"computational_ml, using_phrases",2
22070195,"PESCADOR, a web-based tool to assist text-mining of biointeractions extracted from PubMed queries.",pescador,"workflow_pipeline, using_phrases",2
30767777,BioVR: a platform for virtual reality assisted biological data integration and visualization.,biovr,"workflow_pipeline, data_integration",2
22369513,Analysis of 16S rRNA environmental sequences using MEGAN.,megan,"comparison_benchmark, using_phrases",2
23756628,ROCK: a resource for integrative breast cancer data analysis.,rock,"comparison_benchmark, data_integration",2
27378288,"AMIGO2, a toolbox for dynamic modeling, optimization and control in systems biology.",amigo2,"computational_ml, using_phrases",2
27822119,The Danish Ventral Hernia Database - a valuable tool for quality assessment and research.,,"workflow_pipeline, comparison_benchmark",2
31836830,Cosolvent Analysis Toolkit (CAT): a robust hotspot identification platform for cosolvent simulations of proteins to expand the druggable proteome.,cat,"workflow_pipeline, comparison_benchmark",2
26597459,Coev-web: a web platform designed to simulate and evaluate coevolving positions along a phylogenetic tree.,,"workflow_pipeline, comparison_benchmark",2
28961756,4D nucleome Analysis Toolbox: analysis of Hi-C data with abnormal karyotype and time series capabilities.,,"comparison_benchmark, using_phrases",2
27155864,Neuron-Miner: An Advanced Tool for Morphological Search and Retrieval in Neuroscientific Image Databases.,,"workflow_pipeline, using_phrases",2
30942869,TranscriptAchilles: a genome-wide platform to predict isoform biomarkers of gene essentiality in cancer.,,"workflow_pipeline, using_phrases",2
31691385,The Clinical Genome and Ancestry Report: An interactive web application for prioritizing clinically implicated variants from genome sequencing data with ancestry composition.,,"using_phrases, validation_study",2
27669338,ChemDataExtractor: A Toolkit for Automated Extraction of Chemical Information from the Scientific Literature.,,"workflow_pipeline, using_phrases",2
33590697,"TaxonTableTools: A comprehensive, platform-independent graphical user interface software to explore and visualise DNA metabarcoding data.",,"workflow_pipeline, data_integration",2
26585775,Allele Frequencies Net Database: Improvements for storage of individual genotypes and analysis of existing data.,,"comparison_benchmark, database_update",2
30040077,"MANTA2, update of the Mongo database for the analysis of transcription factor binding site alterations.",manta2,"comparison_benchmark, database_update",2
32719477,A multilevel statistical toolkit to study animal social networks: the Animal Network Toolkit Software (ANTs) R package.,ants,"workflow_pipeline, computational_ml",2
33140413,Technical note: A report on the Forensic Anthropology Database for Assessing Methods Accuracy.,,"comparison_benchmark, using_phrases",2
26314578,MGFM: a novel tool for detection of tissue and cell specific marker genes from microarray gene expression data.,mgfm,"workflow_pipeline, using_phrases",2
22130590,An infrastructure for ontology-based information systems in biomedicine: RICORDO case study.,ricordo,"using_phrases, validation_study",2
28938003,OXSA: An open-source magnetic resonance spectroscopy analysis toolbox in MATLAB.,oxsa,"comparison_benchmark, using_phrases",2
22426342,BioQ: tracing experimental origins in public genomic databases using a novel data provenance model.,bioq,"computational_ml, using_phrases",2
22332237,Phylogenomic analysis of bacterial and archaeal sequences with AMPHORA2.,amphora2,"comparison_benchmark, using_phrases",2
27317001,BRET: NanoLuc-Based Bioluminescence Resonance Energy Transfer Platform to Monitor Protein-Protein Interactions in Live Cells.,bret,"workflow_pipeline, using_phrases",2
22807434,Teaching the fluctuation test in silico by using mutate: a program to distinguish between the adaptive and spontaneous mutation hypotheses.,mutate,"using_phrases, validation_study",2
26055102,BioAcoustica: a free and open repository and analysis platform for bioacoustics.,,"workflow_pipeline, comparison_benchmark",2
28559010,OpenMS - A platform for reproducible analysis of mass spectrometry data.,openms,"workflow_pipeline, comparison_benchmark",2
27072794,JBrowse: a dynamic web platform for genome visualization and analysis.,,"workflow_pipeline, comparison_benchmark",2
33803957,"Gravitational Experimental Platform for Animal Models, a New Platform at ESA's Terrestrial Facilities to Study the Effects of Micro- and Hypergravity on Aquatic and Rodent Animal Models.",,"workflow_pipeline, using_phrases",2
30416387,<i>TFmapper</i>: A Tool for Searching Putative Factors Regulating Gene Expression Using ChIP-seq Data.,,"workflow_pipeline, using_phrases",2
21284836,MM-ChIP enables integrative analysis of cross-platform and between-laboratory ChIP-chip or ChIP-seq data.,,"workflow_pipeline, comparison_benchmark",2
"33479245, 34279596",The human O-GlcNAcome database and meta-analysis.,,"comparison_benchmark, data_integration",2
23181507,"CloudMan as a platform for tool, data, and analysis distribution.",,"workflow_pipeline, comparison_benchmark",2
30208877,"Global Abortion Policies Database: a new approach to strengthening knowledge on laws, policies, and human rights standards.",,"workflow_pipeline, using_phrases",2
24573880,TSLP signaling pathway map: a platform for analysis of TSLP-mediated signaling.,tslp,"workflow_pipeline, comparison_benchmark",2
22121156,Using Sybil for interactive comparative genomics of microbes on the web.,sybil,"comparison_benchmark, using_phrases",2
27153664,Combenefit: an interactive platform for the analysis and visualization of drug combinations.,,"workflow_pipeline, comparison_benchmark",2
28334266,Phenopolis: an open platform for harmonization and analysis of genetic and phenotypic data.,,"workflow_pipeline, comparison_benchmark",2
26158448,Genome Modeling System: A Knowledge Management Platform for Genomics.,,"workflow_pipeline, computational_ml",2
27932923,"India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform.",,"workflow_pipeline, data_integration",2
23962734,Modeling visual working memory with the MemToolbox.,,"computational_ml, using_phrases",2
30371894,The Virtual Metabolic Human database: integrating human and gut microbiome metabolism with nutrition and disease.,,"data_integration, using_phrases",2
33904719,Cheetah: A Computational Toolkit for Cybergenetic Control.,,"workflow_pipeline, computational_ml",2
22768229,MetaboSearch: tool for mass-based metabolite identification using multiple databases.,,"workflow_pipeline, using_phrases",2
29037173,"TaxMapper: an analysis tool, reference database and workflow for metatranscriptome analysis of eukaryotic microorganisms.",,"workflow_pipeline, comparison_benchmark",2
30414111,Using BUSCO to Assess Insect Genomic Resources.,busco,"comparison_benchmark, using_phrases",2
21635747,"ngs_backbone: a pipeline for read cleaning, mapping and SNP calling using next generation sequence.",,"workflow_pipeline, using_phrases",2
31560649,The CELLmicrocosmos Tools: A Small History of Java-Based Cell and Membrane Modelling Open Source Software Development.,,"workflow_pipeline, computational_ml",2
26357913,Genetic properties of the MAGIC maize population: a new platform for high definition QTL mapping in Zea mays.,,"workflow_pipeline, using_phrases",2
22693437,"Exploring massive, genome scale datasets with the GenometriCorr package.",,"workflow_pipeline, using_phrases",2
21333005,TRAM (Transcriptome Mapper): database-driven creation and analysis of transcriptome maps from multiple sources.,tram,"comparison_benchmark, using_phrases",2
33253147,Brain Modeling ToolKit: An open source software suite for multiscale modeling of brain circuits.,,"workflow_pipeline, computational_ml",2
28545463,CVE: an R package for interactive variant prioritisation in precision oncology.,cve,"workflow_pipeline, using_phrases",2
22912854,mMWeb--an online platform for employing multiple ecological niche modeling algorithms.,mmweb,"workflow_pipeline, computational_ml",2
25534952,"NMR spectroscopic search module for Spektraris, an online resource for plant natural product identification--Taxane diterpenoids from Taxus × media cell suspension cultures as a case study.",,"using_phrases, validation_study",2
32241255,EpiMOLAS: an intuitive web-based framework for genome-wide DNA methylation analysis.,,"workflow_pipeline, comparison_benchmark",2
29218563,A Practical Guide to iSPOT Modeling: An Integrative Structural Biology Platform.,ispot,"workflow_pipeline, computational_ml",2
30375473,A new cerebral vessel benchmark dataset (CAPUT) for validation of image-based aneurysm deformation estimation algorithms.,caput,"comparison_benchmark, validation_study",2
30184055,Glutton: a tool for generating structural ensembles of partly disordered proteins from chemical shifts.,,"workflow_pipeline, using_phrases",2
28141874,"Metabox: A Toolbox for Metabolomic Data Analysis, Interpretation and Integrative Exploration.",,"comparison_benchmark, data_integration",2
25422678,STRAP PTM: Software Tool for Rapid Annotation and Differential Comparison of Protein Post-Translational Modifications.,strap ptm,"workflow_pipeline, comparison_benchmark",2
26685306,PaxtoolsR: pathway analysis in R using Pathway Commons.,,"comparison_benchmark, using_phrases",2
29136092,microRPM: a microRNA prediction model based only on plant small RNA sequencing data.,,"computational_ml, using_phrases",2
30862647,"GenTree, an integrated resource for analyzing the evolution and function of primate-specific coding genes.",,"comparison_benchmark, data_integration",2
27228153,TissueMiner: A multiscale analysis toolkit to quantify how cellular processes create tissue dynamics.,,"workflow_pipeline, comparison_benchmark",2
25911152,"PEIMAN 1.0: Post-translational modification Enrichment, Integration and Matching ANalysis.",peiman,"comparison_benchmark, data_integration",2
29171165,ReadTools: A universal toolkit for handling sequence data from different sequencing platforms.,,"workflow_pipeline, using_phrases",2
32994893,ATP7A Clinical Genetics Resource - A comprehensive clinically annotated database and resource for genetic variants in ATP7A gene.,atp7a,"data_integration, using_phrases",2
28775673,The Image Data Resource: A Bioimage Data Integration and Publication Platform.,,"workflow_pipeline, data_integration",2
30555515,PlantEAR: Functional Analysis Platform for Plant EAR Motif-Containing Proteins.,,"workflow_pipeline, comparison_benchmark",2
"28988138, 29195008",MouseTox: An online toxicity assessment tool for small molecules through Enalos Cloud platform.,enalos,"workflow_pipeline, comparison_benchmark",2
31219564,"AmyloWiki: an integrated database for Bacillus velezensis FZB42, the model strain for plant growth-promoting Bacilli.",,"computational_ml, data_integration",2
25053745,sapFinder: an R/Bioconductor package for detection of variant peptides in shotgun proteomics experiments.,,"workflow_pipeline, using_phrases",2
23390137,ELECANS--an integrated model development environment for multiscale cancer systems biology.,elecans,"computational_ml, data_integration",2
28387820,GalaxyHomomer: a web server for protein homo-oligomer structure prediction from a monomer sequence or structure.,,"computational_ml, using_phrases",2
30938757,Structural variant analysis for linked-read sequencing data with gemtools.,,"comparison_benchmark, using_phrases",2
29473246,Variant pathogenicity evaluation in the community-driven Inherited Neuropathy Variant Browser.,,"comparison_benchmark, using_phrases",2
28968872,PySCeSToolbox: a collection of metabolic pathway analysis tools.,,"workflow_pipeline, comparison_benchmark",2
23681121,DrugMap Central: an on-line query and visualization tool to facilitate drug repositioning studies.,,"workflow_pipeline, using_phrases",2
32194971,Portal of Juglandaceae: A comprehensive platform for Juglandaceae study.,,"workflow_pipeline, data_integration",2
24180668,Path2Models: large-scale generation of computational models from biochemical pathway maps.,,"computational_ml, using_phrases",2
31757212,"TACITuS: transcriptomic data collector, integrator, and selector on big data platform.",acitus,"workflow_pipeline, using_phrases",2
22555647,AMS 4.0: consensus prediction of post-translational modifications in protein sequences.,ams,"computational_ml, using_phrases",2
28582591,"A tool for integrating genetic and mass spectrometry-based peptide data: Proteogenomics Viewer: PV: A genome browser-like tool, which includes MS data visualization and peptide identification parameters.",,"workflow_pipeline, data_integration",2
29782006,Neurovascular Network Explorer 2.0: A Simple Tool for Exploring and Sharing a Database of Optogenetically-evoked Vasomotion in Mouse Cortex In Vivo.,,"workflow_pipeline, using_phrases",2
28476106,Geminivirus data warehouse: a database enriched with machine learning approaches.,,"computational_ml, using_phrases",2
22217156,BuildSummary: using a group-based approach to improve the sensitivity of peptide/protein identification in shotgun proteomics.,,"workflow_pipeline, using_phrases",2
29884752,Comparative Annotation Toolkit (CAT)-simultaneous clade and personal genome annotation.,,"workflow_pipeline, comparison_benchmark",2
34885724,SugarDrawer: A Web-Based Database Search Tool with Editing Glycan Structures.,,"workflow_pipeline, using_phrases",2
32238171,Automated gene data integration with Databio.,,"data_integration, using_phrases",2
31552413,Alliance of Genome Resources Portal: unified model organism research platform.,,"workflow_pipeline, computational_ml",2
32463383,Fungal metabarcoding data integration framework for the MycoDiversity DataBase (MDDB).,,"workflow_pipeline, data_integration",2
21775309,coMOTIF: a mixture framework for identifying transcription factor and a coregulator motif in ChIP-seq data.,,"workflow_pipeline, using_phrases",2
33036314,Recent Techniques in Nutrient Analysis for Food Composition Database.,,"comparison_benchmark, using_phrases",2
26640690,"GenomeTester4: a toolkit for performing basic set operations - union, intersection and complement on k-mer lists.",,"workflow_pipeline, using_phrases",2
23162086,Visualization and Phospholipid Identification (VaLID): online integrated search engine capable of identifying and visualizing glycerophospholipids with given mass.,,"data_integration, using_phrases",2
26912804,GeneGazer: A Toolkit Integrating Two Pipelines for Personalized Profiling and Biosignature Identification.,,"workflow_pipeline, data_integration",2
30856198,3D Tune-In Toolkit: An open-source library for real-time binaural spatialisation.,,"workflow_pipeline, using_phrases",2
30821703,ZOO: an automatic data-collection system for high-throughput structure analysis in protein microcrystallography.,zoo,"comparison_benchmark, using_phrases",2
28432568,"The MUSOS (MUsic SOftware System) Toolkit: A computer-based, open source application for testing memory for melodies.",musos,"workflow_pipeline, validation_study",2
25887563,CodingQuarry: highly accurate hidden Markov model gene prediction in fungal genomes using RNA-seq transcripts.,,"computational_ml, using_phrases",2
32877456,PHND: Pashtu Handwritten Numerals Database and deep learning benchmark.,phnd,"comparison_benchmark, computational_ml",2
25779921,MetaNET--a web-accessible interactive platform for biological metabolic network analysis.,etanet,"workflow_pipeline, comparison_benchmark",2
30355619,The NCI Transcriptional Pharmacodynamics Workbench: A Tool to Examine Dynamic Expression Profiling of Therapeutic Response in the NCI-60 Cell Line Panel.,,"workflow_pipeline, using_phrases",2
28705636,A review of bioinformatics platforms for comparative genomics. Recent developments of the EDGAR 2.0 platform and its utility for taxonomic and phylogenetic studies.,edgar,"workflow_pipeline, comparison_benchmark",2
26624790,SpinCouple: Development of a Web Tool for Analyzing Metabolite Mixtures via Two-Dimensional J-Resolved NMR Database.,,"workflow_pipeline, comparison_benchmark",2
22303335,MIRNA-DISTILLER: A Stand-Alone Application to Compile microRNA Data from Databases.,mirna-distiller,"using_phrases, validation_study",2
29087446,ndexr-an R package to interface with the network data exchange.,ndex,"workflow_pipeline, using_phrases",2
27573007,The ROC Toolbox: A toolbox for analyzing receiver-operating characteristics derived from confidence ratings.,,"comparison_benchmark, using_phrases",2
26509288,ProBiS-CHARMMing: Web Interface for Prediction and Optimization of Ligands in Protein Binding Sites.,,"computational_ml, using_phrases",2
26072509,IgRepertoireConstructor: a novel algorithm for antibody repertoire construction and immunoproteogenomics analysis.,,"comparison_benchmark, computational_ml",2
25086704,Integrating biological pathways and genomic profiles with ChiBE 2.,hibe,"data_integration, using_phrases",2
31101000,Bioinformatics Resource Manager: a systems biology web tool for microRNA and omics data integration.,,"workflow_pipeline, data_integration",2
32563332,Establishment and application of the National Parasitic Resource Center (NPRC) in China.,nprc,"using_phrases, validation_study",2
33689188,Organ-on-chip of the cervical epithelial layer: A platform to study normal and pathological cellular remodeling of the cervix.,,"workflow_pipeline, using_phrases",2
31688940,Tripal MapViewer: A tool for interactive visualization and comparison of genetic maps.,,"workflow_pipeline, comparison_benchmark",2
22591066,MetaMapp: mapping and visualizing metabolomic data by integrating information from biochemical pathways and chemical and mass spectral similarity.,,"data_integration, using_phrases",2
32660827,EURL ECVAM Genotoxicity and Carcinogenicity Database of Substances Eliciting Negative Results in the Ames Test: Construction of the Database.,eurl ecvam,"using_phrases, validation_study",2
33468706,Microbiome Search Engine 2: a Platform for Taxonomic and Functional Search of Global Microbiomes on the Whole-Microbiome Level.,,"workflow_pipeline, using_phrases",2
28084397,Altered Pathway Analyzer: A gene expression dataset analysis tool for identification and prioritization of differentially regulated and network rewired pathways.,,"workflow_pipeline, comparison_benchmark",2
28087515,H-BLAST: a fast protein sequence alignment toolkit on heterogeneous computers with GPUs.,blast,"workflow_pipeline, using_phrases",2
31060512,BacTag - a pipeline for fast and accurate gene and allele typing in bacterial sequencing data based on database preprocessing.,,"workflow_pipeline, using_phrases",2
21432942,The GeneInsight Suite: a platform to support laboratory and provider use of DNA-based genetic testing.,,"workflow_pipeline, validation_study",2
33590862,long-read-tools.org: an interactive catalogue of analysis methods for long-read sequencing data.,org,"workflow_pipeline, comparison_benchmark",2
31641140,Tracking vegetation phenology across diverse biomes using Version 2.0 of the PhenoCam Dataset.,,"using_phrases, database_update",2
23978768,Community-analyzer: a platform for visualizing and comparing microbial community structure across microbiomes.,,"workflow_pipeline, comparison_benchmark",2
26045719,"Repbase Update, a database of repetitive elements in eukaryotic genomes.",,"using_phrases, database_update",2
33072049,T4SE-XGB: Interpretable Sequence-Based Prediction of Type IV Secreted Effectors Using eXtreme Gradient Boosting Algorithm.,se-xgb,"computational_ml, using_phrases",2
29258817,A Completely Reimplemented MPI Bioinformatics Toolkit with a New HHpred Server at its Core.,hhpred,"workflow_pipeline, using_phrases",2
30576482,NBDC RDF portal: a comprehensive repository for semantic data in life sciences.,nbdc rdf,"data_integration, using_phrases",2
31139204,<i>Simplicity DiffExpress</i>: A Bespoke Cloud-Based Interface for RNA-seq Differential Expression Modeling and Analysis.,,"comparison_benchmark, computational_ml",2
31333719,FindTargetsWEB: A User-Friendly Tool for Identification of Potential Therapeutic Targets in Metabolic Networks of Bacteria.,,"workflow_pipeline, using_phrases",2
31349743,WeReview: CRISPR Tools-Live Repository of Computational Tools for Assisting CRISPR/Cas Experiments.,,"workflow_pipeline, computational_ml",2
34514504,Contraceptive and Infertility Target DataBase: a contraceptive drug development tool for targeting and analysis of human reproductive specific tissues†.,,"workflow_pipeline, comparison_benchmark",2
21498403,PathScan: a tool for discerning mutational significance in groups of putative cancer genes.,,"workflow_pipeline, using_phrases",2
31689201,Jointly Integrating VCF-Based Variants and OWL-Based Biomedical Ontologies in MongoDB.,,"data_integration, using_phrases",2
31732673,Protein-assisted RNA fragment docking (RnaX) for modeling RNA-protein interactions using ModelX.,rnax,"computational_ml, using_phrases",2
26864345,"De novo construction of a ""Gene-space"" for diploid plant genome rich in repetitive sequences by an iterative Process of Extraction and Assembly of NGS reads (iPEA protocol) with limited computing resources.",ipea,"workflow_pipeline, using_phrases",2
32289453,The open EEGLAB portal Interface: High-Performance computing with EEGLAB.,eeglab,"comparison_benchmark, using_phrases",2
34086933,catRAPID omics v2.0: going deeper and wider in the prediction of protein-RNA interactions.,,"computational_ml, using_phrases",2
22437851,MDWeb and MDMoby: an integrated web-based platform for molecular dynamics simulations.,mdmoby,"workflow_pipeline, data_integration",2
29408954,ARGs-OAP v2.0 with an expanded SARG database and Hidden Markov Models for enhancement characterization and quantification of antibiotic resistance genes in environmental metagenomes.,sarg,"using_phrases, database_update",2
28902397,Using SQL Databases for Sequence Similarity Searching and Analysis.,search,"comparison_benchmark, using_phrases",2
29235071,Computationally constructing a repository of compound remote associates test items in American English with comRAT-G.,comrat,"using_phrases, validation_study",2
25806516,Building a comprehensive mill-level database for the Industrial Sectors Integrated Solutions (ISIS) model of the U.S. pulp and paper sector.,,"computational_ml, data_integration",2
28638141,"al mena: a comprehensive resource of human genetic variants integrating genomes and exomes from Arab, Middle Eastern and North African populations.",,"data_integration, using_phrases",2
32207937,Hotspots API: A Python Package for the Detection of Small Molecule Binding Hotspots and Application to Structure-Based Drug Design.,,"workflow_pipeline, validation_study",2
30986209,Hypercomplex extreme learning machine with its application in multispectral palmprint recognition.,,"using_phrases, validation_study",2
27141917,Image Harvest: an open-source platform for high-throughput plant image processing and analysis.,,"workflow_pipeline, comparison_benchmark",2
31392309,KRAB ZNF explorer-the online tool for the exploration of the transcriptomic profiles of KRAB-ZNF factors in The Cancer Genome Atlas.,,"workflow_pipeline, using_phrases",2
34185062,BioVLAB-Cancer-Pharmacogenomics: tumor heterogeneity and pharmacogenomics analysis of multi-omics data from tumor on the cloud.,,"comparison_benchmark, using_phrases",2
22323219,Automated protein structure modeling with SWISS-MODEL Workspace and the Protein Model Portal.,,"computational_ml, using_phrases",2
27903883,Function-driven discovery of disease genes in zebrafish using an integrated genomics big data resource.,,"data_integration, using_phrases",2
28077570,KTCNlncDB-a first platform to investigate lncRNAs expressed in human keratoconus and non-keratoconus corneas.,,"workflow_pipeline, using_phrases",2
23481679,The CHROMEVALOA database: a resource for the evaluation of Okadaic Acid contamination in the marine environment based on the chromatin-associated transcriptome of the mussel Mytilus galloprovincialis.,chromevaloa,"comparison_benchmark, using_phrases",2
29220456,RampDB: a web application and database for the exploration and prediction of receptor activity modifying protein interactions.,rampdb,"computational_ml, validation_study",2
33767730,Structural and Drug Screening Analysis of the Non-structural Proteins of Severe Acute Respiratory Syndrome Coronavirus 2 Virus Extracted From Indian Coronavirus Disease 2019 Patients.,d,"comparison_benchmark, using_phrases",2
29220459,IsoPlot: a database for comparison of mRNA isoforms in fruit fly and mosquitoes.,,"comparison_benchmark, using_phrases",2
26826717,Library of binding protein scaffolds (LibBP): a computational platform for selection of binding protein scaffolds.,libbp,"workflow_pipeline, computational_ml",2
30629605,Bio-On-Magnetic-Beads (BOMB): Open platform for high-throughput nucleic acid extraction and manipulation.,bomb,"workflow_pipeline, using_phrases",2
23714400,"Identifying cancer mutation targets across thousands of samples: MuteProc, a high throughput mutation analysis pipeline.",,"workflow_pipeline, comparison_benchmark",2
31623304,"IoMT Platform for Pervasive Healthcare Data Aggregation, Processing, and Sharing Based on OneM2M and OpenEHR.",iomt,"workflow_pipeline, using_phrases",2
26870952,Muscle Logic: New Knowledge Resource for Anatomy Enables Comprehensive Searches of the Literature on the Feeding Muscles of Mammals.,feed,"data_integration, using_phrases",2
22328782,Spliceman--a computational web server that predicts sequence variations in pre-mRNA splicing.,,"computational_ml, using_phrases",2
26422234,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,patbox,"comparison_benchmark, computational_ml",2
29091991,Predicting protein-DNA binding free energy change upon missense mutations using modified MM/PBSA approach: SAMPDI webserver.,sampdi,"workflow_pipeline, using_phrases",2
29220469,Edaphostat: interactive ecological analysis of soil organism occurrences and preferences from the Edaphobase data warehouse.,,"comparison_benchmark, using_phrases",2
27787818,Predicting Protein Secondary Structure Using Consensus Data Mining (CDM) Based on Empirical Statistics and Evolutionary Information.,cdm,"data_integration, using_phrases",2
33136473,"A Web-Based Platform on Coronavirus Disease-19 to Maintain Predicted Diagnostic, Drug, and Vaccine Candidates.",,"workflow_pipeline, using_phrases",2
33382980,The cancer microbiome atlas: a pan-cancer comparative analysis to distinguish tissue-resident microbiota from contaminants.,,"comparison_benchmark, using_phrases",2
33408362,"'CTRL': an online, Dynamic Consent and participant engagement platform working towards solving the complexities of consent in genomic research.",ctrl,"workflow_pipeline, using_phrases",2
31710725,The Dundee Resource for Sequence Analysis and Structure Prediction.,,"comparison_benchmark, computational_ml",2
"28073756, 28130242",Feature selection using a one dimensional naïve Bayes' classifier increases the accuracy of support vector machine classification of CDR3 repertoires.,h,"computational_ml, using_phrases",2
25058807,Online quantitative proteomics p-value calculator for permutation-based statistical testing of peptide ratios.,,"computational_ml, validation_study",2
33009724,"New frontiers in translational research: Touchscreens, open science, and the mouse translational research accelerator platform.",,"workflow_pipeline, using_phrases",2
28180317,IMHOTEP-a composite score integrating popular tools for predicting the functional consequences of non-synonymous sequence variants.,imhotep,"workflow_pipeline, data_integration",2
28446463,The National Cancer Institute ALMANAC: A Comprehensive Screening Resource for the Detection of Anticancer Drug Pairs with Enhanced Therapeutic Activity.,almanac,"data_integration, using_phrases",2
31860024,LPM: a latent probit model to characterize the relationship among complex traits using summary statistics from multiple GWASs and functional annotations.,lpm,"computational_ml, using_phrases",2
34838134,MERMAID: an open source automated hit-to-lead method based on deep reinforcement learning.,mermaid,"workflow_pipeline, using_phrases",2
31501868,Diurnal.plant.tools: Comparative Transcriptomic and Co-expression Analyses of Diurnal Gene Expression of the Archaeplastida Kingdom.,,"workflow_pipeline, comparison_benchmark",2
28086803,Compendium of TCDD-mediated transcriptomic response datasets in mammalian model systems.,tcdd,"computational_ml, using_phrases",2
32369554,HiC-Hiker: a probabilistic model to determine contig orientation in chromosome-length scaffolds with Hi-C.,,"computational_ml, using_phrases",2
24704918,The chernobyl tissue bank - a repository for biomaterial and data used in integrative and systems biology modeling the human response to radiation.,,"computational_ml, using_phrases",2
31860715,Convolutional neural network-based annotation of bacterial type IV secretion system effectors with enhanced accuracy and reduced false discovery.,c,"computational_ml, using_phrases",2
25888923,Neuroimaging data sharing on the neuroinformatics database platform.,,"workflow_pipeline, using_phrases",2
24363377,WiggleTools: parallel processing of large collections of genome-wide datasets for visualization and statistical analysis.,,"comparison_benchmark, computational_ml",2
28972978,EWET: Data collection and interface for the genetic analysis of Echinococcus multilocularis based on EmsB microsatellite.,ewet,"comparison_benchmark, using_phrases",2
27287449,A cluster-based approach to selecting representative stimuli from the International Affective Picture System (IAPS) database.,iaps,"workflow_pipeline, using_phrases",2
26059717,BUSCO: assessing genome assembly and annotation completeness with single-copy orthologs.,busco,"comparison_benchmark, using_phrases",2
28839186,An integrated bioinformatics platform for investigating the human E3 ubiquitin ligase-substrate interaction network.,p,"workflow_pipeline, data_integration",2
21609966,Data mining using the Catalogue of Somatic Mutations in Cancer BioMart.,,"data_integration, using_phrases",2
32035817,Update on BEI Resources for Parasitology and Arthropod Vector Research.,bei,"using_phrases, database_update",2
28302339,Fundamentals of the NEA Thermochemical Database and its influence over national nuclear programs on the performance assessment of deep geological repositories.,,"comparison_benchmark, using_phrases",2
30165579,Large-scale comparative analysis of microbial pan-genomes using PanOCT.,panoct,"comparison_benchmark, using_phrases",2
23758746,ΔΔPT: a comprehensive toolbox for the analysis of protein motion.,δδpt,"comparison_benchmark, data_integration",2
25160362,A comprehensive clinical research database based on CDISC ODM and i2b2.,cdisc odm,"data_integration, using_phrases",2
26231431,HHalign-Kbest: exploring sub-optimal alignments for remote homology comparative modeling.,,"comparison_benchmark, computational_ml",2
30990170,"Smart Toolkit for Fluorescence Tomography: Simulation, Reconstruction, and Validation.",,"workflow_pipeline, validation_study",2
31189922,"2DMatPedia, an open computational database of two-dimensional materials from top-down and bottom-up approaches.",,"computational_ml, using_phrases",2
26990089,Modelling Management Practices in Viticulture while Considering Resource Limitations: The Dhivine Model.,,"computational_ml, using_phrases",2
24234915,A neuroinformatics of brain modeling and its implementation in the Brain Operation Database BODB.,bodb,"computational_ml, using_phrases",2
25572717,Pantograph: A template-based method for genome-scale metabolic model reconstruction.,,"workflow_pipeline, computational_ml",2
25712692,specL--an R/Bioconductor package to prepare peptide spectrum matches for use in targeted proteomics.,specl,"workflow_pipeline, using_phrases",2
24123674,PLIDA: cross-platform gene expression normalization using perturbed topic models.,plida,"workflow_pipeline, using_phrases",2
27153568,Integrated genome browser: visual analytics platform for genomics.,,"workflow_pipeline, data_integration",2
29709146,[Tumor Data Interacted System Design Based on Grid Platform].,,"workflow_pipeline, using_phrases",2
