pmid,title,primary_entity_short,primary_entity_long,setfit_confidence,matched_categories,num_categories
29017328,The Tolerome: A Database of Transcriptome-Level Contributions to Diverse Escherichia coli Resistance and Tolerance Phenotypes.,,tolerome,0.72289515,analysis_studies,1
26307380,"Chlamydomonas Genome Resource for Laboratory Strains Reveals a Mosaic of Sequence Variation, Identifies True Strain Histories, and Enables Strain-Specific Studies.",,chlamydomonas genome resource for,0.69688314,discovery_findings,1
24565063,HeLiVa platform: integrated heart-liver-vascular systems for drug testing in human health and disease.,heliva,,0.6639698,"clinical_disease, drug_compound",2
30306739,PhyMet<sup>2</sup> : a database and toolkit for phylogenetic and metabolic analyses of methanogens.,phymet,,0.7090891,analysis_studies,1
26745641,SNaPP: Simplified Nanoproteomics Platform for Reproducible Global Proteomic Analysis of Nanogram Protein Quantities.,snapp,,0.66877204,analysis_studies,1
21364759,NAViGaTing the micronome--using multiple microRNA prediction databases to identify signalling pathway-associated microRNAs.,,navigating,0.66331553,pathway_mechanism,1
28044298,FISH-in-CHIPS: A Microfluidic Platform for Molecular Typing of Cancer Cells.,,fish-in-chips,0.6481943,clinical_disease,1
33497488,The Parkinson's Disease DNA Variant Browser.,,parkinson's disease dna variant browser,0.6841369,"clinical_disease, variants_mutations",2
26264559,leBIBIQBPP: a set of databases and a webtool for automatic phylogenetic analysis of prokaryotic sequences.,,lebibiqbpp,0.6950582,analysis_studies,1
25880848,"Spiked GBS: a unified, open platform for single marker genotyping and whole-genome profiling.",,spiked gbs,0.70665735,analysis_studies,1
25802363,International Society of Human and Animal Mycology (ISHAM)-ITS reference DNA barcoding database--the quality controlled standard tool for routine identification of human and animal pathogenic fungi.,,society of human and animal mycology,,gene_function,1
21900204,Crowdsourcing network inference: the DREAM predictive signaling network challenge.,,dream predictive signaling network challenge,0.67229486,pathway_mechanism,1
33053376,A Comprehensive Subcellular Atlas of the Toxoplasma Proteome via hyperLOPIT Provides Spatial Context for Protein Functions.,,hyperlopit,0.6819264,analysis_studies,1
27197945,"The Flint Animal Cancer Center (FACC) Canine Tumour Cell Line Panel: a resource for veterinary drug discovery, comparative oncology and translational medicine.",facc,,0.61838967,"clinical_disease, drug_compound",2
21685053,CHASM and SNVBox: toolkit for detecting biologically important single nucleotide mutations in cancer.,snvbox,,,clinical_disease,1
25380777,XMS: cross-platform normalization method for multimodal mass spectrometric tissue profiling.,xms,,,analysis_studies,1
22824307,The treatable intellectual disability APP www.treatable-id.org: a digital tool to enhance diagnosis & care for rare diseases.,,treatable intellectual disability app,,clinical_disease,1
30991966,Metabopolis: scalable network layout for biological pathway diagrams in urban map style.,,metabopolis,0.7242415,pathway_mechanism,1
23978324,A platform for discovery: The University of Pennsylvania Integrated Neurodegenerative Disease Biobank.,,neurodegenerative disease biobank,0.6982857,clinical_disease,1
36578315,Spectral trends in GC-EI-MS data obtained from the SWGDRUG mass spectral library and literature: A resource for the identification of unknown compounds.,swgdrug,,0.67120916,gene_function,1
28241745,Drug voyager: a computational platform for exploring unintended drug action.,,voyager,0.71193993,drug_compound,1
36475086,The NMR Spectral Measurement Database: A System for Organizing and Accessing NMR Spectra of Therapeutic Proteins.,nmr,,0.6700075,drug_compound,1
32111150,The Thyrotropin Receptor Mutation Database Update.,,thyrotropin receptor mutation database,,variants_mutations,1
23593466,"Exploiting the transcriptome of Euphrates Poplar, Populus euphratica (Salicaceae) to develop and characterize new EST-SSR markers and construct an EST-SSR database.",,ssr database,,analysis_studies,1
23740839,Correlating transcriptional networks to breast cancer survival: a large-scale coexpression analysis.,,a large-scale,,clinical_disease,1
23327938,Use of Gene Ontology Annotation to understand the peroxisome proteome in humans.,,gene ontology annotation,,analysis_studies,1
27987163,PGSB/MIPS PlantsDB Database Framework for the Integration and Analysis of Plant Genome Data.,,mips plantsdb,0.7085654,analysis_studies,1
21873635,Phylogenetic-based propagation of functional annotations within the Gene Ontology consortium.,,gene ontology consortium,0.71912354,analysis_studies,1
33519912,Identification of Potential Prognostic Competing Triplets in High-Grade Serous Ovarian Cancer.,lncmim,,,"gene_function, clinical_disease",2
32103005,A comprehensive non-redundant gene catalog reveals extensive within-community intraspecies diversity in the human vagina.,virgo,,0.69467455,discovery_findings,1
28855263,An atlas of alternative splicing profiles and functional associations reveals new regulatory programs and genes that simultaneously express multiple major isoforms.,vastdb,,0.6769864,discovery_findings,1
22759612,Genome-wide search for miRNA-target interactions in Arabidopsis thaliana with an integrated approach.,imirtp,,,"analysis_studies, species_specific",2
24002109,Novel human lncRNA-disease association inference based on lncRNA expression profiles.,lrlslda,,,clinical_disease,1
27664219,A novel method for crosstalk analysis of biological networks: improving accuracy of pathway annotation.,binox,,,"analysis_studies, pathway_mechanism",2
28103241,Contextual Refinement of Regulatory Targets Reveals Effects on Breast Cancer Prognosis of the Regulome.,ictair,,,"clinical_disease, discovery_findings",2
26801959,Multi-task consensus clustering of genome-wide transcriptomes from related biological conditions.,mulcch,,,analysis_studies,1
24555475,A genome-wide MeSH-based literature mining system predicts implicit gene-to-gene relationships and networks.,,genomesh,,analysis_studies,1
27995928,Production of individualized V gene databases reveals high levels of immunoglobulin genetic diversity.,,igdiscover,0.63693625,discovery_findings,1
25277758,Comparative analysis of a novel disease phenotype network based on clinical manifestations.,dmn,,0.6878756,"clinical_disease, analysis_studies",2
33003197,"A computational toolset for rapid identification of SARS-CoV-2, other viruses and microorganisms from sequencing data.",fastv,,,gene_function,1
27227992,A Mechanism for Fair Distribution of Resources without Payments.,fedor,,0.62403804,pathway_mechanism,1
29899502,Development of a consent resource for genomic data sharing in the clinical setting.,,clinical genome resource,,clinical_disease,1
21653784,Gene discovery and tissue-specific transcriptome analysis in chickpea with massively parallel pyrosequencing and web resource development.,,chickpea transcriptome database,0.64068186,analysis_studies,1
28185569,A comprehensive collection of annotations to interpret sequence variation in human mitochondrial transfer RNAs.,,mitochondrial disease sequence data resource,0.6923673,clinical_disease,1
25824651,Comprehensive data resources and analytical tools for pathological association of aminoacyl tRNA synthetases with cancer.,ida,,0.6892801,clinical_disease,1
30075297,Mitochondrial genomics in the cancer cell line encyclopedia and a scoring method to effectively pair cell lines for cytoplasmic hybridization.,doremi,,0.70058084,clinical_disease,1
26015273,A statistical framework to predict functional non-coding regions in the human genome through integrated analysis of annotation data.,,genocanyon,,analysis_studies,1
21357612,Database identifies FDA-approved drugs with potential to be repurposed for treatment of orphan diseases.,rdrd,,,"clinical_disease, discovery_findings",2
23762313,Information exploration system for sickle cell disease and repurposing of hydroxyfasudil.,desscd,,,clinical_disease,1
34876593,A computational approach for the discovery of significant cancer genes by weighted mutation and asymmetric spreading strength in networks.,,discage,0.69843894,"clinical_disease, variants_mutations, discovery_findings",3
21896882,Functional network construction in Arabidopsis using rule-based machine learning on large-scale data sets.,,scopnet,,species_specific,1
25336203,Census-based rapid and accurate metagenome taxonomic profiling.,,censuscope,,analysis_studies,1
31608124,Predicting circRNA-Disease Associations Based on Improved Collaboration Filtering Recommendation System With Multiple Data.,icfcda,,0.6557494,clinical_disease,1
30466046,Intrinsic-overlapping co-expression module detection with application to Alzheimer's Disease.,,cluvian,,clinical_disease,1
24352679,Constructing and characterizing a bioactive small molecule and microRNA association network for Alzheimer's disease.,,smirn-ad,,clinical_disease,1
32788619,Pathway-specific model estimation for improved pathway annotation by network crosstalk.,anubix,,0.6957827,pathway_mechanism,1
34158502,Comprehensive identification of transposable element insertions using multiple sequencing technologies.,xtea,,,gene_function,1
32749457,A comprehensive rat transcriptome built from large scale RNA-seq-based annotation.,rtr,,,analysis_studies,1
31397851,Graph convolution for predicting associations between miRNA and drug resistance.,gcmdr,,,drug_compound,1
32657385,Identifying tumor clones in sparse single-cell mutation data.,,sbmclone,,"clinical_disease, variants_mutations",2
31971579,Network-based prediction of drug-target interactions using an arbitrary-order proximity embedded deep forest.,aopedf,,,drug_compound,1
22355571,Drug-target network in myocardial infarction reveals multiple side effects of unrelated drugs.,,my-dtome,0.6203336,"drug_compound, discovery_findings",2
22373043,Federated ontology-based queries over cancer data.,cagrid,,,clinical_disease,1
27280787,A Combination of CRISPR/Cas9 and Standardized RNAi as a Versatile Platform for the Characterization of Gene Function.,migfpi,,0.61072844,gene_function,1
31208323,Laboratory information management software for engineered mini-protein therapeutic workflow.,,optide-hunter,,drug_compound,1
21504771,A high-density quantitative nuclease protection microarray platform for high throughput analysis of gene expression.,,qnpa microarray,0.69777,analysis_studies,1
30230259,Sequence-based searching of custom proteome and transcriptome databases.,,cdbblast,,analysis_studies,1
26047637,Text mining facilitates database curation - extraction of mutation-disease associations from Bio-medical literature.,mutd,,0.6447125,"clinical_disease, variants_mutations",2
28203701,Integrative analysis identifies co-dependent gene expression regulation of BRG1 and CHD7 at distal regulatory sites in embryonic stem cells.,esc,,,"gene_function, discovery_findings",2
28398290,A geographically-diverse collection of 418 human gut microbiome pathway genome databases.,gutcyc,,0.7075032,pathway_mechanism,1
23965338,Integration of cardiac proteome biology and medicine by a specialized knowledgebase.,copakb,,0.72082114,analysis_studies,1
21593420,Genome-wide network model capturing seed germination reveals coordinated regulation of plant cellular phase transitions.,,seednet,0.69186795,"gene_function, analysis_studies, discovery_findings",3
33926541,Evaluating the transcriptional fidelity of cancer models.,,cancercellnet,,clinical_disease,1
29804262,Identification of transposons near predicted lncRNA and mRNA pools of Prunus mume using an integrative transposable element database constructed from Rosaceae plant genomes.,rptedb,,0.68417513,gene_function,1
31990579,Evidence-Based Network Approach to Recommending Targeted Cancer Therapies.,cdgnet,,,clinical_disease,1
31882773,Database of adverse events associated with drugs and drug combinations.,paers,,0.65420973,"clinical_disease, drug_compound",2
27153718,Multilevel biological characterization of exomic variants at the protein level significantly improves the identification of their deleterious effects.,deogen,,,gene_function,1
25581801,Targeted exploration and analysis of large cross-platform human transcriptomic compendia.,seek,,0.7150765,analysis_studies,1
26925033,Microbial Community Structure of Activated Sludge in Treatment Plants with Different Wastewater Compositions.,,xedetect,,clinical_disease,1
31038664,Adaptive boosting-based computational model for predicting potential miRNA-disease associations.,abmda,,,clinical_disease,1
25763178,"Similarity-based search of model organism, disease and drug effect phenotypes.",,phenomenet 2,,"clinical_disease, drug_compound",2
32690958,A quantitative thiol reactivity profiling platform to analyze redox and electrophile reactive cysteine proteomes.,qtrp,,0.65954614,analysis_studies,1
27319291,"FDA drug labeling: rich resources to facilitate precision medicine, drug safety, and regulatory science.",,fdalabel,0.71118,drug_compound,1
27275538,Post-transcriptional knowledge in pathway analysis increases the accuracy of phenotypes classification.,,mithril,,pathway_mechanism,1
30931570,A Network Module for the Perseus Software for Computational Proteomics Facilitates Proteome Interaction Graph Analysis.,,perseusnet,,analysis_studies,1
23442919,Computational assembly of polymorphic amyloid fibrils reveals stable aggregates.,,createfibril,,discovery_findings,1
22343432,Meta-analysis of untargeted metabolomic data from multiple profiling experiments.,,metaxcms,,analysis_studies,1
25963242,Proteomic-based biotyping reveals hidden diversity within a microalgae culture collection: An example using Dunaliella.,maldi,,0.62805027,discovery_findings,1
28812537,Leveraging network analytics to infer patient syndrome and identify causal genes in rare disease cases.,pdr,,0.7026441,clinical_disease,1
25909755,A generalizable platform for interrogating target- and signal-specific consequences of electrophilic modifications in redox-dependent cell signaling.,t-rex,,0.6114031,pathway_mechanism,1
24362595,New drug information resources for pharmacists at the National Library of Medicine.,lm,,0.6533376,drug_compound,1
29342232,Informational and linguistic analysis of large genomic sequence collections via efficient Hadoop cluster algorithms.,kch,,,analysis_studies,1
26812733,A Visual Interface for Querying Heterogeneous Phylogenetic Databases.,phyql,,0.72007394,analysis_studies,1
34331986,Ferritin nanocage: A promising and designable multi-module platform for constructing dynamic nanoassembly-based drug nanocarrier.,dnfdc,,0.67493415,drug_compound,1
22752571,"Patients with advanced and metastatic renal cell carcinoma treated with targeted therapy in the Czech Republic: twenty cancer centres, six agents, one database.",renis,,,clinical_disease,1
33161974,"A facile, rapid, high-throughput extracellular vesicles analytical platform for cancer detection.",,exo-pos,0.61132,clinical_disease,1
32255760,Accelerating surveillance and research of antimicrobial resistance - an online repository for sharing of antimicrobial susceptibility data associated with whole-genome sequences.,amr,,0.7160953,clinical_disease,1
25809845,Development of genome-wide insertion/deletion markers in rice based on graphic pipeline platform.,imdp,,,"analysis_studies, species_specific",2
28968630,Pathway enrichment analysis approach based on topological structure and updated annotation of pathway.,tpea,,,pathway_mechanism,1
24405700,Quantitative prediction of the effect of genetic variation using hidden Markov models.,hmmvar,,,variants_mutations,1
25170899,Cell surface profiling using high-throughput flow cytometry: a platform for biomarker discovery and analysis of cellular heterogeneity.,ht-fc,,,analysis_studies,1
26018427,The human transmembrane proteome.,cctop,,,analysis_studies,1
32767019,A standalone humanitarian DNA identification database system to increase identification of human remains of foreign nationals.,hdid,,0.60879225,gene_function,1
23846744,An integrated toolkit for accurate prediction and analysis of cis-regulatory motifs at a genome scale.,bobro2,,0.7109194,analysis_studies,1
30838032,Reconstruction and Functional Annotation of P311 Protein-Protein Interaction Network Reveals Its New Functions.,david,,0.6492276,discovery_findings,1
34594031,Systematic investigation of cytokine signaling activity at the tissue and single-cell levels.,,cytosig,,pathway_mechanism,1
27477450,A gene browser of colorectal cancer with literature evidence and pre-computed regulatory information to identify key tumor suppressors and oncogenes.,gbcrc,,0.65599376,clinical_disease,1
31378711,A Genome-wide Functional Signature Ontology Map and Applications to Natural Product Mechanism of Action Discovery.,fusion,,,"analysis_studies, pathway_mechanism",2
30441365,"A Clinical Decision Support Platform for the Risk Stratification, Diagnosis, and Prediction of Coronary Artery Disease Evolution.",,smartool,0.64436954,clinical_disease,1
33921243,Fungal Genomic Resources for Strain Identification and Diversity Analysis of 1900 Fungal Species.,,fungsatdb,0.70679444,analysis_studies,1
28531195,Livestock metabolomics and the livestock metabolome: A systematic review.,lmdb,,,analysis_studies,1
26523133,A Database of Gene Expression Profiles of Korean Cancer Genome.,kcgd,,0.68362385,clinical_disease,1
32946464,An interactive retrieval system for clinical trial studies with context-dependent protocol elements.,clips,,,clinical_disease,1
30458705,Dissecting clinical outcome of porcine circovirus type 2 with in vivo derived transcriptomic signatures of host tissue responses.,,porsigndb,,clinical_disease,1
28784477,An automated ranking platform for machine learning regression models for meat spoilage prediction using multi-spectral imaging and metabolic profiling.,,meatreg,0.69800526,analysis_studies,1
33813032,A knowledge base of clinical trial eligibility criteria.,ctkb,,,clinical_disease,1
26982336,An Approach to Function Annotation for Proteins of Unknown Function (PUFs) in the Transcriptome of Indian Mulberry.,pufas,,,analysis_studies,1
25267602,A glycogene mutation map for discovery of diseases of glycosylation.,glymap,,0.6585503,"variants_mutations, discovery_findings",2
26935085,"[Structural Study in the Platform for Drug Discovery, Informatics, and Structural Life Science].",pdis,,0.6956654,drug_compound,1
30872350,A virome-wide clonal integration analysis platform for discovering cancer viral etiology.,,vicaller,,clinical_disease,1
32876848,Critical NIH Resources to Advance Therapies for Pain: Preclinical Screening Program and Phase II Human Clinical Trial Network.,,eppic-net,,clinical_disease,1
33305310,Leveraging heterogeneous network embedding for metabolic pathway prediction.,,pathway2vec,,pathway_mechanism,1
23339423,From desk to bed: computational simulations provide indication for rheumatoid arthritis clinical trials.,crkl,,,clinical_disease,1
28566103,"Developing a ""toolkit"" to measure implementation of concurrent palliative care in rural community cancer centers.",enable,,,clinical_disease,1
27587678,Pathway-based approach using hierarchical components of collapsed rare variants.,pharaoh,,,pathway_mechanism,1
32005800,Human and mouse essentiality screens as a resource for disease gene discovery.,fusil,,0.65006584,clinical_disease,1
25551156,A novel dysregulated pathway-identification analysis based on global influence of within-pathway effects and crosstalk between pathways.,pagi,,0.69134706,pathway_mechanism,1
32162067,Isolation and mutational assessment of pancreatic cancer extracellular vesicles using a microfluidic platform.,mitev,,,clinical_disease,1
28583483,Toolkit for automated and rapid discovery of structural variants.,tardis,,0.7213104,discovery_findings,1
27797769,Cancer driver gene discovery through an integrative genomics approach in a non-parametric Bayesian framework.,,idriver,,clinical_disease,1
22377895,Rapid identification of non-human sequences in high-throughput sequencing datasets.,rins,,,gene_function,1
34725391,Redesigning an antibody H3 loop by virtual screening of a small library of human germline-derived sequences.,adapt,,,drug_compound,1
32066737,A computational platform for high-throughput analysis of RNA sequences and modifications by mass spectrometry.,nase,,0.7214962,analysis_studies,1
27604473,Assessing morphology and function of the semicircular duct system: introducing new in-situ visualization and software toolbox.,,ariadne,,gene_function,1
21729923,In silico analysis of transcription factor repertoires and prediction of stress-responsive transcription factors from six major gramineae plants.,,gramineaetfdb,0.6922741,analysis_studies,1
26080082,Computational Identification of Protein Pupylation Sites by Using Profile-Based Composition of k-Spaced Amino Acid Pairs.,pbpup,,,gene_function,1
31797619,A Literature-Based Knowledge Graph Embedding Method for Identifying Drug Repurposing Opportunities in Rare Diseases.,gnbr,,0.70826495,drug_compound,1
32324802,Advancing clinical cohort selection with genomics analysis on a distributed platform.,oda,,0.69337714,clinical_disease,1
22554313,"Standardized representation, visualization and searchable repository of antiretroviral treatment-change episodes.",tce,,,clinical_disease,1
34390577,A cross-level information transmission network for hierarchical omics data integration and phenotype prediction from a new genotype.,cleit,,,variants_mutations,1
33411623,Pursuing Data Modernization in Cancer Surveillance by Developing a Cloud-Based Computing Platform: Real-Time Cancer Case Collection.,cs-cbcp,,0.6407533,clinical_disease,1
26205660,The gastrin and cholecystokinin receptors mediated signaling network: a scaffold for data analysis and new hypotheses on regulatory mechanisms.,cckr,,,pathway_mechanism,1
23163954,Identification and profiling of novel microRNAs in the Brassica rapa genome based on small RNA deep sequencing.,bramrs,,,analysis_studies,1
25667546,Large-scale exploration and analysis of drug combinations.,predc,,,"analysis_studies, drug_compound",2
31873725,Causal network perturbations for instance-specific analysis of single cell and disease samples.,ssnpa,,,"clinical_disease, analysis_studies",2
25800821,The baculovirus expression vector system: A commercial manufacturing platform for viral vaccines and gene therapy vectors.,bevs,,0.6446822,clinical_disease,1
26002885,Bayesian mixture analysis for metagenomic community profiling.,,metamix,,analysis_studies,1
21974739,New resources for functional analysis of omics data for the genus Aspergillus.,,fetgoat,,analysis_studies,1
27035433,Identifying Cancer Subtypes from miRNA-TF-mRNA Regulatory Networks and Expression Data.,wsnf,,0.67514026,clinical_disease,1
22660772,Towards integrative annotation of the cell-type specific gene functional and signaling map in vascular endothelial cells.,nanno,,0.6726627,pathway_mechanism,1
34650045,A microfluidic platform for highly parallel bite by bite profiling of mosquito-borne pathogen transmission.,,vectorchip,0.68906826,analysis_studies,1
21668997,Reconstructing genome-wide regulatory network of E. coli using transcriptome data and predicted transcription factor activities.,,gtrnetwork,0.6088472,analysis_studies,1
27578323,Fusing literature and full network data improves disease similarity computation.,,ednetsim,0.65359867,clinical_disease,1
30467740,Statistical-based database fingerprint: chemical space dependent representation of compound databases.,sb-dfp,,0.7068405,drug_compound,1
25051402,Restricted natural language based querying of clinical databases.,rnlq,,0.6803488,clinical_disease,1
22262672,Construction and completion of flux balance models from pathway databases.,,metaflux,,pathway_mechanism,1
31511536,Modular Protein Ligation: A New Paradigm as a Reagent Platform for Pre-Clinical Drug Discovery.,mpl,,,"clinical_disease, drug_compound",2
29985971,Computational analysis of kinase inhibitor selectivity using structural knowledge.,,kinomefeature,,"analysis_studies, drug_compound",2
25382209,Proteomic Profiling of a Biomimetic Drug Delivery Platform.,llv,,0.6481116,"analysis_studies, drug_compound",2
21661727,"Dextran-coated iron oxide nanoparticles: a versatile platform for targeted molecular imaging, molecular diagnostics, and therapy.",clio,,0.636988,clinical_disease,1
26412485,Leveraging long read sequencing from a single individual to provide a comprehensive resource for benchmarking variant calling methods.,huref,,0.684322,variants_mutations,1
25402006,In silico prediction of physical protein interactions and characterization of interactome orphans.,,fpclass,,gene_function,1
31626666,Predicting diabetes second-line therapy initiation in the Australian population via time span-guided neural attention network.,tangle,,,clinical_disease,1
21216773,A method for identifying haplotypes carrying the causative allele in positive natural selection and genome-wide association studies.,,hapfinder,,"analysis_studies, variants_mutations",2
25563458,Promoting Precision Cancer Medicine through a Community-Driven Knowledgebase.,pcm,,0.6844325,clinical_disease,1
29595962,Cross-Platform Cancer Cell Identification Using Telomerase-Specific Spherical Nucleic Acids.,snab,,0.6358988,clinical_disease,1
25517683,Database and registry research in thyroid cancer: striving for a new and improved national thyroid cancer database.,tccc,,,clinical_disease,1
32374172,Sensitive Top-Down Proteomics Analysis of a Low Number of Mammalian Cells Using a Nanodroplet Sample Processing Platform.,,nanopots,0.62860405,analysis_studies,1
22158395,High-throughput isotopic analysis of RNA microarrays to quantify microbial resource use.,ip,,0.6782866,analysis_studies,1
24489370,Integrative gene set analysis of multi-platform data with sample heterogeneity.,,the cancer genome atlas,,analysis_studies,1
32649057,A transcriptomic study for identifying cardia- and non-cardia-specific gastric cancer prognostic factors using genetic algorithm-based methods.,gc-sms,,,clinical_disease,1
33009407,A database for risk assessment and comparative genomic analysis of foodborne Vibrio parahaemolyticus in China.,fvpgd,,0.69634783,analysis_studies,1
33502186,Combined Graph/Relational Database Management System for Calculated Chemical Reaction Pathway Data.,,repathdb,,pathway_mechanism,1
31350405,A machine-compiled database of genome-wide association studies.,gwaskb,,0.71870714,analysis_studies,1
26921330,An Atlas of the Human Kinome Reveals the Mutational Landscape Underlying Dysregulated Phosphorylation Cascades in Cancer.,,phosphoatlas,,"clinical_disease, discovery_findings",2
23857419,A portable database of adverse reactions and drug interactions with radiopharmaceuticals.,,datinrad,0.6647606,drug_compound,1
28726811,Knowledge base and mini-expert platform for the diagnosis of inborn errors of metabolism.,,iembase,,clinical_disease,1
29945549,Comparative genome-wide characterization leading to simple sequence repeat marker development for Nicotiana.,tmpd,,,analysis_studies,1
29879919,Distinct tissue-specific transcriptional regulation revealed by gene regulatory networks in maize.,mgrn,,0.6127934,species_specific,1
31950388,Generation of fruit postharvest gene datasets and a novel motif analysis tool for functional studies: uncovering links between peach fruit heat treatment and cold storage responses.,,fruitgenedb,,clinical_disease,1
23676619,Global detection and identification of developmental stage specific transcripts in mouse brain using subtractive cross-screening algorithm.,dmbas,,,"gene_function, species_specific",2
31492655,CRISPR-Cas System of a Prevalent Human Gut Bacterium Reveals Hyper-targeting against Phages in a Human Virome Catalog.,,huvirdb,0.61342907,discovery_findings,1
24817879,Estimating heritability of complex traits from genome-wide association studies using IBS-based Haseman-Elston regression.,gear,,0.60025376,analysis_studies,1
22759648,Automated extraction and semantic analysis of mutation impacts from the biomedical literature.,omm,,,"analysis_studies, variants_mutations",2
31998366,Identification of Platform-Independent Diagnostic Biomarker Panel for Hepatocellular Carcinoma Using Large-Scale Transcriptomics Data.,,hccpred,,gene_function,1
34193921,The structure-based cancer-related single amino acid variation prediction.,,cansavpre,0.6831649,clinical_disease,1
25962135,Resource construction and evaluation for indirect opinion mining of drug reviews.,,opinionkb,0.68646896,drug_compound,1
31006799,"A comprehensive reference transcriptome resource for the Iberian ribbed newt Pleurodeles waltl, an emerging model for developmental and regeneration biology.",inewt,,0.66099375,analysis_studies,1
21422495,Transactional database transformation and its application in prioritizing human disease genes.,indevi,,0.7090558,clinical_disease,1
21881655,Computational characterization of zeolite porous networks: an automated approach.,zeomics,,,gene_function,1
29143332,Accurate prediction and elucidation of drug resistance based on the robust and reproducible chemoresponse communities.,,chemocommunity,0.6590257,drug_compound,1
23773438,Transcriptome sequencing and de novo annotation of the critically endangered Adriatic sturgeon.,,anaccariibase,,analysis_studies,1
29990238,Detecting Population-Differentiation Copy Number Variants in Human Population Tree by Sparse Group Selection.,,treesgs,,clinical_disease,1
28481086,Nontargeted Identification of Reactive Metabolite Protein Adducts.,,xenophile,,gene_function,1
24478935,Manipulating In-House Designed Drug Databases For The Prediction of pH-Dependent Aqueous Drug Solubility.,mysql,,0.63923556,drug_compound,1
21641561,Computational analysis of drought stress-associated miRNAs and miRNA co-regulation network in Physcomitrella patens.,,ppt-mirbase,,analysis_studies,1
31987071,A phenotypic screening platform utilising human spermatozoa identifies compounds with contraceptive activity.,,reframe,0.68258667,discovery_findings,1
31830260,Lean and deep models for more accurate filtering of SNP and INDEL variant calls.,gatk,,,variants_mutations,1
33319778,A collection of bacterial isolates from the pig intestine reveals functional and taxonomic diversity.,pibac,,0.6569869,discovery_findings,1
33064489,The Functionally Unannotated Proteome of Human Male Tissues: A Shared Resource to Uncover New Protein Functions Associated with Reproductive Biology.,,proteore,0.7119609,"clinical_disease, analysis_studies",2
34167460,A comprehensive database for integrated analysis of omics data in autoimmune diseases.,,autoimmune diseases explorer,,analysis_studies,1
32715085,Development and implementation of the SUM breast cancer cell line functional genomics knowledge base.,,slkbase,,clinical_disease,1
23161690,The TP53 website: an integrative resource centre for the TP53 mutation database and TP53 mutant analysis.,,tp53multload,,variants_mutations,1
31769783,Detection of differentially methylated CpG sites between tumor samples with uneven tumor purities.,,infiniumdm,,clinical_disease,1
26679379,Constructing a molecular interaction network for thyroid cancer via large-scale text mining of gene and pathway events.,pwtees,,,"clinical_disease, pathway_mechanism",2
32601103,A New Data Repository for Pharmacokinetic Natural Product-Drug Interactions: From Chemical Characterization to Clinical Studies.,,napdi center,0.6579062,"clinical_disease, drug_compound",2
28291243,A standard database for drug repositioning.,repodb,,0.70840925,drug_compound,1
33462239,A database framework for rapid screening of structure-function relationships in PFAS chemistry.,,pfas-map,,drug_compound,1
34903783,The mining and construction of a knowledge base for gene-disease association in mitochondrial diseases.,,mitdisease,0.70320284,clinical_disease,1
32695791,Semantic and Geographical Analysis of COVID-19 Trials Reveals a Fragmented Clinical Research Landscape Likely to Impair Informativeness.,,covid trial monitor,,"clinical_disease, analysis_studies, discovery_findings",3
22863766,"An R package suite for microarray meta-analysis in quality control, differentially expressed gene analysis and pathway enrichment detection.",,metaomics,,pathway_mechanism,1
24952961,A high-resolution spatiotemporal atlas of gene expression of the developing mouse brain.,,developing mouse brain atlas,,gene_function,1
30894373,An Interactive Resource to Probe Genetic Diversity and Estimated Ancestry in Cancer Cell Lines.,ecla,,0.68727815,clinical_disease,1
27193236,A curated and standardized adverse drug event resource to accelerate drug safety research.,faers,,0.68148166,drug_compound,1
22342946,A benchmarked protein microarray-based platform for the identification of novel low-affinity extracellular protein interactions.,avexis,,0.68980575,gene_function,1
27614350,Assessment of cancer and virus antigens for cross-reactivity in human tissues.,,icrossr,,clinical_disease,1
30598065,Predicting adverse drug reactions of combined medication from heterogeneous pharmacologic databases.,hcns-adr,,0.6494664,drug_compound,1
23164410,Transcriptome database resource and gene expression atlas for the rose.,,rosaseq,0.6481116,analysis_studies,1
25202745,Database constraints applied to metabolic pathway reconstruction tools.,,biblio-metres,0.68515563,pathway_mechanism,1
22860896,High-throughput two-dimensional root system phenotyping platform facilitates genetic analysis of root growth and development.,,rootreader2d,0.7044925,analysis_studies,1
30501127,Improving the Gene Ontology Resource to Facilitate More Informative Analysis and Interpretation of Alzheimer's Disease Data.,go,,0.68800265,clinical_disease,1
21309043,Prediction of single-nucleotide substitutions that result in exon skipping: identification of a splicing silencer in BRCA1 exon 6.,hot-skip,,,gene_function,1
32657387,Toward heterogeneous information fusion: bipartite graph convolutional networks for in silico drug repurposing.,,bifusion,,drug_compound,1
28267743,A large-scale targeted proteomics assay resource based on an in vitro human proteome.,impaqt,,0.6795273,analysis_studies,1
25304780,Accurate estimation of haplotype frequency from pooled sequencing data and cost-effective identification of rare haplotype carriers by overlapping pool sequencing.,ehapp,,,gene_function,1
34519429,"SARS-CoV-2 structural coverage map reveals viral protein assembly, mimicry, and hijacking mechanisms.",,aquaria-covid,0.7083745,discovery_findings,1
27768939,"Encoding of low-quality DNA profiles as genotype probability matrices for improved profile comparisons, relatedness evaluation and database searches.",gpmdna,,0.70755506,variants_mutations,1
33001999,Phenotype-genotype comorbidity analysis of patients with rare disorders provides insight into their pathological and molecular bases.,phenco,,0.69173205,"analysis_studies, variants_mutations",2
