entity_name,total_papers,spacy_papers,v2_papers,source,pmids
smdg,1,1,1,both,30942743
genome sequence archive<s,1,0,1,v2,28387199
quantifying metabolic transfer mediated by extracellular vesicles using exo-mfa,1,1,0,spacy,31893376
m5nr,1,0,1,v2,22720753
app2,1,1,1,both,23603332
mycoprotease-db,1,1,1,both,23275726
useful resource for mycobacterium tuberculosis complex and nontuberculous mycobacterial proteases,1,1,0,spacy,23275726
h(37)ra,1,1,0,spacy,23275726
dnaj,1,1,0,spacy,23275722
ypibp,1,1,1,both,34285772
http://cosbi7.ee.ncku.edu.tw/ypibp/.,1,1,0,spacy,34285772
yeast phosphoinositide-binding proteins,1,1,1,both,34285772
t-hod,1,1,1,both,23406793
candidate gene database,1,0,1,v2,23406793
text-mined hypertension,1,1,1,both,23406793
weibi,1,1,1,both,32221380
weibiologicalinteractions,1,1,0,spacy,32221380
cellnoptr,1,1,1,both,23079107
http://www.cell.com/consortium/ihec,1,1,0,spacy,27863232
xpert,1,0,1,v2,28092609
horse-expert,1,0,1,v2,28092609
horse,1,0,1,v2,28092609
mproviser,1,0,1,v2,24946880
improviser,1,1,1,both,24946880
a database for the experimentally verified oncogenic and tumor-suppressive micrornas,1,1,0,spacy,24651967
oncomirdb,1,1,1,both,24651967
in-teractomebrowser,1,0,1,v2,22292669
transcriptomebrowser,1,1,1,both,22292669
ycoprotease-db,1,0,1,v2,23275726
exon visualiser,1,0,1,v2,23275735
exonvisualiser,1,0,1,v2,23275735
pmipv6,1,1,0,spacy,30845160
openmodelica,1,1,0,spacy,31271154
bodylight.js,1,0,1,v2,31271154
afm13,1,1,0,spacy,31172847
fm13,1,0,1,v2,31172847
rock®,1,0,1,v2,31172847
commodar,1,0,1,v2,33106154
concepts,1,1,0,spacy,33106154
mipv6,1,0,1,v2,30845160
internet engineering task force,1,1,0,spacy,30845160
ae-pmipv6,1,1,0,spacy,30845160
an integrated framework for the functional characterization of trypanosomatid proteins,1,1,0,spacy,28158179
streptomycesinforsys,1,1,1,both,23275736
trypsnetdb,1,1,1,both,28158179
datawarrior,1,1,0,spacy,28616931
derep-np,1,1,1,both,28616931
https://github.com/clzani/derep-np,1,1,0,spacy,28616931
universal natural products database,1,1,0,spacy,28616931
database for rapid dereplication of known natural products using data from ms and fast nmr experiments,1,1,0,spacy,28616931
hek293a,1,1,0,spacy,33269985
labdroid,1,1,1,both,33269985
plant genome integrative explorer resource,1,1,1,both,26192091
rppanalyzer,1,1,1,both,25209047
interactomebrowser,1,0,1,v2,22292669
saim,1,1,0,spacy,31434941
nabic microarray,1,0,1,v2,26912952
a resource of multi-targeted putative therapeutics and epitopes for the nipah virus,1,1,0,spacy,32090261
uttlefish,1,0,1,v2,34252958
dbpepneo,1,1,1,both,32090262
mylowiki,1,0,1,v2,30386322
gata1/2/3,1,1,0,spacy,28584082
lfmc,1,1,0,spacy,31434899
inference and analysis of the architecture of centromeres,1,1,0,spacy,34252949
centromerearchitect,1,1,1,both,34252949
entromerearchitect,1,0,1,v2,34252949
https://github.com/nojgaard/mechsearch.<h4>supplementary,1,1,0,spacy,34252947
nipahvr,1,1,1,both,32090261
hspmdb,1,1,1,both,32090260
biomart community portal,1,1,0,spacy,25897122
a computational repository of heat shock protein modulators,1,1,0,spacy,32090260
te hub,1,1,1,both,34154643
a community-oriented space for sharing and connecting tools,1,1,0,spacy,34154643
fluxnet2,1,0,1,v2,32647314
fluxnet2015,1,0,1,v2,32647314
phenoleaf,1,1,1,both,24946828
callr,1,1,1,both,34252936
brca share,1,0,1,v2,27633797
labcorp,1,1,0,spacy,27633797
universal mutation database,1,1,0,spacy,27633797
cuttlefish,1,0,1,v2,34252958
miriadne,1,1,1,both,25897123
rabies disease information system,1,1,1,both,26912951
small animal proton irradiator for research in molecular image-guided radiation-oncology,1,1,0,spacy,31271091
the rabies disease information system,1,1,0,spacy,26912951
rdis,1,1,1,both,26912951
mpp10,1,1,0,spacy,28813493
mpp1,1,0,1,v2,28813493
imp3,1,1,0,spacy,28813493
patsim,1,0,1,v2,29501620
sopm,1,1,0,spacy,29501620
hydrophilic polar neutral amino acid groups,1,1,0,spacy,29501620
mall animal proton irradiator for,1,0,1,v2,31271091
sirmio,1,1,1,both,31271091
buffer modifications that shift adduct mass and intensity,1,1,0,spacy,32614575
wauc,1,1,1,both,33335465
simplifier,1,0,1,v2,23275695
db dehydrogenase,1,1,1,both,23275696
an online integrated structural database on enzyme dehydrogenase,1,1,0,spacy,23275696
rotocol,1,0,1,v2,34252975
protocol,1,1,1,both,34252975
representation of features as images with neighborhood dependencies,1,1,0,spacy,34252971
refined-cnn,1,1,1,both,34252971
refined,1,1,1,both,34252971
hyperloglog,1,1,0,spacy,34252969
hll,1,1,0,spacy,34252969
fop-37622,1,1,0,spacy,26945779
protein common interface database,1,1,1,both,32024829
protcid,1,1,1,both,32024829
heal,1,1,0,spacy,32876848
apexpose_de,1,0,1,v2,34711854
landkreis or kreisfreie stadt,1,1,0,spacy,34711854
greenphyldbv5,1,0,1,v2,33237299
sser,1,1,1,both,28420402
ser,1,0,1,v2,28420402
species-specific essential reactions database,1,0,1,v2,28420402
species specific essential reactions database,1,1,1,both,28420402
integrated pathway analysis database for systematic enrichment analysis,1,1,1,both,23046449
integrated pathway analysis database for systematic,1,0,1,v2,23046449
preclinical screening platform for pain,1,1,0,spacy,32876848
pspp,1,0,1,v2,32876848
universal protein knowledgebase,1,1,0,spacy,24848695
pain investigation,1,0,1,v2,32876848
eppic-net,1,1,1,both,32876848
preclinical screening platform,1,0,1,v2,32876848
etoxsys,1,1,1,both,25405742
arge scale vertebrae segmentation challenge,1,0,1,v2,34711848
verse 2019,1,0,1,v2,34711848
verse 2020,1,0,1,v2,34711848
dgidb 4.0,1,0,1,v2,33237278
hpaanalyze,1,1,1,both,31500569
paanalyze,1,0,1,v2,31500569
protein knowledgebase,1,0,1,v2,24848695
wiss-prot,1,0,1,v2,24848695
growth factor receptor elevation and phosphatase and tensin homolog loss and suggest the importance of the gtp cyclohydrolase i/tetrahydrobiopterin,1,1,0,spacy,31500569
lass,1,0,1,v2,23734605
graphvar,1,1,1,both,30026069
kaufman atlas of mouse development,1,1,0,spacy,29272399
vammpire,1,0,1,v2,23734609
virtually aligned matched molecular pairs including receptor environment,1,1,1,both,23734609
short-chain dehydrogenases/reductases engineering database,1,1,1,both,30714194
short-chain dehydrogenase/reductase engineering database,1,0,1,v2,30714194
sdred,1,1,1,both,30714194
envirotox,1,1,1,both,30714190
ecottc,1,1,1,both,30714190
aquatic toxicology database,1,0,1,v2,30714190
chemical component annotation tool,1,1,0,spacy,24291661
uniprotkb/swiss-prot,1,0,1,v2,24848695
http://hallam.microbiology.ubc.ca/metapathways,1,1,0,spacy,23800136
epgdb,1,1,0,spacy,23800136
enzymap,1,1,1,both,24586563
enzymatic annotation predictor,1,1,1,both,24586563
recombinant-antibodies.org,1,1,0,spacy,26290498
a data hub for navigators of chromatin-mediated signalling,1,1,0,spacy,22718786
dbcorc,1,1,1,both,28977473
deconseq,1,1,1,both,21408061
filtering large-scale,1,1,0,spacy,27175227
medstract,1,1,0,spacy,24914232
an r package that facilitates the retrieval and analysis of the,1,1,0,spacy,31500569
des-ncrna,1,1,1,both,28387604
tldlp,1,0,1,v2,27797759
ymap,1,1,1,both,27797766
marinlit,1,0,1,v2,23963915
antibase,1,0,1,v2,23963915
laatsch h. antibase version 4.0 - the natural compound identifier,1,1,0,spacy,23963915
ffyimpute,1,0,1,v2,27797771
spalignns,1,1,1,both,26454279
palignns,1,0,1,v2,26454279
idriver,1,0,1,v2,27797769
imota,1,1,1,both,28977416
http://bioconductor.org/packages/mirbaseversions.db,1,1,0,spacy,27797767
mirnameconverter,1,1,1,both,27797767
rednemo,1,1,1,both,27797764
antimarin,1,0,1,v2,23963915
http://webprs.khas.edu.tr/~cesim/rednemo.tar.gz.<h4>contact</h4>cesim@khas.edu.tr.<h4>supplementary,1,1,0,spacy,27797764
boiled-egg,1,1,0,spacy,28256516
swissadme,1,1,1,both,28256516
ilogp,1,1,0,spacy,28256516
isomorphic semantic mapping of variant call format,1,0,1,v2,27797761
variant calling format,1,0,1,v2,27797761
nodejs,1,1,0,spacy,27797761
vcf2rdf,1,1,1,both,27797761
dlp,1,1,0,spacy,27797759
dual label propagation,1,1,0,spacy,27797759
sieve,1,0,1,v2,23963915
pathway and gene enrichment database,1,1,1,both,23046413
www.cbrc.kaust.edu.sa/des_ncrna,1,1,0,spacy,28387604
imondb,1,1,1,both,25798920
data smart socket,1,1,1,both,27797780
bdss,1,1,1,both,27797780
rgaat,1,1,1,both,30583062
copdkb,1,1,1,both,25471253
copd,1,0,1,v2,25471253
copd knowledge base,1,1,1,both,25471253
oggle,1,0,1,v2,26552596
toggle,1,0,1,v2,26552596
personal cancer genome reporter,1,1,1,both,29272339
zebrafish database,1,0,1,v2,26421518
instrument monitoring database,1,1,1,both,25798920
paged,1,1,1,both,23046413
first-aid,1,1,1,both,31631631
id,1,0,1,v2,31631631
first,1,0,1,v2,31631631
communicative interaction database - 5afc format,1,1,0,spacy,26487054
cid-5,1,0,1,v2,26487054
communicative interaction database,1,0,1,v2,26487054
http://bsb-lab.org/research/,1,1,0,spacy,26487054
web-igloo,1,0,1,v2,27797774
web-igloo-a,1,0,1,v2,27797774
http://bio.informatics.iupui.edu/paged,1,1,0,spacy,23046413
brca share™,1,0,1,v2,27633797
vaa3d,1,1,0,spacy,23603332
yadamp,1,1,1,both,22325123
seaweb,1,1,1,both,31598718
scn1lab,1,1,0,spacy,27305978
lycopattern,1,0,1,v2,25143288
glycopattern,1,1,1,both,25143288
a web platform for glycan array mining,1,1,0,spacy,25143288
s-wgrh,1,0,1,v2,26945524
experimental data on protein and peptide aggregation,1,1,0,spacy,27043825
aip,1,0,1,v2,22751211
iaic,1,1,0,spacy,22751211
nn-t4se,1,0,1,v2,31860715
pubmlst.org/neisseria,1,1,0,spacy,30877669
planarian anatomy gene expression database,1,1,0,spacy,34318308
planarian anatomy ontology,1,1,1,both,34318308
plana,1,1,1,both,34318308
hemonc,1,1,1,both,31238109
athena,1,0,1,v2,31238109
a new standard vocabulary for chemotherapy regimen representation in the omop common data model,1,1,0,spacy,31238109
fun-l,1,1,1,both,25667547
gene prioritization for rnai screens,1,1,0,spacy,25667547
predc,1,1,1,both,25667546
http://sm.nwsuaf.edu.cn/lsp/predc.php,1,1,0,spacy,25667546
internet brain volume database,1,1,1,both,21931990
ibvd,1,1,1,both,21931990
brain volume database,1,0,1,v2,21931990
mriqc,1,0,1,v2,30975998
rnaenn,1,0,1,v2,24586240
uk veterinary immunological toolbox website,1,1,0,spacy,32548865
chromosome human proteome project,1,1,0,spacy,23701512
ocrates,1,0,1,v2,24389656
ngs-fc,1,1,1,both,28682264
next-generation sequencing format converter,1,0,1,v2,28682264
trnascan-se,1,1,1,both,27174935
pdb2graph,1,0,1,v2,27043857
highly efficient sensor platform using simply manufactured nanodot patterned substrates,1,1,0,spacy,26290188
brillouin,1,0,1,v2,30287881
stimulated brillouin scattering,1,1,0,spacy,30287881
algan,1,0,1,v2,30287881
identification of novel cryptic multifunctional antimicrobial peptides,1,1,0,spacy,30124040
building protein-protein and protein-glycosaminoglycan interaction networks using,1,1,0,spacy,33794052
uk immunological toolbox,1,0,1,v2,32548865
inavigator,1,1,0,spacy,33794052
human proteome organization-proteomics standards initiative,1,1,0,spacy,33794052
dinax-,1,1,0,spacy,33007622
inax,1,0,1,v2,33007622
for inherited ataxia,1,0,1,v2,33007622
dinax,1,1,1,both,33007622
database for inherited ataxia,1,1,0,spacy,33007622
darkfood,1,1,0,spacy,32581637
biologer,1,0,1,v2,32581636
iologer,1,0,1,v2,32581636
sisatbase,1,1,1,both,28878802
sapdb,1,1,1,both,33892308
mpiblast,1,1,1,both,24979410
hemi,1,1,1,both,25372567
ptmpred,1,0,1,v2,24291233
pspm,1,1,0,spacy,24291233
scoc,1,1,1,both,31664032
heavy-element reactions database,1,0,1,v2,32876441
herdb,1,0,1,v2,32876441
relativistic ab initio geometries and energies for actinide compounds,1,1,0,spacy,32876441
element reactions database,1,1,0,spacy,32876441
phylomatic,1,0,1,v2,23668630
n-kats,1,0,1,v2,26945430
nchpad knowledge adaptation,1,1,0,spacy,26945430
eat map,1,0,1,v2,25372567
igshare,1,0,1,v2,31664036
heat map illustrator,1,1,0,spacy,25372567
pivot,1,1,1,both,29304726
ivot,1,0,1,v2,29304726
gaga,1,1,1,both,24586132
phabit,1,0,1,v2,32745361
ecfs-dea,1,1,1,both,32024464
maxent,1,1,0,spacy,33400719
posttranslational modifications in proteins,1,1,0,spacy,33826699
eepg4,1,0,1,v2,34383754
deepg4,1,1,1,both,34383754
pride-asap,1,0,1,v2,23603108
drabal,1,1,1,both,27895719
wimpiblast,1,0,1,v2,24979410
ngspe,1,1,1,both,23930810
optimization of hairy root transformation for the functional genomics in chickpea,1,1,0,spacy,31893457
dendpoint,1,1,1,both,31664080
a web resource for dendrimer pharmacokinetics investigation and prediction,1,1,0,spacy,31664080
fit3d,1,1,1,both,26519504
plant long noncoding rna prediction by random forests,1,0,1,v2,31893451
plncpro,1,0,1,v2,31893451
microcrystal electron diffraction,1,1,0,spacy,33368009
indian exome reference database,1,1,1,both,30615482
index-db,1,1,1,both,30615482
indian exome database,1,0,1,v2,30615482
http://www.cmbb.arizona.edu/crusview/.,1,1,0,spacy,23898041
http://bioinfo.mc.vanderbilt.edu/ccmgdb,1,1,0,spacy,26519468
standard widget toolkit/swing graphics libraries and a sqlite database for performing visualized analyses of comparative genomics data in brassicaceae,1,1,0,spacy,23898041
crusview,1,1,1,both,23898041
a java-based visualization platform for comparative genomics analyses in brassicaceae species,1,1,0,spacy,23898041
megnet,1,1,1,both,22161324
deciphering the mechanisms of developmental disorders,1,0,1,v2,26519470
juncdb,1,1,1,both,26519469
an exon-exon junction database,1,1,0,spacy,26519469
http://juncdb.carmelab.huji.ac.il/,1,1,0,spacy,26519469
cancer cell metabolism gene database,1,1,1,both,26519468
ccmgdb,1,1,1,both,26519468
socrates,1,0,1,v2,24389656
identify,1,1,0,spacy,24389656
aarhus neuromodulation database,1,1,1,both,22882331
procarbdb,1,1,1,both,31598690
http://bioinformatics.towson.edu/rkn/,1,1,0,spacy,23144556
rkn.<h4,1,1,0,spacy,23144556
qtlbase,1,1,1,both,31598699
crop 3d,1,0,1,v2,28616808
hyscraper,1,0,1,v2,34187366
physcraper,1,0,1,v2,34187366
international register of prospective systematic reviews on may 18,1,1,0,spacy,33663077
eurbpdb,1,1,1,both,31598693
http://eurbpdb.syshospital.org,1,1,0,spacy,31598693
european innovative medicines initiative,1,1,0,spacy,22489185
a database of carbohydrate-binding proteins,1,1,0,spacy,31598690
rkn,1,1,0,spacy,23144556
a database-driven web server for terpenome research,1,1,0,spacy,32286817
terokit,1,1,1,both,32286817
pangenome iterative refinement and threshold evaluation,1,1,0,spacy,31598686
angenome iterative refinement,1,0,1,v2,31598686
pirate,1,1,1,both,31598686
lncrnatargets,1,0,1,v2,27306075
http://bioinfo.iitk.ac.in/bioinfo/dbsweet/home,1,1,0,spacy,29665371
an integrated resource for sweet superfamily to understand,1,1,0,spacy,29665371
dbsweet,1,1,1,both,29665371
nonneoplastic lesion atlas,1,0,1,v2,24488020
rkn lethal db,1,0,1,v2,23144556
https://bioinfo.uth.edu/visdb,1,1,0,spacy,31598702
landscape of isoform switches in human cancers,1,1,0,spacy,28584021
endorex,1,1,1,both,34252921
small rna expression atlas,1,1,1,both,31598718
vd,1,0,1,v2,30419069
c/vd,1,1,0,spacy,30419069
cluso,1,1,0,spacy,30419069
c/vddb,1,0,1,v2,30419069
gps-lipid,1,0,1,v2,27306108
particle swarm optimization,1,1,0,spacy,27306108
egt,1,1,0,spacy,34252921
egtcopy,1,1,0,spacy,34252921
ndorex,1,0,1,v2,34252921
covid-19 knowledge graph,1,1,0,spacy,34613368
viral integration site database,1,1,1,both,31598702
itextmine,1,1,0,spacy,34613368
multiscale virtual screening optimization for shotgun drug repurposing using the cando platform,1,1,0,spacy,33925237
bandock,1,1,0,spacy,33925237
dna methylation interactive visualization database,1,1,1,both,31598709
dnmivd,1,1,1,both,31598709
colector,1,1,1,both,27437169
olector,1,0,1,v2,27437169
cancergenenet,1,1,1,both,31598703
linking driver genes to cancer hallmarks,1,1,0,spacy,31598703
https://signor.uniroma2.it/cancergenenet/,1,1,0,spacy,31598703
"alpha-2,8",1,1,0,spacy,24651862
retrieval,1,0,1,v2,30419028
a web-based platform for prediction,1,1,0,spacy,27174940
a toolkit integrating two pipelines for personalized profiling and biosignature identification,1,1,0,spacy,26912804
a database for ribosome-interacting proteins,1,1,0,spacy,30877740
microsatellite search and building database,1,0,1,v2,23144492
oftcon,1,0,1,v2,34121770
teaas,1,1,1,both,34154536
taxoner,1,0,1,v2,25077800
vast,1,0,1,v2,30386216
volume annotation and segmentation tool,1,1,1,both,30386216
vast (volume annotation and segmentation tool,1,0,1,v2,30386216
consortium of alternative methods for safety evaluation of cosmetics,1,1,0,spacy,27437094
camsec,1,1,1,both,27437094
gazer_biosigner,1,1,0,spacy,26912804
http://mlda.swu.edu.cn/codes.php?name=isoda,1,1,0,spacy,33826865
enegazer,1,0,1,v2,26912804
genegazer,1,1,1,both,26912804
gaze_biosigner,1,1,0,spacy,26912804
colorscan,1,1,1,both,32647203
pcir,1,1,1,both,31696928
plant chloroplast inverted repeats,1,1,1,both,31696928
a new database of halophiles across all life domains,1,1,0,spacy,29796383
halodom,1,1,1,both,29796383
"prediction, analysis and simulation of metabolic networks",1,1,0,spacy,27174940
pasmet,1,1,1,both,27174940
riboi,1,1,1,both,30877740
isoform-disease association prediction by multiomics data fusion,1,1,0,spacy,33826865
irma,1,1,0,spacy,30419028
dae,1,0,1,v2,31074377
knocktf,1,1,1,both,31598675
http://www.licpathway.net/knocktf/index.html,1,1,0,spacy,31598675
cellchat,1,1,1,both,33597522
genomic-associated markers and comparative genome maps database,1,0,1,v2,26093644
gmgm,1,1,1,both,26093644
alsgene,1,0,1,v2,21702733
pig integrated gene catalog,1,0,1,v2,33597514
pigc,1,0,1,v2,33597514
http://marker.kazusa.or.jp/daikon,1,1,0,spacy,21669962
odae,1,1,1,both,31074377
cinahl plus,1,1,0,spacy,21932104
isoda,1,1,1,both,33826865
parallel-probis,1,1,1,both,22718529
cuda-miranda,1,0,1,v2,25077821
iranda,1,0,1,v2,25077821
cmti,1,1,0,spacy,25077821
fast recalculation on gpu,1,0,1,v2,30287930
heidelberg ion beam therapy,1,1,0,spacy,30287930
ctdb,1,1,1,both,26322998
bisep,1,1,1,both,26781748
genomic distribution of protein structural domain superfamilies,1,0,1,v2,30943284
gendis,1,1,1,both,30943284
covidgr,1,1,1,both,33170789
covidgr-1.0,1,0,1,v2,33170789
sdnet,1,1,0,spacy,33170789
goea.<h4,1,1,0,spacy,31760951
varaft,1,1,1,both,29860484
a c++11 framework for rapid development and deployment of bioinformatics tasks,1,1,0,spacy,22815363
molbiolib,1,1,1,both,22815363
olbiolib,1,0,1,v2,22815363
psma3,1,1,0,spacy,26485378
nup98,1,1,0,spacy,26485378
disease-expression relation extraction from text,1,0,1,v2,29860481
bioxpress.d,1,0,1,v2,29860481
xpression relation extraction from text,1,0,1,v2,29860481
dexter,1,0,1,v2,29860481
critical care health informatics collaborative,1,0,1,v2,29500026
cchic,1,1,1,both,29500026
care health informatics collaborative,1,1,0,spacy,29500026
cleanehr,1,0,1,v2,29500026
jspsych,1,1,1,both,24683129
more sustainable platform for carbon-nitrogen bond formation,1,1,0,spacy,28648054
oncoarray,1,1,1,both,27697780
matchmaker exchange api,1,1,1,both,26255989
matchmaker exchange application programming interface,1,1,1,both,26255989
mme api,1,0,1,v2,26255989
kosro,1,1,1,both,26157684
http://www.kosro.or.kr/asda,1,1,0,spacy,26157684
mining context-specific human transcription networks using composite genomic information,1,1,0,spacy,24912499
human colon intestine-chip platform and showed its value in the characterization of the mechanism of action of interleukin 22 in the human epithelial barrier,1,1,0,spacy,34284165
human colon intestine-chip exposure to interleukin 22 induces disruption of the barrier,1,1,0,spacy,34284165
high-performance framework for ngs data preprocessing tools,1,1,0,spacy,27861637
metabolomics software catalog,1,1,1,both,34677393
dptedb,1,1,1,both,27173524
http://genedenovoweb.ticp.net:81/dptedb/index.php,1,1,0,spacy,27173524
chinchilla research resource database,1,0,1,v2,27173523
the chinchilla research resource database,1,1,0,spacy,27173523
crrd,1,0,1,v2,27173523
ingrid,1,0,1,v2,29336210
ngrid,1,0,1,v2,29336210
https://dongjunchung.github.io/ingrid/,1,1,0,spacy,29336210
integrative genomics robust identification of cancer subgroups,1,1,1,both,29336210
mscat,1,1,1,both,34677393
data-driven sample size determination,1,0,1,v2,25600654
sam2bam,1,1,1,both,27861637
lybase,1,0,1,v2,27730573
database of drosophila genes and genomes,1,1,0,spacy,27730573
msireader,1,1,1,both,23536269
gpenelope,1,0,1,v2,27370123
carcinogens,1,0,1,v2,31466122
dbcrsr/.,1,1,0,spacy,29860480
dbcrsr,1,1,1,both,29860480
cancer radiosensitivity regulation factors database,1,1,1,both,29860480
characteristics,1,0,1,v2,30352003
qsrr,1,1,0,spacy,30352003
egnet,1,0,1,v2,24912499
regnet,1,1,1,both,24912499
sliding window analysis viewer,1,0,1,v2,31924845
xhmmer3x2,1,0,1,v2,27894340
fungal genome annotation pipeline using evidence-based gene model evaluation,1,1,0,spacy,28582481
ungap,1,0,1,v2,28582481
fungap,1,1,1,both,28582481
unifrac,1,0,1,v2,27632205
aspergillus secondary metabolites database,1,1,1,both,28779078
aspergillus secondary metabolite database,1,1,1,both,28779078
http://www.iictindia.org/a2mdb,1,1,0,spacy,28779078
a2mdb,1,1,1,both,28779078
thyramir,1,1,0,spacy,34054725
x2,1,0,1,v2,27894340
gene ontology normal usage tracking system,1,1,0,spacy,34710081
qtl,1,0,1,v2,26944084
appleak,1,1,1,both,31007293
engines,1,1,1,both,21504571
ngines,1,0,1,v2,21504571
ntire genome interface for exploring snvs,1,0,1,v2,21504571
topmodel,1,1,1,both,33464891
topsuite,1,1,1,both,33464891
topscore,1,1,0,spacy,33464891
ogumi-a,1,0,1,v2,28582457
ogumi,1,1,1,both,28582457
goea,1,0,1,v2,31760951
fungal genome annotation pipeline,1,0,1,v2,28582481
iform/eqtl,1,0,1,v2,26944084
swav,1,1,1,both,31924845
0.482 in alanine scanning energetics database,1,1,0,spacy,22258275
gitools,1,1,1,both,21602921
containerized bioinformatics workflow for reproducible chip/atac-seq analysis,1,1,0,spacy,34284136
containerized bioinformatics workflow for reproducible chip,1,0,1,v2,34284136
pm6,1,1,0,spacy,22225511
smq,1,1,0,spacy,22225511
mp2.x/6,1,1,0,spacy,22225511
ccsd,1,1,0,spacy,22225511
(variation in vertebrates,1,1,0,spacy,27796069
variation in vertebrates,1,0,1,v2,27796069
varver,1,0,1,v2,27796069
hotpoint,1,1,0,spacy,22258275
iform,1,1,1,both,26944084
foldef,1,1,0,spacy,22258275
a web-based tool to support manual annotation of intact glycopeptide ms spectra,1,1,0,spacy,28975713
epsweetener,1,0,1,v2,28975713
http://glycoproteome.expasy.org/pepsweetener/app/,1,1,0,spacy,28975713
pepsweetener,1,1,1,both,28975713
automated reconstruction of a prototypic 4d,1,1,0,spacy,24945246
iscos,1,0,1,v2,23896666
urinary tract infection,1,1,0,spacy,23896666
a database of cysteine s-nitrosylation,1,1,0,spacy,22782549
lncat,1,1,1,both,26944085
dioecious plant transposable element database,1,1,1,both,27173524
degradfp,1,1,1,both,27730581
dna double-strand break repair,1,1,0,spacy,32154266
a comparative database for quantified spatio-temporal gene expression patterns in early dipteran embryos,1,1,0,spacy,25404137
claire,1,0,1,v2,32383740
dy649p1</sup,1,1,0,spacy,33923834
lipidhome,1,1,1,both,23667450
cropsnpdb,1,1,1,both,30548723
iplover,1,0,1,v2,27828974
grdr®,1,0,1,v2,25797358
common data elements,1,1,0,spacy,25797358
grdr,1,1,1,both,25797358
ample,1,1,1,both,31793899
superfly,1,1,1,both,25404137
proteoformer,1,0,1,v2,31040227
http://www.ibi.vu.nl/programs/taxmanwww/.,1,1,0,spacy,22618877
bristol meyers squibb,1,1,0,spacy,33497831
dcas12a,1,1,0,spacy,29958882
at1g07350.2,1,1,0,spacy,22291167
dogsd,1,1,1,both,25404132
the dog and wolf genome snp database,1,1,0,spacy,25404132
possumds,1,0,1,v2,25404129
possum drug search,1,1,1,both,25404129
lncatlas,1,1,1,both,28386015
carbon ore resources database,1,1,1,both,35005150
http://vps338341.ovh.net/.,1,1,0,spacy,29696732
taxman,1,1,1,both,22618877
pocketannotate,1,1,1,both,22618878
electronic resource for fusarium,1,0,1,v2,23798489
cmixnet,1,1,0,spacy,31466261
amxx00000000,1,1,0,spacy,23667475
gao,1,1,0,spacy,32416537
consolidated counterdrug database,1,1,1,both,32416537
counterdrug,1,0,1,v2,32416537
(including central america,1,1,0,spacy,32416537
it2,1,0,1,v2,33858322
chip-bit2,1,0,1,v2,33858322
hip-bit2,1,0,1,v2,33858322
dnas.<h4,1,1,0,spacy,33858322
automated lung nodule detection and classification using deep learning combined with multiple strategies,1,1,0,spacy,31466261
pharmacophore search of the zinc database,1,1,0,spacy,22553363
pariga,1,1,1,both,23667459
zincpharmer,1,1,1,both,22553363
database of rna elements regulating nuclear rna export in mammals,1,1,0,spacy,25273107
exportaid,1,1,1,both,25273107
glycomicsdb,1,1,1,both,21603090
rgd;http://rgd.mcw.edu/,1,1,0,spacy,27009807
rgd;h,1,0,1,v2,27009807
rdo,1,0,1,v2,27009807
teamtat,1,1,1,both,32383756
consortium for electrocardiographic imaging,1,1,1,both,28451592
qnpa microarray,1,0,1,v2,21504771
seshat,1,0,1,v2,29696732
efg,1,1,1,both,23798489
transport data repository that combines data from 3 separate domains and many sources within our health system.<h4,1,1,0,spacy,32940707
beyond taxonomic identification: integration of ecological responses to a soil bacterial 16s rrna gene database,1,1,0,spacy,34349739
ripp-mkr,1,1,0,spacy,33989299
ripplenet,1,1,0,spacy,33989299
dicom data warehouse,1,0,1,v2,26518194
ddw,1,0,1,v2,26518194
data warehouse: part,1,1,0,spacy,26518194
naphthalimide scaffold provides versatile platform for selective thiol sensing and protein labeling,1,1,0,spacy,26813105
medline.we,1,1,0,spacy,21635749
msh,1,1,0,spacy,21635749
msh wsd,1,0,1,v2,21635749
hof,1,1,0,spacy,34349739
toolbox for in vivo imaging of host-parasite interactions,1,1,0,spacy,30745251
proteogenomics viewer,1,0,1,v2,28582591
http://staffwww.dcs.shef.ac.uk/people/j.hensman/.,1,1,0,spacy,23962281
ipe-sites,1,0,1,v2,21635751
pipe-sites,1,1,1,both,21635751
ites,1,0,1,v2,21635751
rialstreamer,1,0,1,v2,32940710
trialstreamer,1,0,1,v2,32940710
ngs_backbone,1,0,1,v2,21635747
gs_backbone,1,0,1,v2,21635747
sequencing by oligonucleotide ligation and detection,1,1,0,spacy,21635747
transport data repository,1,1,0,spacy,32940707
spineracks,1,1,0,spacy,34841273
pv,1,0,1,v2,28582591
electronic resource for fusarium graminearum,1,1,0,spacy,23798489
znsm,1,1,0,spacy,28680911
ntropyexplorer,1,0,1,v2,26714840
fligner-killeen,1,1,0,spacy,26714840
dse,1,1,0,spacy,26714840
entropyexplorer,1,1,1,both,26714840
michigan genomics initiative and uk biobank,1,1,0,spacy,31859414
urvmicro,1,0,1,v2,24519378
survmicro,1,1,1,both,24519378
openvirtualtoxlab--a,1,0,1,v2,25240273
znsm-idb,1,0,1,v2,28680911
znsm idb,1,0,1,v2,28680911
ziehl-neelsen sputum smear microscopy image database,1,0,1,v2,28680911
the monarch butterfly genome database,1,1,0,spacy,23143105
beca,1,1,0,spacy,28910280
ebiokit,1,1,1,both,28910280
eats,1,0,1,v2,25469636
