entity_name,total_papers,spacy_papers,v2_papers,source,pmids
protchoir,1,1,1,both,34015821
tnf-∝,1,1,0,spacy,34015823
https://www.ebi.ac.uk/thornton-srv/databases/survcurv/.,1,1,0,spacy,26249811
cplp-tb,1,1,1,both,29559379
cplp,1,1,0,spacy,29559379
latin american and mediterranean,1,1,0,spacy,29559379
gene expression database of normal and tumor tissues,1,1,0,spacy,21695066
http://medicalgenome.kribb.re.kr/gent/,1,1,0,spacy,21695066
http://genome.kobic.re.kr/gent/.,1,1,0,spacy,21695066
https://github.com/sarael-metwally/alo_algorithm_for_kidney_exchanges,1,1,0,spacy,29723232
r3,1,0,1,v2,29297283
viewing the genome through the eyes of a toxicologist,1,1,0,spacy,27888230
toxreporter,1,1,1,both,27888230
cngb,1,1,1,both,32705130
cnsa,1,1,1,both,32705130
genome track analyzer,1,1,0,spacy,25627242
a transcriptome derived ssr database,1,1,0,spacy,30837356
musatransssrdb,1,1,1,both,30837356
annotqtl,1,1,1,both,21596783
enplay,1,0,1,v2,21596789
timex,1,1,0,spacy,21596789
genplay,1,1,1,both,21596789
rbionet,1,1,1,both,21596791
passel,1,0,1,v2,24939129
observ-om,1,0,1,v2,22416047
topfinder,1,0,1,v2,25332401
iupred3,1,0,1,v2,34048569
topfind,1,1,1,both,25332401
ene functional association predictor,1,0,1,v2,23497449
gene functional association predictor,1,1,0,spacy,23497449
mirec,1,1,1,both,25889518
portals,1,0,1,v2,28904183
global drug-resistant-tuberculosis data sharing and analysis,1,1,0,spacy,28904183
fat-ptm,1,1,1,both,31034103
functional analysis tools for post-translational modifications,1,1,1,both,31034103
eltime,1,0,1,v2,31951607
treetime,1,1,0,spacy,31951607
reltime,1,1,0,spacy,31951607
rtdt,1,0,1,v2,31951607
digital embryology consortium,1,1,0,spacy,30673660
amtdb,1,1,1,both,30247677
a database of ancient human mitochondrial genomes,1,1,0,spacy,30247677
promiscuous 2.0,1,0,1,v2,33196798
origin database,1,0,1,v2,22121216
oridb,1,1,1,both,22121216
scde,1,0,1,v2,22121217
stem cell discovery engine,1,1,1,both,22121217
scde)-a,1,0,1,v2,22121217
wavos,1,1,1,both,22448897
http://sourceforge.net/projects/wavos/files/,1,1,0,spacy,22448897
ssds,1,1,0,spacy,29297411
dissetsim,1,1,1,both,29297411
mapper(2,1,0,1,v2,22121218
mapper2,1,0,1,v2,22121218
mapper(2) database,1,1,0,spacy,22121218
huskindb,1,1,1,both,33262341
https://doi.org/10.7303/syn21998881,1,1,0,spacy,33262341
gent2,1,1,1,both,31296229
gene expression database of normal and tumor tissues 2,1,1,0,spacy,31296229
ene expression database of normal and tumor tissues 2,1,0,1,v2,31296229
hi-jack,1,0,1,v2,25758402
scsemicluster,1,0,1,v2,33098418
nal,1,0,1,v2,25332403
http://i5k.nal.usda.gov/,1,1,0,spacy,25332403
5000 arthropod genomes,1,1,0,spacy,25332403
allie,1,1,1,both,21498548
https://medicago.toulouse.inrae.fr/mtexpress,1,1,0,spacy,34245304
mtexpress,1,1,1,both,34245304
gene expression atlas,1,1,0,spacy,34245304
retinogenetics,1,1,1,both,24939193
predispositions,1,1,0,spacy,24939193
hi,1,0,1,v2,25758402
jack,1,0,1,v2,25758402
ack,1,0,1,v2,25758402
sybil,1,0,1,v2,22121156
chirbase,1,1,0,spacy,22350557
synbiolgdb,1,1,1,both,25627341
a resource for experimentally validated logic gates in synthetic biology,1,1,0,spacy,25627341
tpot-fss,1,1,0,spacy,31165141
tpot,1,0,1,v2,31165141
fss,1,1,0,spacy,31165141
ppeao,1,1,1,both,30804701
gbif.org,1,1,0,spacy,30804701
antimicrobial resistance reference gene,1,0,1,v2,31427293
bacterial antimicrobial resistance reference gene database consists of up-to-date gene nomenclature,1,1,0,spacy,31427293
amrfinder,1,1,1,both,31427293
national antimicrobial resistance monitoring system,1,1,0,spacy,31427293
resfinder,1,1,0,spacy,31427293
icy,1,0,1,v2,22743774
iupred,1,0,1,v2,34048569
phymet,1,0,1,v2,29624889
orfik,1,1,1,both,34147079
prokaryotic virus orthologous groups,1,1,0,spacy,27789703
dili,1,1,0,spacy,29788510
predicting drug-induced liver injury using ensemble learning methods and molecular fingerprints,1,1,0,spacy,29788510
toxicity knowledge base,1,1,0,spacy,29788510
fegenie,1,1,1,both,32082281
https://github.com/arkadiy-garber/fegenie,1,1,0,spacy,32082281
phs,1,0,1,v2,23890284
simdef,1,1,1,both,26708333
rcgh,1,0,1,v2,26708336
genomecrispr,1,1,1,both,27789686
tcof-db,1,1,1,both,27789689
tcof-db v2,1,0,1,v2,27789689
online drug compendium,1,1,0,spacy,27789690
pepx,1,1,0,spacy,23497081
weram,1,1,1,both,27789692
a database of writers,1,1,0,spacy,27789692
3dsnp,1,1,1,both,27789693
petideprophet,1,1,0,spacy,22350209
ppiranker,1,1,0,spacy,22350209
miranker,1,1,0,spacy,22350209
ppmranker,1,1,0,spacy,22350209
srpi,1,1,0,spacy,22350209
proteome-pi,1,0,1,v2,27789699
ph.,1,1,0,spacy,27789699
proteome isoelectric point database,1,1,0,spacy,27789699
stonemod,1,1,1,both,32934277
kidney stone modulator database,1,1,1,both,32934277
istrome data browser,1,0,1,v2,27789702
orthologous groups,1,0,1,v2,27789703
vogs,1,0,1,v2,27789703
xeno-mirnet,1,0,1,v2,30280028
eno-mirnet-t,1,0,1,v2,30280028
birth defect multi-omics database,1,1,1,both,34736471
ivsirdb,1,0,1,v2,22022467
agefactdb--t,1,0,1,v2,24217911
agefactdb,1,1,1,both,24217911
jenage ageing factor database,1,1,1,both,24217911
lifespan observations database,1,1,0,spacy,24217911
dietary restriction gene database,1,1,0,spacy,24217911
the human phenotype ontology project,1,1,0,spacy,24217912
vplg,1,1,0,spacy,26446136
protein topology graph library,1,1,0,spacy,26446136
protein topology graph,1,0,1,v2,26446136
wormqtlhd--a,1,0,1,v2,24217915
wormqtlhd,1,1,0,spacy,24217915
wormqtl(hd,1,0,1,v2,24217915
http://www.bioinfo.org/npinter,1,1,0,spacy,24217916
a database of hiv inhibiting sirnas,1,1,0,spacy,22022467
bddb,1,1,1,both,34736471
idash,1,0,1,v2,34474309
catalogue of therapeutic enzybiotics,1,1,0,spacy,23497033
phibiscan,1,0,1,v2,23497033
hibiotics,1,0,1,v2,23497033
phibiotics,1,1,1,both,23497033
interval enrichment analysis,1,0,1,v2,22513993
inrich,1,1,1,both,22513993
interval enrichment,1,1,0,spacy,22513993
an integrative cancer drug combination data portal,1,1,0,spacy,31066443
cru ts,1,0,1,v2,32246091
climatic research unit gridded time series,1,0,1,v2,32246091
almost,1,1,1,both,24676684
cellatlassearch,1,1,1,both,29788498
http://dmk-brain.ecn.uiowa.edu/pvogs,1,1,0,spacy,27789703
pvogs,1,1,1,both,27789703
eannouncement,1,1,0,spacy,21989943
kaleidoscope of gene responses to inflammation between species,1,1,0,spacy,27789704
real-time online engine for expression quantitative trait loci analyses,1,1,0,spacy,25037307
real-time engine for expression quantitative trait loci analyses,1,1,1,both,25037307
rteqtl,1,1,1,both,25037307
mapping and map,1,1,0,spacy,26315263
nimblegen,1,0,1,v2,26315263
pitad,1,0,1,v2,31099399
epitad,1,1,1,both,31099399
ausom,1,1,0,spacy,33720842
snpeeff,1,1,0,spacy,32377357
varitome,1,1,0,spacy,32377357
human pancreas in health and disease,1,1,0,spacy,33294866
ffind,1,1,0,spacy,33294866
pancreatlas,1,1,1,both,33294866
fancat,1,1,1,both,32737813
hepatitis-c ires variation database,1,1,0,spacy,27527702
hcv ires variation database,1,1,1,both,27527702
hcvivdb,1,1,1,both,27527702
aureowiki,1,1,1,both,29198880
benviewer,1,1,1,both,34048546
emirit,1,1,1,both,34048547
extracting mirna information from text,1,1,1,both,34048547
gdn,1,0,1,v2,29854243
genopredict,1,1,1,both,29854243
predict,1,1,0,spacy,29854243
treatkb,1,1,0,spacy,29854243
disease network,1,0,1,v2,29854243
a tool for discerning mutational significance in groups of putative cancer genes,1,1,0,spacy,21498403
athscan,1,0,1,v2,21498403
pathscan,1,1,1,both,21498403
ram-js,1,0,1,v2,31099383
cram,1,0,1,v2,31099383
cram-js,1,1,1,both,31099383
clinical annotation of variants,1,1,0,spacy,26315209
keris,1,1,1,both,27789704
break down in order to build up,1,1,0,spacy,28346786
emolfrag,1,0,1,v2,28346786
tmsnp,1,1,1,both,33655207
mirclassify,1,1,1,both,24480175
as-east,1,1,1,both,22645168
alternative splicing effects assessment tools,1,1,0,spacy,22645168
tfcancer,1,1,1,both,34113986
passion,1,1,1,both,22219203
bioprospector,1,1,0,spacy,23497159
promzea,1,1,1,both,23497159
linical annotation,1,0,1,v2,26315209
cava,1,1,1,both,26315209
ofc,1,0,1,v2,31656398
ppp,1,0,1,v2,33950197
symbiogbr,1,1,1,both,23497177
http://www.symbiogbr.org,1,1,0,spacy,23497177
mockrobiota,1,1,1,both,27822553
http://caporaso-lab.github.io/mockrobiota/.,1,1,0,spacy,27822553
a public resource for microbiome bioinformatics benchmarking,1,1,0,spacy,27822553
https://doi.org/10.6084/m9.figshare.7198703,1,1,0,spacy,30411228
mist,1,0,1,v2,31754718
xsult,1,1,1,both,28510698
tral,1,1,1,both,25987568
ral,1,0,1,v2,25987568
annotation library,1,0,1,v2,25987568
miasdb,1,1,1,both,27167218
pop-gen pipeline platform,1,1,1,both,33950197
genomicranges,1,1,0,spacy,34147079
bere,1,1,0,spacy,34507528
cowpi,1,1,1,both,29887853
http://rnavista.cs.put.poznan.pl,1,1,0,spacy,29985979
pga2,1,0,1,v2,26315905
bcalm,1,1,0,spacy,26315905
chem,1,1,0,spacy,24775806
dijkstra,1,1,0,spacy,24775806
chem-path-tracker,1,0,1,v2,24775806
chem-p,1,0,1,v2,24775806
http://www.maayanlab.net/lincs/lcb,1,1,0,spacy,24906883
lincs canvas browser,1,0,1,v2,24906883
lcb,1,1,1,both,24906883
ariant modeller,1,0,1,v2,24906884
varmod,1,1,1,both,24906884
omnipath,1,1,1,both,31886476
https://github.com/saezlab/omnipath_cytoscape,1,1,0,spacy,31886476
identification of cancer driver genes,1,1,0,spacy,30542988
lymanalyzer,1,1,1,both,26446988
lymanalzyer,1,1,1,both,26446988
a tool for comprehensive analysis of next generation sequencing data of t cell receptors and immunoglobulins,1,1,0,spacy,26446988
an integrative platform for transcriptional regulation studies,1,1,0,spacy,21859476
copy number variation loci associated with autism from,1,1,0,spacy,23825557
autdb-a,1,0,1,v2,23825557
st405,1,1,0,spacy,29527200
snpfilter</i,1,1,0,spacy,29527200
angiosperm lncrna catalogue,1,1,1,both,33852582
http://www.nipgr.ac.in/alnc.,1,1,0,spacy,33852582
alnc,1,1,1,both,33852582
brain expression database,1,1,1,both,29985970
brainexp,1,1,1,both,29985970
ilearn,1,1,1,both,31067315
simtk,1,1,1,both,29985971
epga2,1,0,1,v2,26315905
ligand binding site recognition application,1,1,1,both,26315904
database.bio,1,1,1,both,26315902
kefed,1,0,1,v2,21859449
pyhive,1,1,1,both,30477418
a health-related image visualization and engineering system using python,1,1,0,spacy,30477418
xcalibur,1,1,0,spacy,32246892
mp-est,1,1,0,spacy,23661681
straw,1,1,1,both,23661681
species tree analysis web server,1,0,1,v2,23661681
md-cts,1,1,1,both,27069559
reference,1,0,1,v2,27069559
of clinical and,1,1,0,spacy,27069559
arshfield dictionary of clinical and translational science,1,0,1,v2,27069559
geni-db,1,1,1,both,22383735
a database of global events for epidemic intelligence,1,1,0,spacy,22383735
http://born.nii.ac.jp/.,1,1,0,spacy,22383735
first order logic reasoning system,1,1,0,spacy,21859449
valtrendsdb,1,1,1,both,31263870
r01,1,1,0,spacy,21859449
engineering from,1,0,1,v2,21859449
bioscholar,1,1,1,both,21859449
esid,1,1,1,both,31263866
https://esid.org/working-parties/registry-working-party/esid-registry,1,1,0,spacy,31263866
dalilite,1,0,1,v2,31263867
deepalign,1,1,0,spacy,31263867
nteractiverosetta,1,0,1,v2,26315900
interactiverosetta,1,1,1,both,26315900
pyrosetta,1,0,1,v2,26315900
complement map database,1,1,1,both,23661693
http://ncbr.muni.cz/valtrendsdb,1,1,0,spacy,31263870
bringing protein data bank validation information closer to the user,1,1,0,spacy,31263870
kinomefeature,1,1,1,both,29985971
rnavista,1,1,1,both,29985979
canadian neighbourhoods and early child development,1,1,0,spacy,32935014
vgsc2,1,0,1,v2,30772429
repic,1,1,1,both,32345346
mext,1,1,0,spacy,29166858
dagepath,1,0,1,v2,29166858
adage,1,0,1,v2,29166858
ehecregnet,1,1,1,both,22318347
ehec,1,1,0,spacy,22318347
hus,1,1,0,spacy,22318347
http://lab6.iitp.ru/ppc/redline72/,1,1,0,spacy,26840333
ycf24,1,1,0,spacy,26840333
circatlas,1,1,1,both,32345360
multi-omics breast cancer database,1,1,1,both,29429018
mobcdb,1,1,1,both,29429018
snipa,1,1,1,both,25431330
biomimetic microfluidic tumor microenvironment platform mimicking the epr effect for rapid screening of drug delivery systems,1,1,0,spacy,28839211
biomimetic microfluidic tumor microenvironment platform,1,0,1,v2,28839211
microfluidic tumor microenvironment,1,0,1,v2,28839211
bmtm,1,0,1,v2,28839211
classifycnv,1,1,1,both,33230148
https://sourceforge.net/projects/spacedwordsprojection/.,1,1,0,spacy,31919449
spaced words projection (sweep,1,1,0,spacy,31919449
weep,1,0,1,v2,31919449
representing large biological sequences datasets in compact vectors,1,1,0,spacy,31919449
sweep,1,1,1,both,31919449
https://github.com/rcs333/vapid,1,1,0,spacy,30674273
vapid,1,1,1,both,30674273
viral annotation pipeline and identification,1,1,1,both,30674273
landscape of metabolic variation across tumor types,1,1,0,spacy,29396322
https://data.caltech.edu/records/1287,1,1,0,spacy,32214380
picrust,1,0,1,v2,29887853
rna epitranscriptome collection,1,1,1,both,32345346
mlmda,1,1,1,both,31395072
http://220.171.34.3:81/,1,1,0,spacy,31395072
leaf senescence database,1,1,1,both,27987180
smoothwin,1,1,0,spacy,31591642
immusort,1,1,1,both,25988315
http://202.85.212.211/account/immusort.html,1,1,0,spacy,25988315
nsembl plants,1,0,1,v2,27987162
integrating tools for visualizing,1,1,0,spacy,27987162
rubber transcriptome db,1,1,0,spacy,29363422
bio-analytic resource for plant biology,1,1,0,spacy,27987167
bio-analytic resource for,1,0,1,v2,27987167
tropgenedb,1,1,1,both,27987169
plant comparative genomic database,1,0,1,v2,27987171
comparative genomic database,1,1,0,spacy,27987171
emod,1,0,1,v2,29986020
pgdd.t,1,0,1,v2,27987177
cancer genome interpreter,1,1,1,both,29592813
homologous organs groups ontology,1,1,0,spacy,22285560
jannovar,1,0,1,v2,24677618
https://github.com/charite/jannovar,1,1,0,spacy,24677618
a bioconductor package and shiny app for dna methylation data length bias adjustment in gene set testing,1,1,0,spacy,30346483
methylgsa,1,1,1,both,30346483
csf proteome resource,1,0,1,v2,25038066
http://github.com/pride-toolsuite/.,1,1,0,spacy,26545397
pride inspector,1,0,1,v2,26545397
a tool for sequence motif prediction in parallel to structural visualization and analyses,1,1,0,spacy,22449399
motviz,1,1,1,both,22449399
homologous organs groups,1,0,1,v2,22285560
caro,1,1,0,spacy,22285560
hog,1,0,1,v2,22285560
common anatomy reference ontology,1,1,0,spacy,22285560
pan-canadian data resource for monitoring child developmental health,1,1,0,spacy,32935014
cannecd,1,1,1,both,32935014
mdidb,1,0,1,v2,34507528
detecting signature characters in gene sequence alignments for taxon diagnoses,1,1,0,spacy,32312224
yir,1,1,1,both,32738156
yeast interactome resource,1,1,1,both,32738156
groel,1,0,1,v2,30903148
resource of small activating rnas for up-regulating the gene expression,1,1,0,spacy,29625201
sarnadb,1,1,1,both,29625201
http://ochem.eu/article/99826,1,1,0,spacy,26807157
tisidb,1,1,1,both,30903160
tisidb.<h4,1,1,0,spacy,30903160
clustermine360,1,1,1,both,23104377
a database of microbial pks/nrps biosynthesis,1,1,0,spacy,23104377
gfdb,1,1,1,both,23104379
lastn,1,0,1,v2,26250111
blastn,1,0,1,v2,26250111
megablast,1,1,0,spacy,26250111
hs-blastn,1,0,1,v2,26250111
set activity toolbox,1,0,1,v2,27102089
gene-set activity toolbox,1,1,1,both,27102089
gat,1,1,1,both,27102089
edigreenet,1,0,1,v2,30903182
pedigreenet,1,1,1,both,30903182
https://www.maizegdb.org/breeders_toolbox,1,1,0,spacy,30903182
a web-based pedigree viewer for biological databases,1,1,0,spacy,30903182
helmcop,1,1,1,both,21760913
helminth control,1,1,0,spacy,21760913
helminth control and prevention,1,0,1,v2,21760913
brapi-a,1,0,1,v2,30903186
plant breeding application programming interface,1,0,1,v2,30903186
http://bioinformatics.unavarra.es:1000/fungaloxphos_css/main.html,1,1,0,spacy,23628689
fungaloxphos,1,1,1,both,23628689
core composition analyzer,1,0,1,v2,23333734
prococoa,1,1,1,both,23333734
protein core composition analyzer,1,1,0,spacy,23333734
digis,1,1,1,both,34016050
taxon predictor,1,0,1,v2,30837511
htp,1,0,1,v2,30837511
rbp2go,1,1,1,both,33196814
a comprehensive pan-species database on rna-binding proteins,1,1,0,spacy,33196814
aut,1,1,0,spacy,32869137
semdis,1,1,1,both,32869137
mbison,1,1,1,both,25889572
http://cbdm.mdc-berlin.de/~mgebhardt/cgi-bin/mbison/home,1,1,0,spacy,25889572
bison,1,0,1,v2,25889572
uniqtag,1,1,1,both,26020645
thermodynamic database for proteins and mutants revisited after 15 years,1,1,0,spacy,33196841
dbcns,1,1,1,both,33196844
a new database for conserved noncoding sequences,1,1,0,spacy,33196844
trav,1,1,1,both,24709941
a quantitative approach for analyzing protein core composition,1,1,0,spacy,23333734
http://www.atgc-montpellier.fr/compphy/,1,1,0,spacy,25496383
compphy,1,1,1,both,25496383
ompphy,1,0,1,v2,25496383
k4mdd,1,0,1,v2,23071556
multi,1,0,1,v2,23071556
evel knowledge base for mdd,1,0,1,v2,23071556
mk4mdd,1,1,1,both,23071556
phendisco,1,1,1,both,23989082
phenotype discovery system for the database of genotypes and phenotypes,1,1,0,spacy,23989082
nucleic acid database,1,1,1,both,24185695
bloodchip,1,1,1,both,24185696
http://www.med.unsw.edu.au/crcweb.nsf/page/bloodchip,1,1,0,spacy,24185696
http://funcoup.sbc.su.se,1,1,0,spacy,24185702
esignate,1,0,1,v2,32312224
designate,1,1,1,both,32312224
canadian neighbourhoods,1,0,1,v2,32935014
radiogx,1,1,1,both,31558563
convolutional neural network,1,1,0,spacy,31722485
deepdrbp-2l,1,1,1,both,31722485
transient receptor potential,1,1,0,spacy,23071747
heidi,1,1,1,both,27560970
australian ocean data network portal,1,1,0,spacy,29461516
australian chlorophyll a database,1,1,0,spacy,29461516
expert algorithm collaboration tool,1,1,0,spacy,33623058
xpert algorithm collaboration tool,1,0,1,v2,33623058
exact,1,1,1,both,33623058
for rapid,1,0,1,v2,27397138
drip,1,1,1,both,27397138
http://melodi-lab.github.io/driptoolkit,1,1,0,spacy,27397138
gmtk,1,1,0,spacy,27397138
bayesian network for accurate detection of peptides from tandem mass spectra,1,1,0,spacy,27397138
comprehensive repository of differentially expressed genes for mucopolysaccharidoses,1,1,0,spacy,34147352
mpsbase,1,1,1,both,34147352
ber-owl,1,0,1,v2,25627673
aber-owl,1,1,1,both,25627673
bigbrain,1,1,1,both,31624250
pages.<h4>contact</h4>afejes@bcgsc.ca,1,1,0,spacy,21367872
postgres,1,0,1,v2,21367872
mutaid,1,1,1,both,26840129
skeletome,1,1,1,both,22449239
bone dysplasia ontology,1,1,0,spacy,22449239
human alternative open reading frames,1,1,0,spacy,22613085
haltorf,1,1,1,both,22613085
alternative open reading frames,1,0,1,v2,22613085
annecd,1,0,1,v2,32935014
edi,1,1,0,spacy,32935014
deepdrbp,1,0,1,v2,31722485
http://bliulab.net/deepdrbp-2l.,1,1,0,spacy,31722485
functional annotation screening technology by nmr,1,1,0,spacy,21269480
wsic,1,1,0,spacy,32312259
http://cancerres.aacrjournals.org/content/canres/79/24/6227/f1.large.jpg.<i>see,1,1,0,spacy,31558563
modeling cellular response in large-scale radiogenomic databases to advance precision radiotherapy,1,1,0,spacy,31558563
fawc,1,1,0,spacy,26479523
named entity recognition and normalization applied to large-scale information extraction from the materials science literature,1,1,0,spacy,31361962
ncopdss,1,0,1,v2,32770988
oncopdss,1,1,1,both,32770988
oncology pharmacotherapy decision support system,1,1,1,both,32770988
biomedical informatics research network,1,1,0,spacy,23727024
incf,1,1,0,spacy,23727024
children's healthy living center of excellence,1,1,0,spacy,34278324
pactrac,1,1,1,both,34278324
macrophages.com,1,0,1,v2,21924793
cprd.<h4,1,1,0,spacy,32312259
easygwas,1,1,1,both,27986896
comparison of protein active-site structures,1,1,1,both,21269480
cellmix,1,1,1,both,23825367
http://web.cbio.uct.ac.za/∼renaud/cran/web/cellmix,1,1,0,spacy,23825367
deepaps,1,1,1,both,32508888
eepaps,1,0,1,v2,32508888
xylella,1,1,0,spacy,22481888
aop,1,0,1,v2,31329252
saop,1,1,1,both,31329252
ctb,1,1,0,spacy,31329252
stressor-a,1,0,1,v2,31329252
linking chemical stressors to adverse outcomes pathway networks,1,1,0,spacy,31329252
3d-pdf,1,0,1,v2,30051302
comptox,1,0,1,v2,33426407
us environmental protection agency's,1,1,0,spacy,33426407
biomedical entity relation oncology corpus,1,0,1,v2,27074804
bronco,1,1,1,both,27074804
ddbj center,1,0,1,v2,25477381
promoting data dissemination and reproducibility,1,1,0,spacy,24622612
issmethyl,1,0,1,v2,26424855
missmethyl,1,1,1,both,26424855
zebrafishmine,1,0,1,v2,26097180
g-bean,1,1,1,both,25474588
bean,1,0,1,v2,25474588
ean,1,0,1,v2,25474588
rin,1,0,1,v2,21575196
prin,1,1,1,both,21575196
predicted rice interactome network,1,1,1,both,21575196
lactamase enzymes,1,1,0,spacy,30783007
lircp,1,1,0,spacy,24589857
xlir,1,1,0,spacy,24589857
roca - an,1,1,0,spacy,30586417
road curvature analyst,1,0,1,v2,30586417
roca,1,0,1,v2,30586417
https://github.com/ncats-gamma/robokop,1,1,0,spacy,33175089
ovid-kop,1,0,1,v2,33175089
covid-kop,1,1,1,both,33175089
identification of potential disease targets through biomedical literature mining,1,1,0,spacy,27506226
http://gdr-web.rwebox.com/public_html/index.php,1,1,0,spacy,27506226
dtminer,1,1,1,both,27506226
p6ma,1,1,0,spacy,32093759
mrmd,1,1,0,spacy,32093759
elting,1,0,1,v2,22591039
melting,1,1,1,both,22591039
a virtual machine implementation of open data and cheminformatics tools,1,1,0,spacy,24262214
mychembl,1,1,1,both,24262214
ychembl,1,0,1,v2,24262214
ftp://ftp.ebi.ac.uk/pub/databases/chembl/vm/mychembl/current,1,1,0,spacy,24262214
gigascience,1,1,0,spacy,24622612
http://www.tu-dresden.de/medkhno/riechen_schmecken/olaf.zip,1,1,0,spacy,21935630
preferential random walk,1,1,0,spacy,22689756
olaf,1,0,1,v2,21935630
zinc.,1,1,0,spacy,23180778
the zebrafish insertion collection,1,1,0,spacy,23180778
zebrafish international,1,0,1,v2,23180778
homeodb2,1,1,1,both,23016940
homeobox gene database,1,1,1,both,23016940
homeodb,1,0,1,v2,23016940
credo,1,1,1,both,23868908
a structural interactomics database for drug discovery,1,1,0,spacy,23868908
swissregulon,1,1,1,both,23180783
gene coexpression database,1,0,1,v2,23180784
ricefrend,1,1,1,both,23180784
a platform for retrieving coexpressed gene networks in rice,1,1,0,spacy,23180784
topological information content similarity,1,1,0,spacy,27473391
topoicsim,1,1,1,both,27473391
wormqtl--p,1,0,1,v2,23180786
subcellular location database for arabidopsis proteins,1,1,1,both,23180787
a database for somatic mutations impacting microrna function in cancer,1,1,0,spacy,23180788
http://compbio.uthsc.edu/somamir/,1,1,0,spacy,23180788
a database for large-scale evolutionary analysis of peroxidases,1,1,0,spacy,23180785
orthodb-the,1,0,1,v2,23180791
a hierarchical catalog of animal,1,1,0,spacy,23180791
piece,1,1,1,both,23180792
ariadne,1,0,1,v2,27604473
circadb,1,1,1,both,23180795
a database of mammalian circadian gene expression profiles,1,1,0,spacy,23180795
sorgodb,1,1,1,both,21575179
orgodb,1,0,1,v2,21575179
superoxide reductase gene,1,1,0,spacy,21575179
superoxide reductase gene ontology,1,0,1,v2,21575179
go2msig,1,0,1,v2,24884810
erminej,1,1,0,spacy,24884810
o2msig,1,0,1,v2,24884810
rn2sbml,1,0,1,v2,23803467
phenpathtool,1,0,1,v2,31307376
phenpath,1,1,1,both,31307376
a tool for characterizing biological functions underlying different phenotypes,1,1,0,spacy,31307376
phenpathdb,1,0,1,v2,31307376
fuzzy inference of gene-sets,1,1,0,spacy,28587632
uzzy inference of gene-sets,1,0,1,v2,28587632
figs,1,0,1,v2,28587632
https://github.com/thakar-lab/figs,1,1,0,spacy,28587632
github,1,0,1,v2,28587632
abscan,1,0,1,v2,29046389
antibody repertoire of colorectal cancer,1,1,0,spacy,29046389
society of human and animal mycology,1,0,1,v2,25802363
isham)-its,1,0,1,v2,25802363
ckttd,1,1,1,both,33109630
checkpoint therapeutic target database,1,1,1,both,33109630
bnpmda,1,1,1,both,29701758
bipartite network projection for,1,0,1,v2,29701758
bipartite network projection for mirna-disease association prediction,1,1,1,both,29701758
npmda,1,0,1,v2,29701758
brainbase,1,1,0,spacy,33175170
transcirc,1,1,0,spacy,33175170
gene expression nebulas,1,1,0,spacy,33175170
qsp-io,1,1,1,both,32618119
ased gene pathogenicity analysis,1,0,1,v2,26490503
gene pathogenicity analysis,1,1,0,spacy,26490503
wgpa,1,1,1,both,26490503
intermetaldb,1,1,1,both,33502860
nnotsv,1,0,1,v2,29669011
structural variations,1,1,0,spacy,29669011
ynbreed,1,0,1,v2,22689388
r-forge,1,1,0,spacy,22689388
synbreed,1,0,1,v2,22689388
etamapp,1,0,1,v2,22591066
grn2sbml,1,1,1,both,23803467
biomart central portal,1,1,0,spacy,23803467
a database of experimentally validated chemically modified sirnas,1,1,0,spacy,26818131
sirnamod,1,1,1,both,26818131
input line entry system,1,0,1,v2,26818131
simsearch,1,1,1,both,33076821
simsearch igb,1,1,0,spacy,33076821
ccd,1,1,1,both,25540181
ftp://ftp.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,1,1,0,spacy,25540181
chemical component dictionary,1,1,1,both,25540181
pipred,1,0,1,v2,25540186
imotifs,1,1,0,spacy,25540186
genome-,1,1,0,spacy,22591066
mapping and visualizing metabolomic data by integrating information from biochemical pathways and chemical and mass spectral similarity,1,1,0,spacy,22591066
argdit,1,1,1,both,30520940
metamapp,1,1,1,both,22591066
ets,1,1,0,spacy,22591066
http://www.jianglab.cn/ncri/.,1,1,0,spacy,32487016
ncri,1,1,1,both,32487016
mifish,1,0,1,v2,29668970
mitochondrial genome database of fish,1,1,0,spacy,29668970
saap-rrbs,1,1,1,both,22689387
http://ndc.mayo.edu/mayo/research/biostat/stand-alone-packages.cfm,1,1,0,spacy,22689387
streamlined analysis and annotation pipeline for,1,0,1,v2,22689387
aap-rrbs,1,0,1,v2,22689387
rrbs,1,1,0,spacy,22689387
streamlined analysis and annotation pipeline for rrbs data (saap-rrbs,1,1,0,spacy,22689387
rgdit,1,0,1,v2,30520940
zinc,1,1,1,both,23180778
ebrafish information network,1,0,1,v2,23180778
zebrafish insertional collection,1,0,1,v2,23180778
pantograph,1,0,1,v2,25572717
waveqtl,1,1,0,spacy,33568045
dsqtl).<h4,1,1,0,spacy,33568045
refgenie,1,0,1,v2,31995185
efgenie,1,0,1,v2,31995185
consent,1,1,1,both,33436980
polygenic risk score software for biobank-scale data,1,1,0,spacy,31307061
prsice,1,0,1,v2,31307061
prsice-2,1,1,1,both,31307061
prs,1,1,0,spacy,31307061
alaxytrakr,1,0,1,v2,33568057
galaxytrakr,1,1,1,both,33568057
integrating a collaborative data pipeline to expand the depth and breadth of consensus protein structure annotation,1,1,0,spacy,31733063
pathdip 4,1,0,1,v2,31733064
pathdip,1,1,1,both,31733064
alfq,1,1,1,both,24753486
lfq,1,0,1,v2,24753486
