entity_name,total_papers,spacy_papers,v2_papers,source,pmids
mispred,1,1,1,both,27115633
cner,1,1,0,spacy,31801540
pxd000627,1,1,0,spacy,25346215
soilhealthdb,1,1,1,both,31932586
genomic mri--a,1,0,1,v2,21610667
non-b,1,1,0,spacy,21610667
uswtdb,1,1,1,both,31932591
united states wind turbine database,1,0,1,v2,31932591
npidb,1,1,1,both,26656949
nucleic acid-protein interaction database,1,0,1,v2,26656949
cataloging plant genome structural variations,1,1,0,spacy,28885182
ccks,1,1,0,spacy,31801540
bival-bind,1,1,1,both,24264865
designing protein-protein binding interactions using evolutionary interface profiles in conjunction with an optimized physical energy function,1,1,0,spacy,30851277
evodesign,1,1,1,both,30851277
plant computer vision,1,1,0,spacy,26099924
bellwether phenotyping platform,1,1,0,spacy,26099924
plantcv,1,1,1,both,26099924
snipers,1,1,0,spacy,31867093
biohub,1,1,1,both,27246819
biohubkb,1,0,1,v2,27246819
searchbreast,1,0,1,v2,28721381
medlineplus,1,1,0,spacy,29409442
subsmatch,1,1,1,both,27443354
dalia-,1,1,0,spacy,33439861
aspwood,1,1,1,both,28655750
of disease alleles in arab population,1,1,0,spacy,33439861
dalia,1,1,1,both,33439861
bridging the gap,1,1,0,spacy,30097532
glycomics@expasy,1,1,1,both,30097532
alkamid,1,1,1,both,22659196
n-alkylamides,1,1,0,spacy,22659196
data in plant science,1,1,0,spacy,27115651
spwood,1,0,1,v2,28655750
high-spatial-resolution transcriptome profiles reveal uncharacterized modularity of wood formation in <i>populus tremula</i>,1,1,0,spacy,28655750
implicitome,1,1,0,spacy,26919047
brain analysis in real-time,1,1,0,spacy,25837719
covid19.bioreproducibility.org,1,1,0,spacy,32981130
kcn,1,0,1,v2,31113357
a database of experimentally verified ubiquitination cascades in humans,1,1,0,spacy,22134927
hubiquitome,1,1,1,both,22134927
mseqdr-lsdb,1,0,1,v2,26919060
phenotips,1,0,1,v2,26919060
taxamatch,1,0,1,v2,25247892
elixir,1,0,1,v2,27803796
analysis,1,0,1,v2,25837719
kiss,1,1,0,spacy,33439726
boin suite,1,0,1,v2,33439726
mtd,1,1,0,spacy,33439726
horvu,1,1,0,spacy,33767193
geneious,1,0,1,v2,23183102
china statistical yearbook and china compendium of statistics,1,1,0,spacy,27377410
gca_000471725.1,1,1,0,spacy,29048578
interspaced short palindromic repeats,1,0,1,v2,27574023
dbemt,1,1,1,both,26099468
an epithelial-mesenchymal transition associated gene resource,1,1,0,spacy,26099468
phacts,1,0,1,v2,29736719
revisiting criteria for plant microrna annotation in the era of big data,1,1,0,spacy,29343505
analyzing large-scale,1,1,0,spacy,27508502
tpm,1,1,0,spacy,33767193
piroplasmadb,1,1,0,spacy,23183102
barley expression database,1,0,1,v2,33767193
eorna,1,0,1,v2,33767193
pressure sensitive adhesive tape,1,1,0,spacy,32948000
nlm-chem,1,1,1,both,33767203
mycocosm,1,1,1,both,24297253
world organization for specialized studies on diseases of the esophagus and the human variome project,1,1,0,spacy,27442983
irrmc,1,1,1,both,31768399
integrated resource for reproducibility in macromolecular crystallography,1,1,0,spacy,31768399
resource for reproducibility in macromolecular crystallography,1,0,1,v2,31768399
ukaryotic pathogen database resources,1,0,1,v2,23183102
phasepro,1,1,0,spacy,32947964
dvenus,1,1,0,spacy,29507408
goodd,1,1,1,both,31964896
multiphate2,1,1,1,both,33734357
code for functional annotation and comparison of phage genomes,1,1,0,spacy,33734357
secret6,1,1,1,both,25640659
http://db-mml.sjtu.edu.cn/secret6/,1,1,0,spacy,25640659
vqa,1,1,0,spacy,30457565
vqa-rad,1,0,1,v2,30457565
a toolbox for successful super-resolution structured illumination microscopy,1,1,0,spacy,26525406
simcheck,1,1,1,both,26525406
georeferenced database,1,0,1,v2,31964896
database of dams,1,1,0,spacy,31964896
llpsdb,1,1,0,spacy,32947964
checklist,1,0,1,v2,34389730
world checklist of vascular plants,1,1,1,both,34389730
wcvp,1,0,1,v2,34389730
sobem,1,1,1,both,34291433
sexual objectification and emotion database,1,1,1,both,34291433
asymmetric suffix array neighbourhood search,1,0,1,v2,30064374
topaz,1,1,1,both,30064374
phasepdb,1,1,0,spacy,32947964
rnagranuledb,1,1,0,spacy,32947964
integrated resource for reproducibility in molecular crystallography,1,0,1,v2,31768399
cubic-atlas,1,1,1,both,29507408
cgat,1,1,1,both,24395753
human connectome project informatics,1,1,0,spacy,23707591
genome-scale metabolic model of,1,1,0,spacy,32849823
ixpm1556,1,0,1,v2,32849823
smithsonian deep reef observation project surveyed deep-reef fishes at statia using the crewed submersible curasub,1,1,0,spacy,33505184
ct-org,1,0,1,v2,33177518
disperse,1,1,1,both,33177529
hemepathjc,1,0,1,v2,34586560
hematopathology,1,0,1,v2,34586560
finnish disease heritage database,1,1,1,both,23904198
findis,1,1,1,both,23904198
human connectome project,1,1,0,spacy,23707591
plant phenomics analysis platform,1,1,1,both,31735708
platform synthetic lectins for divalent carbohydrate recognition in water,1,1,0,spacy,27312071
covid-net,1,1,1,both,33177550
covidx,1,0,1,v2,33177550
henobook,1,0,1,v2,28327910
phenobook,1,1,1,both,28327910
cfps,1,1,0,spacy,31899623
cell-free protein synthesis,1,1,0,spacy,31899623
oshr,1,0,1,v2,23707624
computational genomics analysis toolkit,1,0,1,v2,24395753
ppap,1,0,1,v2,31735708
hbstr-tree,1,0,1,v2,25051028
bologna enzyme web server,1,1,0,spacy,33963861
r/mpmap,1,1,1,both,21217121
benz returns,1,0,1,v2,33963861
bologna enzyme web server for four-level ec number annotation,1,1,0,spacy,33963861
benz ws,1,1,1,both,33963861
gpufit,1,0,1,v2,29146965
apgom,1,0,1,v2,33931103
gapgom,1,1,0,spacy,33931103
gapgom-a,1,0,1,v2,33931103
topoicsim,1,1,1,both,33931103
mpmap,1,0,1,v2,21217121
tampering dataset,1,0,1,v2,27574113
hbstr,1,0,1,v2,25051028
vtd,1,0,1,v2,27574113
sequence database search output,1,1,0,spacy,32849767
rboanalyzer,1,1,1,both,32849767
http://homepages.inf.ed.ac.uk/tthorne/software/packages/empdiff_0.99.tar.gz,1,1,0,spacy,26656615
empdiff,1,1,1,both,26656615
microhapdb,1,1,1,both,32849792
organ system heterogeneity,1,1,0,spacy,25313158
organ system,1,0,1,v2,25313158
chlambase,1,1,1,both,31211397
lncmachine,1,1,1,both,33635499
mme,1,1,1,both,26295439
causal inference engine,1,1,1,both,31701125
cell-culture database: literature,1,1,0,spacy,22493527
human integrated protein expression database,1,1,1,both,27048349
hiped,1,0,1,v2,27048349
varcards,1,1,1,both,29112736
qm-symex,1,0,1,v2,33208742
scientist,1,0,1,v2,31013291
request,1,0,1,v2,31013291
web apollo,1,0,1,v2,24000942
fair++,1,1,0,spacy,32815545
dwb-dd,1,1,1,both,32815545
dwb,1,0,1,v2,32815545
canadian biomarker integration network in depression,1,0,1,v2,28785082
can-,1,1,0,spacy,28785082
can,1,1,0,spacy,28785082
can-bind,1,0,1,v2,28785082
human disease ontology.<h4,1,1,0,spacy,22165947
hipposeq,1,1,1,both,27113915
generic synteny browser,1,0,1,v2,26589635
plant mirna expression atlas database and web applications,1,1,0,spacy,27081157
pmirexat,1,1,1,both,27081157
of proteome dynamics,1,0,1,v2,28981707
encyclopedia of proteome dynamics,1,1,1,both,28981707
fabry-database.org,1,1,1,both,21412250
bcm,1,0,1,v2,27769238
and metagenome analysis cloud platform,1,1,0,spacy,33110420
fugima,1,1,0,spacy,30194033
human and mammalian,1,1,0,spacy,22493527
gene locator,1,0,1,v2,22493529
locater,1,1,1,both,22493529
gene locater,1,0,1,v2,22493529
papc,1,1,0,spacy,30292312
carcinopred-el,1,1,1,both,28522849
online repository of in silico predicted mirnas in salmo salar,1,1,0,spacy,22493538
sa mirnas db,1,0,1,v2,22493538
ssa mirnas db,1,1,1,both,22493538
french directorate general for health,1,1,0,spacy,26982769
mdacp,1,0,1,v2,33110420
ups,1,1,0,spacy,27834739
images of tumors for evaluation,1,0,1,v2,22755708
minc,1,0,1,v2,22755708
ms_histonedb,1,1,1,both,28096900
aquaria-covid,1,0,1,v2,34519429
mareymap,1,1,1,both,28981643
milk bioactive peptide database,1,1,1,both,28490127
genome and metagenome analysis cloud platform,1,0,1,v2,33110420
microbial data analysis cloud platform,1,1,1,both,33110420
prote)omics,1,1,0,spacy,28981707
reco,1,1,1,both,31832526
ruppin's estuarine and coastal observatory,1,0,1,v2,31832526
na-rocket,1,0,1,v2,25573919
http://proteininformationresource.org/iptmnet,1,1,0,spacy,29145615
a database for deciphering mutational signatures in human cancers,1,1,0,spacy,29145625
msignaturedb,1,1,1,both,29145625
http://mu2py.biocomp.unibo.it/mempype,1,1,0,spacy,21543452
mempype,1,1,1,both,21543452
spep,1,1,0,spacy,21543452
memloci,1,1,1,both,21543452
alliummap,1,1,1,both,22559261
rna-rocket,1,1,1,both,25573919
hgsdb,1,1,1,both,26229286
hiwater,1,1,1,both,28654086
haplogroups database to understand migration and molecular risk assessment,1,1,0,spacy,26229286
open web-based application to optimize sampling strategies for active surveillance activities at the herd level illustrated using porcine respiratory reproductive syndrome,1,1,0,spacy,28719658
optisampletm,1,1,1,both,28719658
http://lab.rockefeller.edu/casanova/cdg,1,1,0,spacy,29997612
cdg,1,1,1,both,29997612
est,1,0,1,v2,26229293
aqua-mer,1,0,1,v2,31603259
for covid-19-specific igg/igm immune responses and clinical parameters,1,1,0,spacy,34748989
covid-one-hi,1,0,1,v2,34748989
an integrated resource for protein post-translational modification network discovery,1,1,0,spacy,29145615
iwater,1,0,1,v2,28654086
ocsr,1,0,1,v2,33372625
magic curiosity arousing tricks,1,1,1,both,32651737
enriched efficient precise,1,0,1,v2,31308241
deepest,1,0,1,v2,31308241
fusion detection,1,0,1,v2,31308241
ribocode,1,1,1,both,29538776
conditioned media alphascreen,1,1,0,spacy,31308249
il20ra,1,1,0,spacy,31308249
kir2dl5,1,1,0,spacy,31308249
platform for extracellular interactome discovery identifies novel functional binding partners,1,1,0,spacy,31308249
magiccats,1,0,1,v2,32651737
cmt,1,1,0,spacy,29473246
heihe watershed allied telemetry experimental research,1,1,1,both,28654086
inherited neuropathy variant browser,1,1,1,both,29473246
cbal,1,1,1,both,22034914
web application server apache tomcat,1,1,0,spacy,32520685
e-m,1,0,1,v2,32520685
e-membranome,1,0,1,v2,32520685
e-,1,1,0,spacy,32520685
membranome,1,1,1,both,32520685
iosc3,1,1,1,both,23476717
strategies for automated cryoem data collection using direct detectors,1,1,0,spacy,27572724
cell-culture database,1,0,1,v2,22493527
earth mineral inventory,1,0,1,v2,34158935
plant rdna database,1,1,1,both,22527113
global earth mineral inventory,1,1,0,spacy,34158935
plato,1,1,1,both,29079728
translation,1,0,1,v2,29079728
platform for the analysis,1,0,1,v2,29079728
natural products & biological sources,1,1,0,spacy,33306802
npbs,1,1,1,both,33306802
rice archaeological database,1,1,0,spacy,26327225
cusvardb,1,1,1,both,33274046
mikc(c,1,1,0,spacy,26818751
svp,1,1,0,spacy,26818751
loudman,1,0,1,v2,23181507
cloudman,1,1,1,both,23181507
deepposekit,1,0,1,v2,31570119
densenet</i,1,1,0,spacy,31570119
mediterranean chrysomelidae barcoding project,1,1,0,spacy,27408584
review of resource recycling industry,1,1,0,spacy,31766728
tcm-mesh,1,1,1,both,28588237
insight,1,0,1,v2,23443670
glyco-disease genes database,1,1,1,both,29669592
rcmg,1,1,0,spacy,29669592
ggdonto,1,1,1,both,29669592
gdgdb,1,1,1,both,29669592
and organization of large-scale data,1,0,1,v2,29079728
clusters of essential genes,1,1,1,both,33306800
ceg,1,1,1,both,33306800
afe mocha,1,0,1,v2,30652568
ggm,1,1,0,spacy,31701125
cie,1,1,1,both,31701125
comprehensive ab initio repeat pipeline,1,0,1,v2,29538441
carp,1,1,1,both,29538441
irprofiler,1,1,1,both,29669518
immune repertoire profiler,1,1,1,both,29669518
rprofiler,1,0,1,v2,29669518
n2xcb4856,1,1,0,spacy,25770127
changes,1,1,0,spacy,30652568
cafe,1,1,0,spacy,30652568
quest,1,0,1,v2,30652574
clinical association of functionally established molecular changes,1,0,1,v2,30652568
install4j,1,1,0,spacy,30652568
cafe mocha,1,0,1,v2,30652568
temporal association rule mining and updating and their application to blast furnace in the steel industry,1,1,0,spacy,32454810
cscd,1,1,0,spacy,30259355
tcsd,1,1,0,spacy,30259355
biomodels-1,1,0,1,v2,31701150
biomodels-15,1,1,0,spacy,31701150
tquest,1,1,1,both,30652574
genetic glyco-diseases ontology,1,1,1,both,29669592
gapped spectral dictionaries,1,1,0,spacy,21444829
citizen social lab,1,1,1,both,30521566
hlla,1,1,0,spacy,34814265
larmd,1,1,1,both,31799600
mrce,1,1,0,spacy,23345460
chemical markup language,1,1,0,spacy,23705910
compchem,1,1,1,both,23705910
nwchem,1,1,0,spacy,23705910
rna-puzzles toolkit,1,1,0,spacy,31799609
rna-puzzles,1,0,1,v2,31799609
rna-puzzles contest has shown,1,1,0,spacy,31799609
rna_normalizer,1,1,0,spacy,31799609
portal for petascale lifescience applications and research,1,1,0,spacy,23902523
aptablocks,1,1,1,both,32160038
pptcp5,1,1,0,spacy,26687813
transcriptome atlas of physcomitrella patens provides insights,1,1,0,spacy,26687813
proteomic characterization of caenorhabditis elegans larval development,1,1,0,spacy,29178193
cytobank,1,0,1,v2,24590675
intdb,1,1,1,both,22493526
intdb.<h4,1,1,0,spacy,22493526
ntdb,1,0,1,v2,22493526
lobal earth mineral inventory,1,0,1,v2,34158935
gemi,1,1,1,both,34158935
ligand and receptor molecular dynamics,1,1,1,both,31799600
cryptic pockets repository,1,1,0,spacy,34748701
ebolaid,1,1,1,both,27441375
metaxa,1,0,1,v2,21674231
database of informative genomic regions for ebola identification and treatment,1,1,0,spacy,27441375
sincre-structural,1,1,0,spacy,26130660
camban,1,1,1,both,26130660
sincre-s,1,0,1,v2,26130660
sincre,1,1,1,both,26130660
structural interactome computational resource,1,1,1,both,26130660
lodopab-ct,1,1,1,both,33863917
lodopab)-ct,1,0,1,v2,33863917
nrw - database,1,1,0,spacy,26294518
sos,1,0,1,v2,23410935
assc,1,1,0,spacy,26589468
sequencing orphan species initiative,1,0,1,v2,23410935
intrinsically disordered proteins,1,0,1,v2,22067451
intrinsically disordered proteins with extensive,1,0,1,v2,22067451
surface enhanced,1,0,1,v2,29079816
lspr-,1,1,0,spacy,29079816
lspr,1,0,1,v2,29079816
localized surface plasmon resonance - surface enhanced raman scattering,1,1,0,spacy,29079816
mirseq,1,1,1,both,25114903
isruc-sleep,1,1,1,both,26589468
dc-thera,1,1,1,both,21969471
fondazione museo civico di rovereto,1,1,0,spacy,34257509
chemo)enzymatic,1,1,0,spacy,34585190
toolbox for the automated segmentation of hg,1,1,0,spacy,32127593
alelo,1,0,1,v2,30325669
embrapa network for brazilian plant genetic resources conservation,1,1,0,spacy,30325669
glycowork,1,1,1,both,34192308
center for animal resources and development,1,1,0,spacy,31243193
naples ecological research,1,1,1,both,32455611
naples ecological research for augmented observatories,1,0,1,v2,32455611
nerea-fix,1,0,1,v2,32455611
towards naples ecological research for augmented observatories,1,1,0,spacy,32455611
nerea,1,1,1,both,32455611
maker,1,1,0,spacy,29178822
open regulatory annotation database,1,1,0,spacy,24886216
database of genomic variants and known regulatory elements in the,1,1,0,spacy,24886216
polyphen-2,1,1,0,spacy,24886216
ucsc human genome browser,1,1,0,spacy,24886216
pathwhiz,1,0,1,v2,25934797
pug-soap,1,1,0,spacy,25934803
dtk,1,0,1,v2,30030810
analyzing tandem mass spectra using the drip toolkit,1,1,0,spacy,30030810
drip,1,1,1,both,30030810
casmir,1,0,1,v2,29801434
mirdeep2,1,1,0,spacy,29801434
regen,1,1,0,spacy,30325669
cenargen,1,1,0,spacy,30325669
embrapa,1,0,1,v2,30325669
human gastrointestinal bacteria culture collection,1,0,1,v2,30718869
sex-chrom,1,0,1,v2,32357248
scan360,1,1,1,both,33241989
florida cancer data system,1,1,0,spacy,33241989
pancreatic islet regulome browser,1,1,1,both,28261261
islet regulome browser,1,1,1,both,28261261
amazonfish,1,1,1,both,32193422
malaria cell atlas,1,1,0,spacy,31439762
malaria,1,0,1,v2,31439762
human gastrointestinal bacteria culture collection (hbc,1,1,0,spacy,30718869
human gastrointestinal bacteria genome collection,1,1,1,both,30718869
renargen,1,1,0,spacy,30325669
hbc,1,1,1,both,30718869
ldd,1,1,0,spacy,33930134
ld652,1,1,0,spacy,33930134
driftage,1,1,1,both,34061207
pcorral,1,1,1,both,23640984
http://www.ebi.ac.uk/rebholz-srv/pcorral,1,1,0,spacy,23640984
vir,1,1,0,spacy,30325664
plant genetic resources network,1,1,0,spacy,30325669
colbase,1,0,1,v2,30325669
kegg pathogen resource,1,0,1,v2,30030815
inferring antimicrobial resistance from pathogen genomes,1,1,0,spacy,30030815
web-tcga,1,0,1,v2,26852330
wikistim.org,1,1,1,both,30489670
a prediction server based on svm for the identification and classification of proteins involved in bacterial secretion systems,1,1,0,spacy,21904425
genego,1,1,0,spacy,23346221
patient health information dialogue ontology,1,1,0,spacy,31865902
single molecule force spectroscopy and molecular dynamics simulations,1,1,0,spacy,28949551
synthetic tropical,1,1,0,spacy,32029746
synthetic tropical cyclone generation model,1,0,1,v2,32029746
antagomirbase,1,0,1,v2,21904438
antagomir,1,1,1,both,21904438
wikistim,1,0,1,v2,30489670
rice genome annotation through large-scale,1,1,0,spacy,30293062
icsd,1,0,1,v2,31636516
lrc1485,1,0,1,v2,25541702
lrc648,1,1,1,both,25541702
lrc1,1,0,1,v2,25541702
bioassay,1,0,1,v2,24198245
drscdb,1,1,1,both,33995899
covidium,1,1,1,both,34585731
a covid-19 resource compendium,1,1,0,spacy,34585731
omim.org,1,1,0,spacy,28654725
mimmatch,1,0,1,v2,28654725
sspred,1,1,1,both,21904425
iecology,1,1,1,both,32521246
csdb_gt,1,1,1,both,33242091
corecg,1,1,1,both,27114494
opticall,1,1,0,spacy,24886250
gencall,1,1,0,spacy,24886250
krlmm,1,1,1,both,24886250
crlmm,1,0,1,v2,24886250
genosnp,1,1,0,spacy,24886250
ce,1,1,0,spacy,31603696
ucbase,1,1,1,both,24951797
ubinet,1,1,1,both,27114492
colorectal cancer gene database,1,1,0,spacy,27114494
colon rectal cancer gene database,1,1,0,spacy,27114494
associated neural phospho-signaling,1,0,1,v2,35011609
olon rectal cancer gene database,1,0,1,v2,27114494
olorectal cancer gene database,1,0,1,v2,27114494
yy1,1,0,1,v2,23411719
target loci database,1,1,1,both,23411719
yy1targetdb,1,1,1,both,23411719
http://www.myogenesisdb.org/yy1targetdb,1,1,0,spacy,23411719
kinase-associated neural phospho-signaling,1,1,0,spacy,35011609
kanphos,1,1,1,both,35011609
xoonips,1,1,0,spacy,35011609
bldb,1,1,1,both,28719998
-lactamase database,1,1,0,spacy,28719998
kipris,1,1,0,spacy,23346042
aging-kb,1,1,1,both,22100666
presogenesis,1,1,1,both,29899414
mbasic,1,0,1,v2,27835030
bayes,1,1,0,spacy,27835030
dfast,1,0,1,v2,27867804
ddbj fast annotation,1,0,1,v2,27867804
daga,1,0,1,v2,27867804
dfast archive of genome annotation,1,1,1,both,27867804
single residue distribution analysis,1,1,0,spacy,21281459
chrs,1,1,1,both,30620343
sabio-rk,1,1,0,spacy,24165050
ogenesis_pred,1,0,1,v2,29899414
emotional sentence annotation helps predict fiction genre,1,1,0,spacy,26524352
eafdata,1,0,1,v2,26884807
leafdata,1,1,1,both,26884807
arabidopsis genome initiative,1,1,0,spacy,26884807
dbmdega,1,1,1,both,29145823
https://dbmdega.shinyapps.io/dbmdega/,1,1,0,spacy,29145823
rhythm,1,1,1,both,29440763
an open source imaging toolkit for cardiac panoramic optical mapping,1,1,0,spacy,29440763
viaf,1,1,0,spacy,31374080
oogenesis_pred,1,1,0,spacy,29899414
deephf,1,1,1,both,31537810
ldts,1,1,0,spacy,31374080
oken,1,0,1,v2,26262134
heschl,1,0,1,v2,32127593
toolbox for the automated segmentation of heschl's gyrus,1,1,0,spacy,32127593
http://github.com/abbyyan3/bhglm,1,1,0,spacy,28049409
geneanalytics™,1,0,1,v2,26983021
geneanalytics,1,1,1,both,26983021
ppaps,1,1,0,spacy,32127602
tcga4u,1,1,1,both,26262133
conceptual knowledge discovery in databases for drug combinations predictions in malignant melanoma,1,1,0,spacy,26262134
token,1,0,1,v2,26262134
ontonotes,1,1,1,both,28818042
toolbox for untangling chromosome architecture in immune cells,1,1,0,spacy,33995409
colorado richly annotated full text,1,1,0,spacy,28818042
richly,1,0,1,v2,28818042
scpt,1,1,1,both,32488061
connected pathogen tracer,1,0,1,v2,32488061
spsm,1,1,0,spacy,21969539
lickmd,1,0,1,v2,21707396
clickmd,1,1,1,both,21707396
sarvision|biologics,1,1,1,both,24099460
circ2disease,1,1,1,both,30030469
ldis,1,1,0,spacy,31374080
sinopedia,1,1,1,both,31374080
future of natural history collections,1,1,0,spacy,29670253
integrative japanese genome variation database,1,1,1,both,27081555
gfinder,1,1,1,both,27573070
glycomedb,1,1,1,both,27573070
fluprint,1,1,1,both,31636302
a toolbox for systems genetics,1,1,0,spacy,27933521
vf,1,0,1,v2,26229585
http://www.ensembl.org/info/docs/variation/predicted_data.html).<h4>conclusions</h4>we,1,1,0,spacy,26229585
gvf,1,1,0,spacy,26229585
genome variant format,1,1,0,spacy,26229585
ijgvd,1,1,1,both,27081555
il]--the,1,1,0,spacy,21805911
pediatric cancer variant pathogenicity information exchange,1,1,1,both,31439692
synodos,1,0,1,v2,26262366
medindex,1,1,1,both,26262366
network reconstruction and significant pathway extraction using phosphoproteomic data from cancer cells,1,1,0,spacy,31472481
srms,1,1,0,spacy,31472481
using matrix-assisted laser desorption/ionization time of flight spectra to elucidate species boundaries by matching to translated dna databases,1,1,0,spacy,32881510
transporter database,1,1,0,spacy,24558441
human transporter database,1,0,1,v2,24558441
htd,1,1,1,both,24558441
collaborative cross resource for systems genetics research of infectious diseases,1,1,0,spacy,27933545
pecanpie,1,0,1,v2,31439692
-(+)-lactic acid,1,1,0,spacy,22526790
linked data reasoning service,1,1,0,spacy,31374080
cloud infrastructure for microbial bioinformatics,1,1,1,both,28785418
erknet,1,1,0,spacy,33602304
u-imd,1,0,1,v2,33602304
kidney,1,0,1,v2,33602304
metabern,1,1,0,spacy,33602304
imd,1,0,1,v2,33602304
niddk information network,1,1,1,both,26393351
dknet,1,1,1,both,26393351
climb,1,1,1,both,28785418
facility,1,0,1,v2,28785418
http://bio-bigdata.hrbmu.edu.cn/lncspa,1,1,0,spacy,32193291
metabolic engineering of rhizopus oryzae for the production of platform chemicals,1,1,0,spacy,22526790
lncspa,1,1,1,both,32193291
lncrna spatial atlas of expression across normal and cancer tissues,1,1,0,spacy,32193291
uvsd,1,1,0,spacy,27573007
roc toolbox,1,0,1,v2,27573007
biosamples,1,1,0,spacy,31210270
pgx knowledge base,1,1,0,spacy,32488227
smarts,1,1,0,spacy,21478194
gendbe,1,1,0,spacy,24427317
monomers,1,1,0,spacy,35011391
highv,1,1,0,spacy,28651553
mgt®,1,0,1,v2,28651553
el,1,0,1,v2,26386548
an open source framework for drug-target and antibody-target data,1,1,0,spacy,23766416
qm9,1,0,1,v2,31270326
human virome provides classification of current knowledge and identifies areas of forthcoming discovery,1,1,0,spacy,27698618
aop-w,1,0,1,v2,30057931
adverse outcome pathway framework is increasingly used to integrate data generated based on traditional and emerging toxicity testing paradigms,1,1,0,spacy,30057931
microfluidic toolbox for analyzing exosome biomarkers of aging,1,1,0,spacy,33498573
human metabolome database for,1,0,1,v2,29140435
evex,1,1,1,both,26551766
protein expression toolkit for studying signaling in t cells,1,1,0,spacy,28255719
ceb,1,0,1,v2,25634285
mitoxpress,1,1,0,spacy,25634285
budget,1,0,1,v2,25634285
cell energy budget,1,0,1,v2,25634285
superdrug2,1,1,1,both,29140469
jet2,1,1,1,both,27928059
iuclid,1,1,0,spacy,24389116
international uniform chemical information database,1,1,0,spacy,24389116
go3r,1,1,1,both,24389116
congenital heart disease,1,1,0,spacy,24421884
hal,1,0,1,v2,32155140
hybrid automata library,1,1,1,both,32155140
a novel algorithm to discover large-scale functionally related gene sets from massive transcriptomics data collections,1,1,0,spacy,28911113
g4mp2,1,1,0,spacy,31270326
anycase,1,1,1,both,33007028
minnesota2015,1,1,0,spacy,30582189
frontal01,1,0,1,v2,31008162
occurrence data of the vascular flora of mainland portugal,1,1,0,spacy,27698587
flora-on,1,1,1,both,27698587
swift,1,1,0,spacy,22160795
http://www.bitmesra.ac.in/swift-modeller/swift.htm,1,1,0,spacy,22160795
segmentation,1,1,0,spacy,31008162
face semantic segmentation,1,0,1,v2,31008162
frontal03,1,0,1,v2,31008162
fasseg,1,1,1,both,31008162
frontal0,1,0,1,v2,31008162
mplant,1,1,1,both,30451108
accdb,1,1,1,both,30582189
ploc-mplant,1,0,1,v2,30451108
ploc_bal-mplant,1,0,1,v2,30451108
biomolecular reaction and interaction dynamics global environment,1,0,1,v2,32810405
an open platform for reproducible high-throughput free energy simulations,1,1,0,spacy,32810405
bridge,1,1,1,both,32810405
cdk2,1,1,0,spacy,32810405
midas 3,1,0,1,v2,32777640
ccdb-i,1,0,1,v2,30582189
here,1,0,1,v2,30582189
massively correlated biclustering,1,0,1,v2,28911113
mcbiclust,1,1,1,both,28911113
natverse,1,0,1,v2,32286229
a community resource for studying dynamic river corridors,1,1,0,spacy,30320221
eunag2,1,1,1,both,34809429
yeast display platform for rapid evolution of challenging targets,1,1,0,spacy,34809429
dnbalfa,1,0,1,v2,34809429
art,1,1,1,both,23307863
advanced reach tool,1,1,0,spacy,23307863
rt,1,0,1,v2,23307863
reach tool,1,0,1,v2,23307863
systematic functional annotation of somatic mutations in cancer,1,1,0,spacy,29533785
worldwide hydrobiogeochemistry observation network for dynamic river systems,1,1,1,both,30320221
whondrs,1,1,1,both,30320221
complete genome resource of,1,1,0,spacy,32515656
deviation adapted virtual agent,1,0,1,v2,33793633
evva,1,0,1,v2,33793633
driven,1,0,1,v2,33793633
dgdva,1,1,1,both,33793633
gdm,1,1,0,spacy,33793633
gdva,1,0,1,v2,33793633
dynamic goal driven dialogue agent,1,1,0,spacy,33793633
modeling infectious diseases in,1,0,1,v2,32155235
modeling infectious diseases in healthcare network,1,1,1,both,32155235
scaleus-fd,1,1,1,both,32908882
tardis,1,0,1,v2,28583483
smdg,1,1,1,both,30942743
gdr,1,1,1,both,24225320
harvard personal genome project,1,1,0,spacy,30942743
single multi-disease genes,1,0,1,v2,30942743
yeastcyc,1,1,0,spacy,24225315
ensembles,1,1,0,spacy,28616227
open database for climate change related impact studies in central europe,1,1,0,spacy,28616227
foresee,1,1,1,both,28616227
better representative extract dataset,1,1,0,spacy,26682918
shortbred,1,1,1,both,26682918
structure initiative material repository,1,1,0,spacy,24225319
a platform for diagnosis and characterization of bacterial infections,1,1,0,spacy,30352937
discovery-2,1,1,1,both,23537208
accapseq,1,0,1,v2,30352937
baccapseq,1,1,1,both,30352937
12 years of oncogenomic data curation,1,1,0,spacy,24225322
noncodev5,1,0,1,v2,29140524
implementing in-cell fast photochemical oxidation of proteins in a platform incubator,1,1,0,spacy,31860269
eugene-pp,1,1,1,both,24880686
ugene-pp,1,0,1,v2,24880686
a repository of small orfs identified by ribosome profiling,1,1,0,spacy,29140531
pfsahh,1,1,0,spacy,23537208
pihelper,1,1,1,both,23766416
ihelper,1,0,1,v2,23766416
european eel quality database,1,1,0,spacy,21374055
nhc,1,1,0,spacy,32810377
hemostaseome,1,1,0,spacy,21537949
pertinint,1,1,1,both,32711844
updated european food safety authority database of,1,1,0,spacy,30418088
protein structure,1,0,1,v2,21472436
protein structure initiative's,1,1,0,spacy,21472436
melonomics,1,1,1,both,29795526
cucumis melo l.,1,1,0,spacy,29795526
glycosylation and gut associated immune,1,1,0,spacy,27436239
glycogait,1,1,1,both,27436239
glycosylation,1,0,1,v2,27436239
